botid, date, time, press, atp, 
#, mmddyy, hhmmss, dbar, ng/kg, 
2660201216, 101514, 010122,   99.7,  19.21,
2660201214, 101514, 005937,  125.7,   9.77,
2660201212, 101514, 005745,  150.4,   6.83,
2670201223, 112314, 010944,    7.3,  23.74,
2670201221, 112314, 010754,   24.7,  36.99,
2670201220, 112314, 010624,   44.9,  32.46,
2670201218, 112314, 010404,   75.9,  37.44,
2670201216, 112314, 010224,  100.1,  25.04,
2670201214, 112314, 010024,  125.8,  11.13,
2670201212, 112314, 005839,  150.8,   3.72,
2680201124, 121814, 011429,    8.5,  25.71,
2680201122, 121814, 011234,   24.1,  23.32,
2680201121, 121814, 011048,   44.4,  22.40,
2680201120, 121814, 010849,   76.0,  22.54,
2680201117, 121814, 010519,   99.5,  18.75,
2680201112, 121814, 005859,  126.0,  13.69,
2680201109, 121814, 005515,  149.6,   7.08,
2690201219, 022615, 012048,    4.8,  20.24,
2690201218, 022615, 011648,   24.9,  28.79,
2690201216, 022615, 011523,   46.2,  39.70,
2690201214, 022615, 011348,   74.7,  26.15,
2690201212, 022615, 011208,  100.1,  15.03,
2690201210, 022615, 011028,  126.2,  26.03,
2690201209, 022615, 010913,  148.0,  13.48,
2700201021, 033015, 231110,    4.7,  18.48,
2700201020, 033015, 231000,   23.6,  25.13,
2700201019, 033015, 230845,   44.7,  29.44,
2700201018, 033015, 230705,   74.5,  27.25,
2700201017, 033015, 230535,   99.1,  20.93,
2700201015, 033015, 230330,  124.8,  17.54,
2700201014, 033015, 230210,  149.6,  12.54,
2710201220, 042315, 011210,    6.2,  24.99,
2710201218, 042315, 011005,   25.4,  39.24,
2710201217, 042315, 010820,   47.0,  33.84,
2710201216, 042315, 010635,   75.4,  43.34,
2710201215, 042315, 010450,  100.5,  36.24,
2710201214, 042315, 010300,  125.4,  29.86,
2710201213, 042315, 010116,  150.9,   7.53,
2720201320, 052515, 010817,    7.0,  29.16,
2720201318, 052515, 010617,   25.8,  42.04,
2720201317, 052515, 010457,   44.9,  38.38,
2720201316, 052515, 010327,   74.3,  37.23,
2720201315, 052515, 010207,  100.4,  34.48,
2720201314, 052515, 010037,  125.4,  24.76,
2720201313, 052515, 005917,  150.3,  10.49,
2730201323, 062115, 012019,    7.6,  23.90,
2730201318, 062115, 011734,   25.1,  41.98,
2730201317, 062115, 011550,   46.5,  40.66,
2730201316, 062115, 011359,   75.6,  35.92,
2730201315, 062115, 011235,   99.5,  29.14,
2730201314, 062115, 011105,  125.5,  25.16,
2730201313, 062115, 010939,  150.1,  10.90,
2740201320, 072115, 010358,    6.4,  22.86,
2740201318, 072115, 010228,   25.6,  20.03,
2740201317, 072115, 010103,   46.0,  32.67,
2740201316, 072115, 005923,   75.7,  33.81,
2740201315, 072115, 005758,  100.3,  20.57,
2740201314, 072115, 005637,  125.6,  13.00,
2740201313, 072115, 005513,  150.0,   9.10,
2750201220, 081415, 010032,    5.6,  18.56,
2750201218, 081415, 005902,   25.4,  29.17,
2750201217, 081415, 005752,   45.0,  33.66,
2750201216, 081415, 005627,   75.2,  30.87,
2750201215, 081415, 005502,  100.4,  33.85,
2750201214, 081415, 005342,  124.7,  14.69,
2750201213, 081415, 005217,  150.8,   5.85,
2770201220, 101515, 005323,    5.5,  20.38,
2770201218, 101515, 005154,   25.1,  28.48,
2770201217, 101515, 005040,   45.1,  24.15,
2770201216, 101515, 004923,   74.6,  32.02,
2770201215, 101515, 004806,  101.5,  20.49,
2770201214, 101515, 004643,  125.4,  11.69,
2770201213, 101515, 004534,  149.3,   7.54,
2780201120, 111515, 013218,    5.6,  41.69,
2780201118, 111515, 013038,   24.4,  31.19,
2780201117, 111515, 012900,   44.3,  37.28,
2780201116, 111515, 012658,   74.1,  32.76,
2780201115, 111515, 012513,   99.7,  21.49,
2780201114, 111515, 012328,  124.1,   8.85,
2780201113, 111515, 012133,  148.8,   4.19,
2790201220, 121015, 010406,    5.9,  18.88,
2790201218, 121015, 010226,   23.1,  25.90,
2790201217, 121015, 010106,   45.3,  29.99,
2790201216, 121015, 005946,   73.4,  32.24,
2790201215, 121015, 005821,   99.7,  24.44,
2790201214, 121015, 005656,  124.5,   9.48,
2790201213, 121015, 005531,  150.8,   6.40,
