botid, date, time, press, chlb, 
#, mmddyy, hhmmss, dbar, ng/l, 
1030201411, 031899, 074812,   99.9,  34.0,
1030201409, 031899, 074644,  123.0,  51.0,
1030201407, 031899, 074528,  135.1,  65.0,
1030201405, 031899, 074334,  157.6, 150.0,
1030201404, 031899, 074209,  167.7, 131.0,
1040201123, 041599, 092720,    5.3,   7.0,
1040201121, 041599, 092544,   25.4,   8.0,
1040201120, 041599, 092534,   25.4,  11.0,
1040201115, 041599, 092223,   45.2,  13.0,
1040201114, 041599, 092104,   75.1,  19.0,
1040201113, 041599, 091950,  101.0,  39.0,
1040201112, 041599, 091859,  110.7,  56.0,
1040201109, 041599, 091705,  126.4,  52.0,
1040201107, 041599, 091534,  151.1,  52.0,
1040201105, 041599, 091354,  177.6,  21.0,
1050201415, 051199, 075451,    4.8,   5.0,
1050201414, 051199, 075301,   26.3,   7.0,
1050201413, 051199, 075256,   26.4,   7.0,
1050201411, 051199, 075146,   46.2,   9.0,
1050201410, 051199, 075021,   76.0,  22.0,
1050201409, 051199, 074901,  100.6,  65.0,
1050201408, 051199, 074757,  115.1, 170.0,
1050201407, 051199, 074656,  124.2, 178.0,
1050201406, 051199, 074531,  151.7, 109.0,
1050201403, 051199, 074356,  177.9,  16.0,
1060201519, 071599, 105705,    5.2,   6.0,
1060201517, 071599, 105521,   24.7,   5.0,
1060201515, 071599, 105341,   45.0,   6.0,
1060201513, 071599, 105140,   75.1,  23.0,
1060201511, 071599, 105000,   99.6,  73.0,
1060201509, 071599, 104806,  124.6, 199.0,
1060201507, 071599, 104610,  150.0,  53.0,
1060201505, 071599, 104406,  175.4,  23.0,
1070201721, 081599, 074826,    4.8,   6.0,
1070201719, 081599, 074700,   24.5,   6.0,
1070201718, 081599, 074650,   24.6,   7.0,
1070201717, 081599, 074535,   45.5,   6.0,
1070201716, 081599, 074416,   75.1,  22.0,
1070201715, 081599, 074259,   99.9, 184.0,
1070201713, 081599, 074150,  110.0, 252.0,
1070201712, 081599, 074045,  125.2, 226.0,
1070201710, 081599, 073917,  150.3,  33.0,
1070201708, 081599, 073745,  177.4,  11.0,
1080201418, 101699, 085910,    4.8,   6.0,
1080201416, 101699, 085746,   24.7,   6.0,
1080201414, 101699, 085621,   44.6,   9.0,
1080201412, 101699, 085450,   74.5,  15.0,
1080201410, 101699, 085325,   99.8,  59.0,
1080201408, 101699, 085205,  125.3, 175.0,
1080201406, 101699, 085030,  149.5, 101.0,
1080201404, 101699, 084900,  175.4,  31.0,
1090201410, 111099, 064825,    4.9,   9.0,
1090201409, 111099, 064710,   25.2,   9.0,
1090201408, 111099, 064600,   44.6,  10.0,
1090201407, 111099, 064435,   74.9,  11.0,
1090201406, 111099, 064310,  110.1, 202.0,
1090201405, 111099, 064205,  124.7, 124.0,
1090201404, 111099, 064050,  150.0,  51.0,
1090201403, 111099, 063940,  175.3,  13.0,
1100201417, 121699, 074639,    4.7,  14.0,
1100201415, 121699, 074519,   24.9,  14.0,
1100201413, 121699, 074404,   44.6,  25.0,
1100201411, 121699, 074244,   73.5,  20.0,
1100201409, 121699, 074125,   99.6, 160.0,
1100201407, 121699, 074004,  124.2, 121.0,
1100201405, 121699, 073844,  150.4,  19.0,
1100201403, 121699, 073724,  176.2,   2.0,
1110201423, 020400, 091318,    4.9,   8.0,
1110201421, 020400, 091133,   24.6,  10.0,
1110201420, 020400, 090954,   43.5,  14.0,
1110201419, 020400, 090804,   74.1,  20.0,
1110201418, 020400, 090629,   99.2,  61.0,
1110201417, 020400, 090443,  124.8, 171.0,
1110201415, 020400, 090258,  149.7,  29.0,
1110201413, 020400, 090108,  174.0,   3.0,
1120201515, 030200, 064747,    5.1,   9.0,
1120201513, 030200, 064612,   24.7,   9.0,
1120201512, 030200, 064452,   44.0,  18.0,
1120201510, 030200, 064242,   74.8,  26.0,
1120201508, 030200, 064113,  100.6,  39.0,
1120201507, 030200, 063952,  124.9, 133.0,
1120201506, 030200, 063827,  149.8,  42.0,
1120201504, 030200, 063652,  176.2,   7.0,
1130201417, 033000, 075004,    4.8,   9.0,
1130201415, 033000, 074829,   25.2,   9.0,
1130201413, 033000, 074709,   45.4,  12.0,
1130201411, 033000, 074529,   74.6,  15.0,
1130201409, 033000, 074410,   99.7,  33.0,
1130201407, 033000, 074244,  125.5, 108.0,
1130201405, 033000, 074120,  152.7, 135.0,
1130201403, 033000, 073941,  176.4,  63.0,
1140201422, 042700, 075443,    5.1,   6.0,
1140201420, 042700, 075308,   25.5,   6.0,
1140201418, 042700, 075139,   44.5,   9.0,
1140201411, 042700, 074826,   74.8,  25.0,
1140201409, 042700, 074656,  100.2,  58.0,
1140201407, 042700, 074521,  124.9, 150.0,
1140201405, 042700, 074350,  149.5, 123.0,
1140201403, 042700, 074217,  175.7,  79.0,
1150200719, 052400, 105559,    4.7,   6.0,
1150200717, 052400, 105410,   24.7,   6.0,
1150200715, 052400, 105239,   44.9,  10.0,
1150200713, 052400, 105057,   74.6,  18.0,
1150200711, 052400, 104919,   99.7,  27.0,
1150200709, 052400, 104745,  124.1, 142.0,
1150200707, 052400, 104612,  149.6, 213.0,
1150200705, 052400, 104429,  176.7,  84.0,
1160201510, 062200, 074655,    4.1,   6.0,
1160201509, 062200, 074546,   24.5,   8.0,
1160201508, 062200, 074445,   35.0,  13.0,
1160201507, 062200, 074317,   74.7,  32.0,
1160201506, 062200, 074207,   99.7,  61.0,
1160201505, 062200, 074054,  125.2, 153.0,
1160201504, 062200, 073941,  150.5, 141.0,
1160201503, 062200, 073826,  176.5,  61.0,
1170201214, 072700, 075137,    4.8,  11.0,
1170201212, 072700, 074958,   24.8,  11.0,
1170201211, 072700, 074841,   45.1,  19.0,
1170201210, 072700, 074711,   74.9,  51.0,
1170201209, 072700, 074540,   99.5, 157.0,
1170201208, 072700, 074415,  123.9, 153.0,
1170201206, 072700, 074225,  150.7,  96.0,
1170201204, 072700, 074035,  175.1,  39.0,
1180201614, 082400, 091931,    4.8,  10.0,
1180201612, 082400, 091801,   23.9,   9.0,
1180201611, 082400, 091744,   24.1,  14.0,
1180201610, 082400, 091631,   44.5,  13.0,
1180201608, 082400, 091402,   99.2,  94.0,
1180201606, 082400, 091235,  123.9, 162.0,
1180201604, 082400, 091109,  149.8,  84.0,
1180201602, 082400, 090939,  174.8,  26.0,
1190201515, 101900, 095025,    4.6,  13.0,
1190201513, 101900, 094850,   24.2,  13.0,
1190201512, 101900, 094729,   44.8,  21.0,
1190201511, 101900, 094554,   75.0,  24.0,
1190201509, 101900, 094409,  100.6,  54.0,
1190201507, 101900, 094207,  124.7, 169.0,
1190201505, 101900, 094023,  150.4,  78.0,
1190201503, 101900, 093828,  175.5,  31.0,
1200201620, 120100, 111106,    4.4,   8.0,
1200201618, 120100, 110931,   23.9,   9.0,
1200201616, 120100, 110800,   44.1,  16.0,
1200201615, 120100, 110645,   59.1,  26.0,
1200201613, 120100, 110511,   73.7,  58.0,
1200201611, 120100, 110351,   84.6, 104.0,
1200201609, 120100, 110226,   99.9, 122.0,
1200201608, 120100, 110116,  113.1, 155.0,
1200201606, 120100, 105950,  124.4, 122.0,
1200201605, 120100, 105845,  134.6, 115.0,
1200201603, 120100, 105712,  148.7,  55.0,
1200201601, 120100, 105526,  174.5,  39.0,
1210200724, 122000, 064939,    4.5,   7.0,
1210200722, 122000, 064811,   24.5,   7.0,
1210200719, 122000, 064636,   44.6,  11.0,
1210200718, 122000, 064527,   59.7,  18.0,
1210200717, 122000, 064412,   74.8,  24.0,
1210200716, 122000, 064311,   83.6,  40.0,
1210200715, 122000, 064200,   99.8,  65.0,
1210200714, 122000, 064056,  114.8, 166.0,
1210200711, 122000, 063844,  124.7, 162.0,
1210200710, 122000, 063746,  135.1, 103.0,
1210200707, 122000, 063620,  149.0,  70.0,
1210200704, 122000, 063436,  174.8,  23.0,
1220201423, 011801, 074405,    4.4,  38.0,
1220201421, 011801, 074228,   23.3,  46.0,
1220201419, 011801, 074055,   42.8, 118.0,
1220201418, 011801, 073941,   58.5, 103.0,
1220201417, 011801, 073823,   75.3, 109.0,
1220201416, 011801, 073722,   84.0, 138.0,
1220201415, 011801, 073611,   99.2, 198.0,
1220201414, 011801, 073453,  113.9, 144.0,
1220201412, 011801, 073334,  123.5, 134.0,
1220201411, 011801, 073223,  134.0, 180.0,
1220201409, 011801, 073058,  148.6,  94.0,
1220201407, 011801, 072910,  175.7,  51.0,
1230200821, 021501, 215610,    4.2,  62.0,
1230200819, 021501, 215431,   24.6,  62.0,
1230200817, 021501, 215213,   45.6, 127.0,
1230200816, 021501, 215047,   60.6, 130.0,
1230200814, 021501, 214914,   73.4, 128.0,
1230200813, 021501, 214752,   84.8, 137.0,
1230200811, 021501, 214545,   99.2, 210.0,
1230200810, 021501, 214405,  115.8, 275.0,
1230200808, 021501, 214224,  119.9, 262.0,
1230200807, 021501, 214047,  135.7, 186.0,
1230200805, 021501, 213905,  152.6,  68.0,
1230200803, 021501, 213721,  174.8,  47.0,
1240201420, 032201, 190138,    4.7,   9.0,
1240201418, 032201, 190015,   24.6,   8.0,
1240201416, 032201, 185910,   43.9,  15.0,
1240201415, 032201, 185809,   59.5,  24.0,
1240201414, 032201, 185713,   73.9,  22.0,
1240201413, 032201, 185556,   83.7,  22.0,
1240201412, 032201, 185459,   99.4,  25.0,
1240201411, 032201, 185409,  114.4,  32.0,
1240201409, 032201, 185258,  123.5,  48.0,
1240201408, 032201, 185213,  133.8, 225.0,
1240201405, 032201, 185039,  149.0, 188.0,
1240201403, 032201, 184913,  174.5,  83.0,
1250201420, 041901, 065721,    3.5,   9.0,
1250201418, 041901, 065551,   23.7,   9.0,
1250201416, 041901, 065436,   44.1,  66.0,
1250201415, 041901, 065336,   58.2,  18.0,
1250201413, 041901, 065156,   73.4,  22.0,
1250201412, 041901, 065051,   82.8,  23.0,
1250201410, 041901, 064930,   98.3,  26.0,
1250201409, 041901, 064821,  113.8,  53.0,
1250201408, 041901, 064726,  122.4,  82.0,
1250201407, 041901, 064636,  133.2, 143.0,
1250201405, 041901, 064446,  148.2, 153.0,
1250201403, 041901, 064301,  173.8,  80.0,
1260201521, 051801, 065405,    5.3,  37.0,
1260201519, 051801, 065236,   24.9,  36.0,
1260201517, 051801, 065104,   44.8,  75.0,
1260201516, 051801, 064949,   59.4,  72.0,
1260201514, 051801, 064819,   74.7,  74.0,
1260201513, 051801, 064715,   84.3,  83.0,
1260201511, 051801, 064548,   99.1, 104.0,
1260201510, 051801, 064425,  115.1, 230.0,
1260201508, 051801, 064301,  124.2, 247.0,
1260201507, 051801, 064154,  134.7, 232.0,
1260201505, 051801, 064027,  149.5, 160.0,
1260201503, 051801, 063840,  174.5,  72.0,
1270201421, 061501, 065303,    4.1,  36.0,
1270201419, 061501, 065133,   24.2,  34.0,
1270201417, 061501, 065006,   44.2,  65.0,
1270201416, 061501, 064857,   59.0,  58.0,
1270201414, 061501, 064730,   74.2,  45.0,
1270201413, 061501, 064631,   83.6,  55.0,
1270201411, 061501, 064506,   99.0,  79.0,
1270201410, 061501, 064400,  113.5, 148.0,
1270201408, 061501, 064244,  123.8, 212.0,
1270201407, 061501, 064140,  133.8, 170.0,
1270201405, 061501, 063910,  149.2, 151.0,
1270201403, 061501, 063735,  173.6,  94.0,
1280201221, 071201, 065111,    4.2,   7.0,
1280201219, 071201, 064925,   24.2,   7.0,
1280201217, 071201, 064806,   43.7,  16.0,
1280201216, 071201, 064705,   59.5,  97.0,
1280201214, 071201, 064531,   73.7, 109.0,
1280201213, 071201, 064415,   84.4, 110.0,
1280201211, 071201, 064301,   99.0, 111.0,
1280201210, 071201, 064200,  114.0,  83.0,
1280201208, 071201, 064050,  124.7, 134.0,
1280201207, 071201, 064000,  134.2, 184.0,
1280201205, 071201, 063845,  149.6, 178.0,
1280201203, 071201, 063720,  174.5,  99.0,
1290200721, 080801, 064907,    4.8,   7.0,
1290200719, 080801, 064744,   24.8,   8.0,
1290200717, 080801, 064621,   44.5,  12.0,
1290200716, 080801, 064500,   59.1,  28.0,
1290200714, 080801, 064341,   74.9,  28.0,
1290200713, 080801, 064237,   84.9,  43.0,
1290200711, 080801, 064121,  100.0,  94.0,
1290200710, 080801, 064006,  114.3, 224.0,
1290200708, 080801, 063845,  124.3, 244.0,
1290200707, 080801, 063734,  134.3, 210.0,
1290200705, 080801, 063606,  150.1, 141.0,
1290200703, 080801, 063431,  174.3,  52.0,
1300201421, 100301, 065940,    1.9,   8.0,
1300201419, 100301, 065846,    5.1,  12.0,
1300201417, 100301, 065718,   24.8,  10.0,
1300201415, 100301, 065532,   44.8,  19.0,
1300201414, 100301, 065413,   60.1,  17.0,
1300201413, 100301, 065248,   74.1,  29.0,
1300201412, 100301, 065133,   85.8,  39.0,
1300201411, 100301, 065012,  100.4,  70.0,
1300201410, 100301, 064848,  114.9, 205.0,
1300201408, 100301, 064713,  124.6, 207.0,
1300201407, 100301, 064543,  133.9, 164.0,
1300201405, 100301, 064413,  149.8, 107.0,
1300201403, 100301, 064218,  175.0,  34.0,
1310201419, 102401, 065128,    4.4,  29.0,
1310201417, 102401, 064943,   25.2,  28.0,
1310201415, 102401, 064748,   43.9,  42.0,
1310201414, 102401, 064628,   60.1,  77.0,
1310201413, 102401, 064513,   74.7,  56.0,
1310201412, 102401, 064358,   84.5,  60.0,
1310201411, 102401, 064228,  100.0, 109.0,
1310201410, 102401, 064058,  115.1, 201.0,
1310201408, 102401, 063928,  124.1, 193.0,
1310201407, 102401, 063813,  134.3, 165.0,
1310201405, 102401, 063643,  149.3,  62.0,
1310201403, 102401, 063438,  176.3,  40.0,
1320201420, 111801, 070031,    4.3,  13.0,
1320201419, 111801, 065912,   24.4,  15.0,
1320201415, 111801, 065632,   44.5,  23.0,
1320201414, 111801, 065521,   59.6,  30.0,
1320201413, 111801, 065411,   74.1,  42.0,
1320201412, 111801, 065301,   84.2,  58.0,
1320201411, 111801, 065131,   99.9, 200.0,
1320201410, 111801, 065021,  113.9, 197.0,
1320201408, 111801, 064902,  124.6, 150.0,
1320201407, 111801, 064741,  133.3, 128.0,
1320201405, 111801, 064622,  150.0,  46.0,
1320201403, 111801, 064437,  176.6,  12.0,
1330200320, 121501, 122246,    4.2,  49.0,
1330200318, 121501, 122056,   24.1,  46.0,
1330200315, 121501, 121801,   43.6,  58.0,
1330200314, 121501, 121629,   57.8,  63.0,
1330200313, 121501, 121456,   75.5,  64.0,
1330200312, 121501, 121326,   84.1,  79.0,
1330200311, 121501, 121156,   98.1, 266.0,
1330200310, 121501, 121025,  114.6, 201.0,
1330200308, 121501, 120906,  123.8, 133.0,
1330200307, 121501, 120751,  134.4,  89.0,
1330200305, 121501, 120606,  150.6,  40.0,
1330200303, 121501, 120411,  174.3,  22.0,
1340201422, 011702, 065252,    3.7,  13.0,
1340201420, 011702, 065121,   24.4,  12.0,
1340201417, 011702, 064852,   44.1,  21.0,
1340201416, 011702, 064715,   59.2,  22.0,
1340201414, 011702, 064541,   75.2,  29.0,
1340201413, 011702, 064434,   84.3,  31.0,
1340201411, 011702, 064246,   98.8,  27.0,
1340201410, 011702, 064124,  114.9,  53.0,
1340201408, 011702, 064001,  124.1,  80.0,
1340201407, 011702, 063852,  134.4, 171.0,
1340201405, 011702, 063718,  149.9,  71.0,
1340201403, 011702, 063534,  174.1,  30.0,
1350201422, 022202, 065427,    4.4,  10.0,
1350201420, 022202, 065252,   24.7,  11.0,
1350201417, 022202, 065007,   45.1,  19.0,
1350201416, 022202, 064857,   60.2,  22.0,
1350201414, 022202, 064737,   74.8,  33.0,
1350201413, 022202, 064632,   85.0,  95.0,
1350201411, 022202, 064507,   99.2, 212.0,
1350201410, 022202, 064342,  114.9, 228.0,
1350201408, 022202, 064227,  124.5, 174.0,
1350201407, 022202, 064122,  134.6, 101.0,
1350201405, 022202, 063952,  149.8,  13.0,
1350201403, 022202, 063812,  174.8,   5.0,
1360201520, 031402, 065022,    4.4,   8.0,
1360201518, 031402, 064902,   24.1,  13.0,
1360201515, 031402, 064652,   44.8,  33.0,
1360201514, 031402, 064553,   58.5,  41.0,
1360201513, 031402, 064422,   74.4,  67.0,
1360201512, 031402, 064324,   84.7,  70.0,
1360201511, 031402, 064214,  100.4,  86.0,
1360201510, 031402, 064112,  115.0, 154.0,
1360201508, 031402, 063958,  124.5, 157.0,
1360201507, 031402, 063859,  134.4, 175.0,
1360201505, 031402, 063743,  149.1, 139.0,
1360201503, 031402, 063614,  175.0,  58.0,
1370201422, 052202, 070144,    4.7,  10.0,
1370201420, 052202, 070038,   24.4,  12.0,
1370201417, 052202, 065849,   44.6,  39.0,
1370201416, 052202, 065754,   59.7,  33.0,
1370201414, 052202, 065639,   74.2,  36.0,
1370201413, 052202, 065549,   84.6,  41.0,
1370201411, 052202, 065449,   99.0, 115.0,
1370201410, 052202, 065349,  114.0, 199.0,
1370201408, 052202, 065249,  124.7, 174.0,
1370201407, 052202, 065159,  134.6, 108.0,
1370201405, 052202, 065044,  149.8,  69.0,
1370201403, 052202, 064918,  176.5,  16.0,
1380200720, 063002, 055145,    4.5,  12.0,
1380200719, 063002, 055050,   24.5,   8.0,
1380200718, 063002, 054950,   43.7,  28.0,
1380200717, 063002, 054901,   58.3,  36.0,
1380200716, 063002, 054810,   74.2,  36.0,
1380200715, 063002, 054725,   84.5,  39.0,
1380200714, 063002, 054635,   98.4,  63.0,
1380200712, 063002, 054505,  113.7, 186.0,
1380200711, 063002, 054415,  124.5, 217.0,
1380200710, 063002, 054250,  134.7, 168.0,
1380200709, 063002, 054145,  148.5, 117.0,
1380200708, 063002, 054030,  174.3,  31.0,
1390201421, 082902, 072723,    6.2,   6.0,
1390201419, 082902, 072551,   25.3,   6.0,
1390201417, 082902, 072416,   44.8,   8.0,
1390201416, 082902, 072316,   59.6,  12.0,
1390201414, 082902, 072200,   73.3,  23.0,
1390201413, 082902, 072101,   85.3,  40.0,
1390201411, 082902, 071946,   99.7,  96.0,
1390201408, 082902, 071725,  124.5, 167.0,
1390201407, 082902, 071621,  135.4, 188.0,
1390201405, 082902, 071500,  149.8, 174.0,
1390201403, 082902, 071310,  174.7, 110.0,
1400201416, 100802, 064828,    5.1,   8.0,
1400201415, 100802, 064718,   24.9,   8.0,
1400201413, 100802, 064558,   44.6,  10.0,
1400201412, 100802, 064443,   59.5,  13.0,
1400201411, 100802, 064329,   74.6,  26.0,
1400201410, 100802, 064228,   85.1,  56.0,
1400201409, 100802, 064123,  100.0,  82.0,
1400201408, 100802, 064018,  115.0, 213.0,
1400201406, 100802, 063913,  124.7, 180.0,
1400201405, 100802, 063808,  135.4, 111.0,
1400201404, 100802, 063658,  150.5,  65.0,
1400201403, 100802, 063528,  175.5,  18.0,
1410201422, 110502, 065831,    5.2,  12.0,
1410201420, 110502, 065651,   25.1,  15.0,
1410201418, 110502, 065511,   45.4,  27.0,
1410201416, 110502, 065351,   60.8,  45.0,
1410201415, 110502, 065241,   75.4,  77.0,
1410201413, 110502, 065121,   85.3, 122.0,
1410201412, 110502, 065011,  100.7, 211.0,
1410201410, 110502, 064851,  115.5, 163.0,
1410201409, 110502, 064741,  125.1,  81.0,
1410201407, 110502, 064622,  135.5,  61.0,
1410201406, 110502, 064511,  150.6,  24.0,
1410201404, 110502, 064322,  174.6,  11.0,
1420201315, 112602, 065810,    3.7,  19.0,
1420201313, 112602, 065544,   24.0,  15.0,
1420201312, 112602, 065404,   46.4,  42.0,
1420201311, 112602, 065235,   62.3,  52.0,
1420201310, 112602, 065100,   74.4,  98.0,
1420201309, 112602, 064935,   84.2, 146.0,
1420201308, 112602, 064810,  100.0, 186.0,
1420201307, 112602, 064644,  112.6, 164.0,
1420201306, 112602, 064519,  125.4, 122.0,
1420201305, 112602, 064359,  134.1, 103.0,
1420201304, 112602, 064233,  149.9,  57.0,
1420201303, 112602, 064043,  177.1,  29.0,
1430201314, 122002, 065243,    6.1,  19.0,
1430201313, 122002, 065113,   25.1,  32.0,
1430201312, 122002, 064958,   45.0,  26.0,
1430201311, 122002, 064853,   59.3,  38.0,
