botid, date, time, press, chlb, 
#, mmddyy, hhmmss, dbar, ng/l, 
2490201411, 021413, 064729,  101.4,  13.0,
2490201410, 021413, 064609,  114.0,  22.0,
2490201408, 021413, 064450,  125.3,  27.0,
2490201407, 021413, 064339,  135.3,  36.0,
2490201405, 021413, 064159,  150.4, 127.0,
2490201403, 021413, 063949,  175.9, 108.0,
2500201521, 030813, 070020,    7.1,   8.0,
2500201519, 030813, 065809,   24.8,  13.0,
2500201517, 030813, 065639,   46.2,  17.0,
2500201516, 030813, 065539,   60.6,  18.0,
2500201514, 030813, 065419,   74.8,  36.0,
2500201513, 030813, 065320,   85.9,  54.0,
2500201511, 030813, 065200,   99.9,  51.0,
2500201510, 030813, 065050,  115.6,  36.0,
2500201508, 030813, 064939,  124.9,  39.0,
2500201507, 030813, 064850,  135.1,  38.0,
2500201505, 030813, 064740,  149.1,  45.0,
2500201503, 030813, 064610,  174.3,  74.0,
2510201421, 040713, 065437,    5.5,   6.0,
2510201419, 040713, 065247,   25.3,   6.0,
2510201417, 040713, 065108,   45.6,   8.0,
2510201416, 040713, 064947,   59.8,  15.0,
2510201414, 040713, 064827,   75.6,  46.0,
2510201413, 040713, 064717,   85.2,  57.0,
2510201411, 040713, 064556,  100.6,  72.0,
2510201410, 040713, 064417,  115.3,  82.0,
2510201408, 040713, 064307,  124.6,  76.0,
2510201407, 040713, 064157,  134.8,  62.0,
2510201405, 040713, 064027,  149.8,  48.0,
2510201403, 040713, 063837,  175.6,  70.0,
2520201521, 051913, 065602,    7.8,   5.0,
2520201519, 051913, 065351,   25.3,   6.0,
2520201517, 051913, 065221,   45.6,   9.0,
2520201516, 051913, 065111,   59.8,  10.0,
2520201514, 051913, 064951,   75.4,  13.0,
2520201513, 051913, 064851,   85.9,  30.0,
2520201511, 051913, 064730,   99.4,  51.0,
2520201510, 051913, 064611,  115.3,  93.0,
2520201508, 051913, 064451,  125.5, 155.0,
2520201507, 051913, 064341,  135.7, 143.0,
2520201505, 051913, 064221,  150.0,  80.0,
2520201503, 051913, 064021,  174.6,  62.0,
2530201521, 062713, 070850,    6.9,   5.0,
2530201519, 062713, 070630,   25.9,   6.0,
2530201517, 062713, 070450,   45.2,   9.0,
2530201516, 062713, 070330,   60.1,  11.0,
2530201514, 062713, 070200,   75.0,  17.0,
2530201513, 062713, 070050,   85.1,  19.0,
2530201511, 062713, 065920,  100.4,  30.0,
2530201510, 062713, 065800,  115.3,  91.0,
2530201507, 062713, 065530,  135.1, 187.0,
2530201505, 062713, 065400,  150.3, 169.0,
2530201503, 062713, 065210,  175.8, 102.0,
2540201421, 091313, 070046,    5.6,   6.0,
2540201419, 091313, 065827,   25.1,   7.0,
2540201417, 091313, 065707,   46.1,  10.0,
2540201416, 091313, 065556,   60.9,  14.0,
2540201414, 091313, 065451,   75.3,  17.0,
2540201413, 091313, 065356,   84.8,  21.0,
2540201411, 091313, 065241,  100.4,  33.0,
2540201410, 091313, 065131,  115.9,  92.0,
2540201408, 091313, 065026,  125.1, 144.0,
2540201407, 091313, 064909,  136.5, 139.0,
2540201405, 091313, 064751,  149.4, 122.0,
2540201403, 091313, 064614,  175.1,  24.0,
2550201421, 100313, 065704,    6.9,  10.0,
2550201419, 100313, 065514,   25.2,  10.0,
2550201417, 100313, 065344,   45.8,  25.0,
2550201416, 100313, 065235,   60.3,  75.0,
2550201414, 100313, 065114,   75.3, 168.0,
2550201413, 100313, 065011,   85.6, 171.0,
2550201411, 100313, 064853,   99.9, 126.0,
2550201410, 100313, 064744,  116.2, 116.0,
2550201408, 100313, 064635,  125.9, 105.0,
2550201407, 100313, 064534,  135.4,  78.0,
2550201405, 100313, 064414,  150.2,  48.0,
2550201403, 100313, 064244,  174.4,  23.0,
2560201421, 102913, 070508,    7.5,   6.0,
2560201419, 102913, 070318,   24.9,   8.0,
2560201417, 102913, 070148,   43.9,  16.0,
2560201416, 102913, 070038,   59.5,  22.0,
2560201414, 102913, 065908,   73.9,  43.0,
2560201413, 102913, 065808,   85.3,  53.0,
2560201411, 102913, 065647,   99.6, 119.0,
2560201410, 102913, 065543,  113.2, 119.0,
2560201408, 102913, 065418,  124.0, 113.0,
2560201407, 102913, 065308,  135.1,  78.0,
2560201405, 102913, 065138,  152.4,  33.0,
2560201403, 102913, 064947,  176.4,  13.0,
2570201422, 112813, 070240,    6.2,   8.0,
2570201419, 112813, 070000,   25.1,  10.0,
2570201417, 112813, 065809,   45.3,  13.0,
2570201414, 112813, 065500,   75.2,  48.0,
2570201413, 112813, 065350,   85.3, 122.0,
2570201411, 112813, 065219,  100.5, 137.0,
2570201410, 112813, 065050,  115.5, 122.0,
2570201408, 112813, 064930,  125.9,  87.0,
2570201407, 112813, 064820,  135.1,  80.0,
2570201405, 112813, 064639,  150.4,  45.0,
2570201403, 112813, 064430,  175.8,  14.0,
2580201421, 122213, 071110,    7.9,   8.0,
2580201419, 122213, 070836,   25.3,   8.0,
2580201417, 122213, 070656,   47.1,  11.0,
2580201416, 122213, 070547,   59.4,  11.0,
2580201414, 122213, 070405,   76.1,  21.0,
2580201413, 122213, 070258,   87.3,  63.0,
2580201411, 122213, 070136,  100.4, 159.0,
2580201410, 122213, 070007,  115.2, 157.0,
2580201408, 122213, 065856,  124.7, 129.0,
2580201407, 122213, 065746,  136.7, 117.0,
2580201405, 122213, 065630,  151.4,  56.0,
2580201403, 122213, 065506,  175.2,  10.0,
2590201422, 011714, 072435,    6.7,   9.0,
2590201419, 011714, 072155,   25.7,  10.0,
2590201417, 011714, 071915,   45.8,  15.0,
2590201416, 011714, 071725,   60.4,  18.0,
2590201414, 011714, 071437,   75.6,  24.0,
2590201413, 011714, 071255,   85.3,  41.0,
2590201411, 011714, 071025,  101.0, 186.0,
2590201410, 011714, 070815,  115.9, 150.0,
2590201408, 011714, 070635,  125.2, 103.0,
2590201407, 011714, 070505,  135.4,  78.0,
2590201405, 011714, 070315,  150.0,  29.0,
2590201403, 011714, 070045,  175.6,  11.0,
2600201323, 021614, 072149,    7.4,   5.0,
2600201320, 021614, 071900,   25.7,   6.0,
2600201318, 021614, 071645,   45.7,  17.0,
2600201317, 021614, 071456,   60.5,  20.0,
2600201314, 021614, 071050,   85.1,  52.0,
2600201312, 021614, 070909,  101.5, 113.0,
2600201311, 021614, 070739,  115.5, 140.0,
2600201309, 021614, 070612,  125.8, 129.0,
2600201305, 021614, 070147,  150.2,  65.0,
2600201303, 021614, 065955,  174.6,   6.0,
2610201421, 030714, 070608,    5.7,   6.0,
2610201419, 030714, 070353,   25.7,   9.0,
2610201417, 030714, 070214,   46.3,  13.0,
2610201416, 030714, 070103,   60.3,  16.0,
2610201414, 030714, 065939,   75.2,  23.0,
2610201413, 030714, 065833,   85.1,  34.0,
2610201411, 030714, 065703,  100.6, 107.0,
2610201410, 030714, 065543,  115.7, 166.0,
2610201408, 030714, 065418,  125.6, 116.0,
2610201407, 030714, 065318,  135.4, 100.0,
2610201405, 030714, 065203,  150.4,  49.0,
2610201403, 030714, 065008,  175.2,  16.0,
2620201422, 041214, 065230,    4.5,   7.0,
2620201420, 041214, 065045,   25.2,   9.0,
2620201418, 041214, 064930,   45.2,  13.0,
2620201417, 041214, 064830,   60.3,  22.0,
2620201415, 041214, 064720,   74.5,  31.0,
2620201414, 041214, 064630,   85.4,  44.0,
2620201412, 041214, 064520,  100.1,  63.0,
2620201411, 041214, 064417,  115.2,  62.0,
2620201409, 041214, 064310,  125.1,  60.0,
2620201408, 041214, 064220,  135.0,  44.0,
2620201406, 041214, 064115,  149.7,  45.0,
2620201404, 041214, 063950,  175.0,  47.0,
2630201321, 060214, 065912,    5.3,   4.0,
2630201319, 060214, 065742,   24.5,   6.0,
2630201317, 060214, 065617,   44.9,   7.0,
2630201316, 060214, 065458,   60.4,  12.0,
2630201314, 060214, 065347,   74.8,  15.0,
2630201313, 060214, 065247,   85.0,  18.0,
2630201311, 060214, 065132,   99.2,  34.0,
2630201310, 060214, 065027,  115.0,  96.0,
2630201308, 060214, 064927,  124.4, 161.0,
2630201307, 060214, 064827,  134.7, 124.0,
2630201305, 060214, 064712,  150.0,  85.0,
2630201303, 060214, 064452,  175.3,  63.0,
2640201421, 070214, 070438,    4.4,   6.0,
2640201419, 070214, 070254,   25.7,   6.0,
2640201417, 070214, 070116,   45.1,  10.0,
2640201416, 070214, 070003,   60.0,  13.0,
2640201414, 070214, 065841,   74.1,  18.0,
2640201413, 070214, 065730,   84.4,  20.0,
2640201411, 070214, 065612,   98.9,  60.0,
2640201410, 070214, 065453,  114.3, 166.0,
2640201408, 070214, 065337,  124.5, 186.0,
2640201407, 070214, 065228,  134.8, 132.0,
2640201405, 070214, 065100,  148.4,  97.0,
2640201403, 070214, 064903,  174.7,  71.0,
2650201423, 091614, 071332,    4.9,   7.0,
2650201420, 091614, 071145,   26.2,   7.0,
2650201418, 091614, 071037,   45.2,  12.0,
2650201417, 091614, 070948,   60.2,  30.0,
2650201415, 091614, 070844,   75.3,  62.0,
2650201414, 091614, 070800,   84.8, 143.0,
2650201413, 091614, 070653,   99.4, 199.0,
2650201411, 091614, 070533,  114.9, 184.0,
2650201409, 091614, 070421,  124.8, 153.0,
2650201408, 091614, 070333,  134.9, 112.0,
2650201406, 091614, 070219,  150.2,  61.0,
2650201404, 091614, 070102,  175.3,  28.0,
2660201422, 101514, 071052,    4.7,   8.0,
2660201420, 101514, 070857,   25.4,   9.0,
2660201418, 101514, 070722,   44.7,  14.0,
2660201417, 101514, 070552,   60.2,  28.0,
2660201415, 101514, 070422,   74.7,  37.0,
2660201412, 101514, 070152,   99.6, 146.0,
2660201411, 101514, 070037,  114.9, 157.0,
2660201409, 101514, 065927,  125.1, 109.0,
2660201408, 101514, 065822,  135.3,  99.0,
2660201406, 101514, 065702,  149.4,  52.0,
2660201404, 101514, 065532,  173.4,  18.0,
2670201421, 112314, 070825,    5.7,  16.0,
2670201419, 112314, 070634,   25.5,  16.0,
2670201417, 112314, 070455,   44.6,  17.0,
2670201416, 112314, 070345,   59.8,  20.0,
2670201414, 112314, 070225,   76.8,  23.0,
2670201413, 112314, 070125,   84.9,  22.0,
2670201411, 112314, 070000,  100.5, 166.0,
2670201410, 112314, 065840,  114.3, 113.0,
2670201408, 112314, 065720,  125.2,  80.0,
2670201407, 112314, 065610,  134.9,  58.0,
2670201405, 112314, 065440,  152.2,  36.0,
2670201403, 112314, 065245,  176.3,  13.0,
2680201322, 121814, 070314,    6.0,  20.0,
2680201319, 121814, 070144,   25.1,  21.0,
2680201317, 121814, 070020,   45.3,  25.0,
2680201316, 121814, 065920,   58.9,  27.0,
2680201314, 121814, 065804,   74.5,  25.0,
2680201313, 121814, 065709,   83.4,  34.0,
2680201311, 121814, 065549,   99.3, 150.0,
2680201310, 121814, 065444,  114.8,  83.0,
2680201308, 121814, 065334,  125.2,  57.0,
2680201307, 121814, 065234,  134.6,  40.0,
2680201305, 121814, 065114,  147.9,  23.0,
2680201303, 121814, 064944,  174.9,   3.0,
2690201421, 022615, 072153,    4.6,  11.0,
2690201419, 022615, 072018,   25.7,  14.0,
2690201417, 022615, 071833,   44.5,  27.0,
2690201416, 022615, 071718,   59.9,  32.0,
2690201414, 022615, 071548,   75.3,  59.0,
2690201413, 022615, 071438,   86.3,  88.0,
2690201411, 022615, 071258,   99.8, 131.0,
2690201410, 022615, 071133,  115.5,  67.0,
2690201408, 022615, 070958,  124.1, 107.0,
2690201407, 022615, 070848,  134.8, 148.0,
2690201405, 022615, 070718,  150.9,  72.0,
2690201403, 022615, 070518,  172.5,  28.0,
2700200521, 033015, 105341,    4.4,   7.0,
2700200519, 033015, 105146,   24.2,   7.0,
2700200517, 033015, 105001,   44.5,  10.0,
2700200516, 033015, 104831,   59.0,  12.0,
2700200514, 033015, 104646,   75.0,  24.0,
2700200513, 033015, 104526,   84.5,  26.0,
2700200511, 033015, 104341,   99.9,  29.0,
2700200510, 033015, 104211,  114.4,  40.0,
2700200508, 033015, 104051,  124.6,  59.0,
2700200507, 033015, 103941,  135.5, 138.0,
2700200505, 033015, 103746,  151.6, 106.0,
2700200503, 033015, 103516,  173.1,  92.0,
2710201421, 042315, 070000,    8.0,   6.0,
2710201419, 042315, 065835,   24.8,   6.0,
2710201417, 042315, 065715,   44.7,   8.0,
2710201416, 042315, 065621,   59.8,   9.0,
2710201414, 042315, 065515,   76.1,  12.0,
2710201413, 042315, 065425,   84.0,  18.0,
2710201411, 042315, 065320,   99.6,  40.0,
2710201410, 042315, 065221,  115.5, 126.0,
2710201408, 042315, 065121,  125.4, 169.0,
2710201407, 042315, 065025,  134.3, 157.0,
2710201405, 042315, 064920,  150.6, 102.0,
2710201403, 042315, 064805,  174.5,  84.0,
2720201521, 052515, 070803,    6.1,   6.0,
2720201519, 052515, 070528,   26.0,   5.0,
2720201517, 052515, 070353,   45.3,   8.0,
2720201516, 052515, 070232,   60.4,  11.0,
2720201514, 052515, 070028,   75.1,  13.0,
2720201513, 052515, 065857,   85.2,  20.0,
2720201511, 052515, 065722,  101.2,  35.0,
2720201510, 052515, 065607,  115.2,  78.0,
2720201508, 052515, 065458,  126.0, 167.0,
2720201507, 052515, 065347,  136.3, 140.0,
2720201505, 052515, 065222,  151.0, 131.0,
2720201503, 052515, 065037,  175.8,  55.0,
2730201521, 062115, 071149,    6.1,   4.0,
2730201519, 062115, 070844,   25.2,   6.0,
2730201517, 062115, 070714,   45.5,  10.0,
2730201516, 062115, 070609,   60.4,  15.0,
2730201514, 062115, 070453,   74.9,  21.0,
2730201513, 062115, 070358,   83.8,  24.0,
2730201511, 062115, 070228,   99.0,  61.0,
2730201510, 062115, 070119,  114.9, 174.0,
2730201508, 062115, 070004,  123.9, 178.0,
2730201507, 062115, 065859,  135.1, 174.0,
2730201505, 062115, 065739,  149.1, 133.0,
2730201503, 062115, 065539,  174.8,  46.0,
2740201524, 072115, 065438,    6.4,   5.0,
2740201521, 072115, 065233,   24.7,   5.0,
2740201520, 072115, 065223,   24.6,   6.0,
2740201518, 072115, 065055,   44.9,  10.0,
2740201517, 072115, 064958,   60.1,  13.0,
2740201515, 072115, 064838,   76.2,  20.0,
2740201514, 072115, 064748,   84.9,  23.0,
2740201513, 072115, 064648,  100.4,  41.0,
2740201512, 072115, 064549,  115.0,  97.0,
2740201510, 072115, 064449,  124.5, 165.0,
2740201509, 072115, 064353,  136.6, 138.0,
2740201506, 072115, 064238,  150.8, 121.0,
2740201505, 072115, 064228,  150.7, 118.0,
2740201504, 072115, 064119,  175.4,  35.0,
2750201424, 081415, 071138,    5.1,   4.0,
2750201421, 081415, 070958,   25.7,   5.0,
2750201420, 081415, 070948,   25.8,   5.0,
2750201418, 081415, 070814,   45.3,  10.0,
2750201417, 081415, 070658,   59.9,  12.0,
2750201415, 081415, 070523,   75.2,  16.0,
2750201414, 081415, 070416,   85.5,  30.0,
2750201413, 081415, 070301,  100.1,  80.0,
2750201412, 081415, 070150,  115.0, 158.0,
2750201410, 081415, 070028,  125.2, 170.0,
2750201409, 081415, 065918,  134.4, 140.0,
2750201406, 081415, 065743,  149.3,  90.0,
2750201405, 081415, 065733,  149.2,  82.0,
2750201403, 081415, 065553,  175.3,  15.0,
2770201424, 101515, 070024,    4.7,   4.0,
2770201421, 101515, 065844,   25.1,   8.0,
2770201420, 101515, 065834,   25.1,   9.0,
2770201418, 101515, 065706,   45.5,   9.0,
2770201417, 101515, 065554,   60.3,  14.0,
2770201415, 101515, 065439,   75.1,  21.0,
2770201414, 101515, 065337,   86.1,  63.0,
2770201413, 101515, 065234,   99.4, 118.0,
2770201410, 101515, 065011,  125.2, 135.0,
2770201409, 101515, 064912,  135.0, 151.0,
2770201406, 101515, 064739,  150.7, 127.0,
2770201405, 101515, 064729,  150.7, 123.0,
2770201403, 101515, 064549,  174.1,  59.0,
