botid, date, time, press, pc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1060200311, 071399, 225059,   24.6,   2.67,
1060200310, 071399, 224943,   45.2,   2.69,
1060200309, 071399, 224818,   75.3,   2.93,
1060200308, 071399, 224703,   99.6,   3.31,
1060200307, 071399, 224543,  124.3,   2.37,
1060200306, 071399, 224423,  149.7,   1.44,
1060200305, 071399, 224304,  174.7,   1.02,
1070200611, 081399, 235355,   25.0,   2.37,
1070200610, 081399, 235241,   44.7,   3.33,
1070200609, 081399, 235115,   75.0,   2.34,
1070200608, 081399, 234956,   99.7,   1.91,
1070200607, 081399, 234841,  124.6,   1.70,
1070200606, 081399, 234723,  150.5,   0.69,
1070200605, 081399, 234606,  175.6,   0.79,
1080200311, 101499, 235729,   24.5,   1.91,
1080200310, 101499, 235625,   44.7,   2.10,
1080200309, 101499, 235509,   74.2,   1.82,
1080200308, 101499, 235354,   98.9,   1.53,
1080200307, 101499, 235229,  124.2,   1.32,
1080200306, 101499, 235114,  149.7,   0.76,
1080200305, 101499, 235004,  174.7,   0.65,
1090200312, 110899, 215250,    4.4,   2.06,
1090200311, 110899, 215149,   23.9,   1.92,
1090200310, 110899, 215034,   43.9,   1.95,
1090200309, 110899, 214920,   73.7,   1.82,
1090200308, 110899, 214820,   99.1,   1.66,
1090200307, 110899, 214704,  125.1,   1.23,
1090200306, 110899, 214535,  149.6,   0.94,
1090200305, 110899, 214420,  176.3,   0.59,
1100200313, 121499, 230104,    5.3,   2.10,
1100200312, 121499, 225809,   24.8,   2.12,
1100200311, 121499, 225708,   44.6,   2.52,
1100200310, 121499, 225548,   75.1,   2.01,
1100200309, 121499, 225428,  100.6,   1.54,
1100200308, 121499, 225308,  125.3,   0.67,
1100200307, 121499, 225148,  150.2,   0.62,
1100200306, 121499, 225028,  174.8,   0.59,
1110200312, 020200, 215156,    4.3,   1.71,
1110200311, 020200, 215012,   24.7,   1.80,
1110200310, 020200, 214907,   44.9,   1.82,
1110200309, 020200, 214756,   74.4,   1.70,
1110200308, 020200, 214643,   98.7,   1.90,
1110200307, 020200, 214531,  123.8,   1.23,
1110200306, 020200, 214428,  149.4,   1.51,
1110200305, 020200, 214300,  174.9,   0.47,
1120200418, 022900, 221901,    4.5,   1.68,
1120200416, 022900, 221731,   25.5,   1.74,
1120200415, 022900, 221621,   44.6,   1.89,
1120200413, 022900, 221446,   76.2,   1.81,
1120200412, 022900, 221331,   98.8,   1.64,
1120200410, 022900, 221201,  124.2,   1.41,
1120200409, 022900, 221055,  149.8,   1.00,
1120200406, 022900, 220930,  175.3,   0.55,
1130200313, 032800, 225213,    5.1,   2.47,
1130200312, 032800, 225058,   25.0,   2.33,
1130200311, 032800, 224943,   45.3,   2.15,
1130200310, 032800, 224813,   74.0,   1.95,
1130200309, 032800, 224643,  100.6,   1.66,
1130200308, 032800, 224523,  125.3,   1.23,
1130200307, 032800, 224358,  149.0,   0.84,
1130200305, 032800, 224238,  173.9,   0.62,
1140200316, 042500, 224945,    4.2,   2.09,
1140200315, 042500, 224830,   24.8,   2.69,
1140200314, 042500, 224725,   45.4,   2.20,
1140200313, 042500, 224619,   75.3,   2.07,
1140200312, 042500, 224514,   99.7,   2.05,
1140200310, 042500, 224314,  149.8,   1.25,
1140200309, 042500, 224200,  174.3,   1.01,
1140200409, 042600, 014515,  124.1,   1.28,
1150200323, 052300, 225132,    4.3,   1.80,
1150200321, 052300, 225017,   24.2,   1.85,
1150200320, 052300, 224922,   43.9,   2.04,
1150200315, 052300, 224712,   74.6,   1.93,
1150200313, 052300, 224557,   99.2,   1.43,
1150200311, 052300, 224422,  124.1,   1.58,
1150200307, 052300, 224222,  148.5,   0.81,
1150200305, 052300, 224007,  175.8,   0.57,
1160200424, 062000, 224735,    3.9,   2.84,
1160200420, 062000, 224530,   29.6,   4.46,
1160200416, 062000, 224325,   44.0,   1.86,
1160200413, 062000, 224150,   74.0,   1.54,
1160200411, 062000, 224034,   99.4,   1.31,
1160200409, 062000, 223925,  123.6,   1.09,
1160200407, 062000, 223820,  149.1,   0.95,
1160200405, 062000, 223705,  174.2,   0.64,
1170200323, 072600, 023600,    3.6,   3.18,
1170200808, 072600, 195404,  124.2,   1.13,
1170200807, 072600, 195234,  148.2,   0.97,
1170200806, 072600, 195109,  175.2,   0.60,
1170201024, 072700, 015326,    4.4,   3.36,
1170201020, 072700, 015140,   14.3,   3.72,
1170201018, 072700, 015020,   24.3,   3.59,
1170201010, 072700, 014531,   59.5,   3.11,
1170201007, 072700, 014229,  104.3,   1.61,
1170201004, 072700, 013941,  150.2,   1.02,
1180200412, 082200, 215155,    5.2,   1.61,
1180200411, 082200, 215040,   25.3,   1.74,
1180200410, 082200, 214940,   44.6,   1.72,
1180200409, 082200, 214810,   74.2,   1.81,
1180200408, 082200, 214656,  100.0,   1.29,
1180200407, 082200, 214529,  125.0,   1.69,
1180200406, 082200, 214327,  149.7,   0.82,
1180200405, 082200, 214156,  175.6,   0.57,
1190200416, 101800, 005953,    4.6,   1.93,
1190200415, 101800, 005843,   24.9,   1.79,
1190200410, 101800, 005704,   45.3,   1.76,
1190200409, 101800, 005603,   74.4,   1.23,
1190200408, 101800, 005453,   99.1,   1.21,
1190200407, 101800, 005353,  124.4,   0.93,
1190200406, 101800, 005253,  148.8,   0.65,
1190200405, 101800, 005143,  175.8,   0.39,
1200200519, 113000, 040611,    4.7,   2.36,
1200200517, 113000, 040427,   24.7,   2.05,
1200200515, 113000, 040257,   44.6,   1.96,
1200200513, 113000, 040057,   74.8,   1.79,
1200200511, 113000, 035911,  100.3,   1.62,
1200200510, 113000, 035743,  125.2,   1.09,
1200200508, 113000, 035452,  174.2,   0.51,
1200200507, 113000, 035326,  199.2,   0.45,
1210200617, 122000, 035534,    4.3,   1.67,
1210200616, 122000, 035352,   23.9,   1.72,
1210200615, 122000, 035219,   44.6,   1.78,
1210200614, 122000, 035040,   74.7,   1.51,
1210200613, 122000, 034859,   98.7,   1.36,
1210200612, 122000, 034731,  124.1,   1.13,
1210200611, 122000, 034424,  150.9,   0.65,
1210200610, 122000, 034242,  175.4,   0.55,
1220201015, 011701, 185631,    3.9,   1.40,
1220201014, 011701, 185532,   24.0,   1.39,
1220201013, 011701, 185432,   43.8,   1.68,
1220201012, 011701, 185332,   73.3,   1.46,
1220201011, 011701, 185227,  100.3,   1.30,
1220201010, 011701, 185132,  122.8,   1.17,
1220201009, 011701, 185027,  149.7,   0.74,
1220201008, 011701, 184932,  174.6,   0.63,
1220201007, 011701, 184832,  199.0,   0.46,
1230200418, 021501, 053329,   24.4,   1.40,
1230200417, 021501, 053230,   44.6,   1.48,
1230200415, 021501, 053109,   74.0,   1.27,
1230200414, 021501, 053004,   99.0,   1.74,
1230200413, 021501, 052849,  125.4,   0.69,
1230200412, 021501, 052739,  148.5,   0.58,
1230200409, 021501, 052604,  174.9,   0.61,
1230200407, 021501, 052435,  199.3,   0.31,
1240200419, 032101, 130658,   75.4,   1.41,
1240200719, 032101, 215045,    3.6,   1.74,
1240200716, 032101, 214915,   24.6,   1.62,
1240200714, 032101, 214739,   43.7,   1.75,
1240200712, 032101, 214614,   74.8,   1.59,
1240200710, 032101, 214454,   99.1,   1.45,
1240200709, 032101, 214340,  123.1,   1.41,
1240200708, 032101, 214244,  149.0,   0.66,
1240200707, 032101, 214144,  173.7,   0.60,
1240200706, 032101, 214040,  199.3,   0.46,
1250200314, 041701, 215121,    3.6,   1.41,
1250200313, 041701, 215010,   23.7,   1.40,
1250200312, 041701, 214903,   43.6,   1.45,
1250200311, 041701, 214745,   73.3,   1.20,
1250200310, 041701, 214630,   98.9,   1.40,
1250200309, 041701, 214514,  125.3,   1.45,
1250200308, 041701, 214347,  149.5,   1.14,
1250200307, 041701, 214239,  173.3,   0.73,
1250200306, 041701, 214124,  198.0,   0.57,
1260200424, 051701, 002710,    4.8,   1.97,
1260200421, 051701, 002455,   24.1,   2.01,
1260200418, 051701, 002305,   44.7,   2.63,
1260200410, 051701, 001710,   99.5,   1.41,
1260200409, 051701, 001545,  124.2,   1.37,
1260200408, 051701, 001426,  149.4,   0.89,
1260200407, 051701, 001315,  175.6,   0.58,
1270200517, 061401, 035359,    3.7,   1.84,
1270200513, 061401, 035203,   23.3,   1.75,
1270200512, 061401, 035043,   44.4,   2.11,
1270200511, 061401, 034914,   73.4,   1.83,
1270200510, 061401, 034756,   98.6,   1.52,
1270200509, 061401, 034633,  124.6,   1.14,
1270200508, 061401, 034507,  147.9,   0.96,
1270200507, 061401, 034345,  174.0,   0.63,
1270200506, 061401, 034216,  198.8,   0.37,
1280200418, 071101, 035026,    4.0,   1.81,
1280200416, 071101, 034911,   24.9,   1.87,
1280200414, 071101, 034756,   44.0,   1.88,
1280200412, 071101, 034626,   74.2,   1.50,
1280200410, 071101, 034500,   98.8,   1.47,
1280200409, 071101, 034355,  124.3,   1.05,
1280200408, 071101, 034245,  149.5,   0.75,
1280200407, 071101, 034121,  174.3,   0.60,
1280200406, 071101, 033957,  199.5,   0.51,
1290201314, 080901, 004532,    4.6,   1.78,
1290201313, 080901, 004412,   25.1,   2.47,
1290201312, 080901, 004304,   44.3,   2.58,
1290201311, 080901, 004141,   74.5,   2.19,
1290201310, 080901, 004026,   99.2,   1.80,
1290201309, 080901, 003909,  124.0,   1.49,
1290201308, 080901, 003802,  149.7,   0.86,
1290201307, 080901, 003700,  174.7,   0.65,
1290201306, 080901, 003547,  199.6,   0.69,
1300200414, 100201, 004646,    4.7,   2.43,
1300200413, 100201, 004536,   25.1,   2.57,
1300200412, 100201, 004436,   44.9,   2.32,
1300200411, 100201, 004326,   75.9,   2.03,
1300200410, 100201, 004221,  100.0,   1.95,
1300200409, 100201, 004121,  125.1,   1.18,
1300200408, 100201, 004006,  149.6,   0.93,
1300200407, 100201, 003906,  174.3,   0.71,
1310200514, 102301, 040431,    5.0,   3.33,
1310200513, 102301, 040246,   26.5,   3.49,
1310200512, 102301, 040116,   45.4,   3.05,
1310200511, 102301, 035931,   75.5,   1.89,
1310200510, 102301, 035801,  100.1,   1.77,
1310200509, 102301, 035616,  124.7,   0.94,
1310200508, 102301, 035421,  150.1,   0.60,
1310200507, 102301, 034901,  174.3,   0.66,
1320200514, 111701, 035320,    3.9,   2.21,
1320200512, 111701, 035031,   43.6,   2.24,
1320200511, 111701, 034901,   74.1,   1.98,
1320200510, 111701, 034731,   98.9,   1.66,
1320200509, 111701, 034601,  125.2,   1.03,
1320200508, 111701, 034406,  150.9,   0.71,
1320200507, 111701, 034246,  172.4,   0.69,
1320200506, 111701, 034116,  199.3,   0.45,
1330200222, 121501, 092610,    4.3,   1.81,
1330200220, 121501, 092425,   26.2,   1.72,
1330200219, 121501, 092300,   44.6,   1.74,
1330200218, 121501, 092125,   75.7,   1.75,
1330200217, 121501, 091945,   99.7,   1.75,
1330200215, 121501, 091755,  125.7,   0.71,
1330200213, 121501, 091611,  149.1,   0.53,
1330200211, 121501, 091411,  176.3,   0.42,
1330200209, 121501, 091225,  199.5,   0.41,
1340200514, 011602, 035049,    4.9,   2.10,
1340200513, 011602, 034854,   23.7,   1.94,
1340200512, 011602, 034727,   45.0,   1.87,
1340200511, 011602, 034529,   74.3,   2.10,
1340200510, 011602, 034349,   98.6,   1.79,
1340200509, 011602, 034239,  125.7,   1.69,
1340200508, 011602, 034119,  150.3,   1.15,
1340200507, 011602, 034004,  173.6,   0.71,
1340200506, 011602, 033834,  199.0,   0.61,
1350200518, 022102, 035446,    4.5,   1.88,
1350200516, 022102, 035311,   24.5,   2.10,
1350200515, 022102, 035206,   44.2,   1.82,
1350200513, 022102, 035006,   75.8,   1.83,
1350200511, 022102, 034815,   98.9,   1.51,
1350200510, 022102, 034651,  123.8,   0.98,
1350200508, 022102, 034501,  149.2,   0.67,
1350200507, 022102, 034326,  175.4,   0.52,
1350200506, 022102, 034151,  198.1,   0.52,
1360200615, 031302, 034957,    4.6,   1.87,
1360200614, 031302, 034828,   24.6,   2.02,
1360200613, 031302, 034815,   44.5,   2.04,
1360200612, 031302, 034811,   74.8,   2.24,
1360200610, 031302, 034519,   99.8,   1.46,
1360200609, 031302, 034353,  124.3,   1.29,
1360200608, 031302, 034225,  148.5,   0.97,
1360200607, 031302, 034034,  173.9,   0.66,
1360200606, 031302, 033739,  199.5,   0.48,
1370200515, 052102, 035456,    4.3,   1.86,
1370200514, 052102, 035332,   25.2,   1.80,
1370200513, 052102, 035211,   44.9,   2.06,
1370200512, 052102, 035036,   75.1,   1.98,
1370200510, 052102, 034751,  124.3,   1.40,
1370200509, 052102, 034626,  150.5,   0.73,
1370200507, 052102, 034432,  174.2,   0.58,
1380200321, 062902, 215038,    4.4,   1.87,
1380200317, 062902, 214848,   24.0,   1.86,
1380200315, 062902, 214718,   44.3,   2.04,
1380200314, 062902, 214559,   74.0,   2.16,
1380200313, 062902, 214438,   99.4,   1.63,
1380200311, 062902, 214313,  123.8,   1.24,
1380200309, 062902, 214143,  149.4,   0.87,
1380200307, 062902, 214018,  174.6,   0.78,
1380200306, 062902, 213902,  199.4,   0.57,
1390200516, 082802, 041610,    5.0,   2.12,
1390200514, 082802, 041435,   24.2,   2.32,
1390200513, 082802, 041255,   45.6,   2.26,
1390200511, 082802, 041025,   74.5,   2.38,
1390200510, 082802, 040835,  100.4,   1.96,
1390200509, 082802, 040645,  123.0,   1.67,
1390200508, 082802, 040415,  149.6,   1.07,
1390200507, 082802, 040151,  174.8,   0.77,
1400200516, 100702, 041006,    5.3,   2.66,
1400200515, 100702, 040801,   25.7,   2.54,
1400200514, 100702, 040601,   44.9,   2.71,
1400200513, 100702, 040317,   75.2,   2.10,
1400200510, 100702, 035842,  101.0,   1.94,
1400200509, 100702, 035611,  126.1,   1.56,
1400200508, 100702, 035411,  151.3,   0.77,
1400200507, 100702, 035206,  177.0,   0.68,
1410200514, 110402, 035144,    4.9,   1.53,
1410200513, 110402, 035029,   24.6,   2.08,
1410200512, 110402, 034930,   44.6,   2.31,
1410200511, 110402, 034819,   75.1,   2.20,
1410200510, 110402, 034719,   99.9,   1.86,
1410200509, 110402, 034619,  125.3,   1.46,
1410200508, 110402, 034519,  150.0,   0.86,
1410200507, 110402, 034419,  175.3,   0.66,
1410200506, 110402, 034319,  199.4,   0.79,
1420200514, 112502, 035622,    4.0,   1.93,
1420200513, 112502, 035452,   24.8,   2.21,
1420200512, 112502, 035316,   44.9,   1.94,
1420200511, 112502, 035112,   74.1,   1.87,
1420200510, 112502, 034931,   99.4,   1.57,
1420200509, 112502, 034737,  124.8,   0.89,
1420200508, 112502, 034601,  149.9,   0.67,
1420200507, 112502, 034421,  174.3,   0.58,
1420200506, 112502, 034231,  199.4,   0.53,
1430200514, 121902, 035116,    4.9,   1.98,
1430200513, 121902, 034951,   24.7,   1.90,
1430200512, 121902, 034821,   43.8,   2.04,
1430200511, 121902, 034656,   76.1,   1.84,
1430200510, 121902, 034536,  100.3,   1.84,
1430200509, 121902, 034416,  124.4,   1.46,
1430200508, 121902, 034301,  150.1,   0.81,
1430200507, 121902, 034136,  174.9,   0.60,
1430200506, 121902, 034011,  199.5,   0.52,
1440200415, 011703, 034929,    4.4,   1.95,
1440200414, 011703, 034824,   25.0,   2.08,
1440200413, 011703, 034724,   43.3,   2.06,
1440200412, 011703, 034614,   73.7,   1.88,
1440200411, 011703, 034459,  101.0,   1.63,
1440200410, 011703, 034344,  125.6,   0.98,
1440200408, 011703, 034229,  147.9,   0.75,
1440200407, 011703, 034114,  174.2,   0.57,
1440200406, 011703, 033959,  199.5,   0.54,
1450200516, 022603, 040514,    4.8,   1.89,
1450200515, 022603, 040344,   24.0,   1.85,
1450200513, 022603, 040119,   45.0,   2.34,
1450200512, 022603, 035945,   73.5,   1.71,
1450200511, 022603, 035809,   98.7,   1.92,
1450200509, 022603, 035414,  125.6,   1.28,
1450200508, 022603, 035214,  148.3,   0.77,
1450200507, 022603, 035040,  173.1,   0.69,
1450200506, 022603, 034904,  199.0,   0.57,
1460200514, 032903, 040920,    8.9,   2.20,
1460200513, 032903, 040741,   25.4,   2.48,
1460200512, 032903, 040540,   44.2,   2.17,
1460200511, 032903, 040341,   74.9,   2.08,
1460200510, 032903, 040125,   99.9,   1.59,
1460200509, 032903, 035855,  123.6,   1.63,
1460200508, 032903, 035642,  148.8,   1.01,
1460200507, 032903, 035441,  175.4,   0.76,
1470200514, 042403, 035828,    4.1,   2.16,
1470200513, 042403, 035707,   24.9,   1.82,
1470200512, 042403, 035558,   44.1,   2.25,
1470200511, 042403, 035417,   74.8,   2.25,
1470200510, 042403, 035237,   99.4,   1.77,
1470200509, 042403, 035127,  124.2,   1.88,
1470200508, 042403, 034957,  148.6,   1.13,
1470200507, 042403, 034837,  173.5,   0.80,
1470200506, 042403, 034713,  199.0,   0.57,
1480200514, 052103, 035504,    4.2,   2.05,
1480200513, 052103, 035329,   24.3,   2.09,
1480200512, 052103, 035159,   43.9,   2.03,
1480200511, 052103, 035029,   74.2,   2.06,
1480200509, 052103, 034724,  124.9,   1.67,
1480200508, 052103, 034544,  149.8,   1.50,
1480200507, 052103, 034419,  174.7,   0.73,
1480200506, 052103, 034239,  199.5,   0.55,
1490200514, 061903, 035700,    5.0,   2.22,
1490200513, 061903, 035545,   25.0,   2.29,
1490200512, 061903, 035430,   45.0,   2.86,
1490200511, 061903, 035320,   74.3,   2.08,
1490200510, 061903, 035215,   99.8,   1.96,
1490200509, 061903, 035100,  125.1,   1.42,
1490200508, 061903, 034945,  149.6,   1.35,
1490200507, 061903, 034830,  174.9,   0.60,
1490200506, 061903, 034715,  199.6,   0.60,
1500200514, 072003, 035037,    4.4,   2.15,
1500200513, 072003, 034937,   24.3,   2.33,
1500200512, 072003, 034838,   44.2,   2.53,
1500200511, 072003, 034722,   74.3,   2.48,
1500200510, 072003, 034622,   99.2,   1.93,
1500200509, 072003, 034507,  124.1,   1.56,
1500200508, 072003, 034407,  149.6,   0.79,
1500200507, 072003, 034252,  175.9,   0.52,
1510200517, 082103, 035547,    4.9,   2.14,
1510200516, 082103, 035436,   24.4,   2.14,
1510200515, 082103, 035321,   44.4,   2.43,
1510200514, 082103, 035151,   74.2,   2.52,
1510200510, 082103, 034907,  100.2,   2.24,
1510200509, 082103, 034717,  124.3,   1.35,
1510200508, 082103, 034611,  149.6,   0.88,
1510200507, 082103, 034501,  175.0,   0.77,
1520200514, 101503, 041900,    4.3,   2.37,
1520200513, 101503, 041725,   23.7,   2.62,
1520200512, 101503, 041600,   44.4,   2.32,
1520200511, 101503, 041420,   75.0,   2.48,
1520200510, 101503, 041300,   99.4,   1.72,
1520200509, 101503, 041135,  125.1,   1.19,
1520200508, 101503, 041010,  150.6,   0.73,
1520200507, 101503, 040835,  175.5,   0.56,
1520200506, 101503, 040705,  199.1,   0.53,
1530200514, 111003, 040250,    5.3,   1.97,
1530200513, 111003, 040100,   25.7,   2.03,
1530200512, 111003, 035830,   45.7,   1.98,
1530200511, 111003, 035550,   76.8,   1.89,
1530200510, 111003, 035335,  101.2,   1.71,
1530200509, 111003, 035150,  125.3,   1.30,
1530200508, 111003, 034945,  150.2,   0.89,
1530200507, 111003, 034805,  174.4,   0.77,
1540200414, 122003, 040311,    4.4,   2.23,
1540200413, 122003, 040239,   23.1,   1.89,
1540200412, 122003, 040039,   45.0,   1.90,
1540200411, 122003, 035823,   75.0,   1.69,
1540200410, 122003, 035637,   99.0,   1.48,
1540200409, 122003, 035449,  124.7,   0.82,
1540200408, 122003, 035309,  148.8,   0.56,
1540200407, 122003, 035140,  167.3,   0.46,
1540200406, 122003, 034945,  198.4,   0.40,
1550200514, 012204, 035701,    4.4,   1.83,
1550200513, 012204, 035545,   23.5,   1.72,
1550200512, 012204, 035430,   43.6,   1.97,
1550200511, 012204, 035305,   73.3,   1.81,
1550200510, 012204, 035140,   99.6,   1.72,
1550200509, 012204, 035025,  123.5,   1.35,
1550200508, 012204, 034900,  148.7,   0.83,
1550200507, 012204, 034745,  173.7,   0.62,
1550200506, 012204, 034620,  197.3,   0.53,
1560200514, 022504, 034517,    4.0,   1.48,
1560200513, 022504, 034411,   23.8,   1.63,
1560200512, 022504, 034307,   44.1,   1.50,
1560200511, 022504, 034156,   74.5,   1.75,
1560200510, 022504, 034051,   99.5,   1.56,
1560200509, 022504, 033936,  125.0,   1.11,
1560200508, 022504, 033831,  147.2,   0.68,
1560200507, 022504, 033721,  173.9,   0.50,
1560200506, 022504, 033611,  199.5,   0.38,
1570200514, 032004, 041051,    3.3,   1.57,
1570200513, 032004, 040906,   25.1,   1.43,
1570200512, 032004, 040732,   43.4,   1.76,
1570200511, 032004, 040537,   76.0,   1.48,
1570200510, 032004, 040341,   99.9,   1.55,
1570200509, 032004, 040201,  124.7,   1.52,
1570200508, 032004, 040016,  148.4,   1.10,
1570200507, 032004, 035836,  173.7,   0.66,
1570200506, 032004, 035642,  199.8,   0.55,
1580200514, 042104, 040221,    4.1,   2.24,
1580200513, 042104, 040041,   24.4,   2.41,
1580200512, 042104, 035907,   44.4,   2.12,
1580200511, 042104, 035721,   74.4,   2.07,
1580200510, 042104, 035541,   99.4,   2.05,
1580200509, 042104, 035411,  124.5,   1.69,
1580200508, 042104, 035241,  148.7,   1.45,
1580200507, 042104, 035112,  174.6,   0.86,
1580200506, 042104, 034912,  198.7,   0.81,
1590200514, 051904, 035102,    4.1,   2.61,
1590200513, 051904, 034942,   23.9,   2.38,
1590200512, 051904, 034843,   43.7,   2.51,
1590200511, 051904, 034658,   73.9,   2.39,
1590200510, 051904, 034523,   98.9,   2.28,
1590200509, 051904, 034358,  124.4,   1.87,
1590200508, 051904, 034233,  150.8,   1.06,
1590200507, 051904, 034123,  174.7,   0.95,
1600200614, 061604, 034718,    4.1,   2.31,
1600200613, 061604, 034557,   24.5,   2.56,
1600200612, 061604, 034453,   43.5,   3.54,
1600200611, 061604, 034342,   73.7,   2.02,
1600200610, 061604, 034222,   99.1,   1.67,
1600200609, 061604, 034122,  123.9,   1.51,
1600200608, 061604, 034012,  149.2,   0.99,
1600200607, 061604, 033912,  174.3,   0.79,
1610200423, 071404, 015234,    4.9,   3.14,
1610200420, 071404, 015043,   24.8,   3.59,
1610200417, 071404, 014834,   43.1,   2.58,
1610200414, 071404, 014653,   74.9,   2.17,
1610200411, 071404, 014503,   99.8,   1.89,
1610200408, 071404, 014304,  125.8,   1.90,
1610200405, 071404, 014113,  149.3,   1.28,
1610200402, 071404, 013913,  174.6,   0.84,
1620200619, 081604, 035832,    4.5,   3.00,
1620200617, 081604, 035520,   45.0,   3.43,
1620200616, 081604, 035335,   75.0,   2.08,
1620200615, 081604, 035157,   99.5,   2.00,
1620200609, 081604, 034852,  123.8,   1.74,
1620200608, 081604, 034622,  150.6,   1.05,
1620200607, 081604, 034437,  174.9,   0.79,
1630200619, 092904, 034951,    5.1,   1.96,
1630200618, 092904, 034840,   25.0,   2.02,
1630200617, 092904, 034710,   44.0,   2.05,
1630200616, 092904, 034550,   75.1,   1.99,
1630200615, 092904, 034420,   99.9,   1.76,
1630200609, 092904, 034210,  124.3,   1.50,
1630200608, 092904, 034050,  149.2,   1.10,
1630200607, 092904, 033930,  174.7,   0.76,
