botid, date, time, press, pbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
2620200120, 041014, 131508,    4.5,  1.516,
2620200117, 041014, 131229,   23.9,  1.551,
2620200114, 041014, 131003,   45.0,  1.532,
2620200111, 041014, 130658,   72.8,  2.253,
2620200108, 041014, 130439,   99.2,  2.190,
2620200105, 041014, 130148,  124.8,  0.928,
2620200104, 041014, 125948,  149.1,  0.644,
2620200103, 041014, 125803,  175.0,  0.326,
2630200721, 060114, 130042,    5.4,  1.662,
2630200717, 060114, 125847,   24.7,  1.979,
2630200714, 060114, 125702,   44.8,  2.116,
2630200711, 060114, 125459,   75.4,  2.261,
2630200708, 060114, 125313,  100.2,  0.961,
2630200705, 060114, 125119,  125.6,  0.523,
2630200704, 060114, 125003,  149.4,  0.166,
2630200703, 060114, 124757,  174.4,  0.010,
2640200121, 063014, 125725,    5.1,  1.831,
2640200118, 063014, 125535,   24.9,  2.042,
2640200115, 063014, 125354,   45.2,  2.317,
2640200112, 063014, 125144,   75.7,  2.430,
2640200109, 063014, 124954,  100.0,  1.970,
2640200105, 063014, 124635,  124.4,  0.736,
2640200104, 063014, 124504,  150.1,  0.147,
2640200103, 063014, 124304,  175.0,  0.051,
2650200120, 091414, 130204,    7.7,  2.250,
2650200117, 091414, 125944,   25.6,  2.675,
2650200114, 091414, 125803,   45.1,  3.049,
2650200111, 091414, 125613,   75.3,  3.555,
2650200108, 091414, 125428,  100.2,  0.950,
2650200105, 091414, 125229,  125.1,  0.373,
2650200104, 091414, 125049,  150.1,  0.195,
2650200103, 091414, 124913,  174.5,  0.049,
2660200120, 101314, 130315,    8.0,  2.245,
2660200117, 101314, 130110,   24.9,  2.557,
2660200114, 101314, 125930,   45.8,  2.728,
2660200111, 101314, 125740,   74.1,  3.001,
2660200108, 101314, 125550,  100.3,  0.829,
2660200105, 101314, 125350,  124.6,  0.191,
2660200104, 101314, 125230,  150.8,  0.074,
2660200103, 101314, 125101,  175.5,  0.020,
2670200120, 112114, 125007,    6.9,  2.568,
2670200117, 112114, 124812,   25.4,  2.798,
2670200114, 112114, 124623,   44.7,  2.615,
2670200111, 112114, 124413,   74.4,  1.596,
2670200108, 112114, 124207,  100.4,  0.802,
2670200105, 112114, 124002,  125.4,  0.234,
2670200104, 112114, 123809,  150.3,  0.084,
2670200103, 112114, 123622,  175.9,  0.035,
2680200120, 121614, 130809,    7.4,  1.896,
2680200117, 121614, 130534,   25.1,  2.057,
2680200114, 121614, 130354,   44.5,  1.930,
2680200111, 121614, 130200,   75.3,  1.952,
2680200108, 121614, 130014,  100.6,  1.023,
2680200105, 121614, 125829,  125.5,  0.254,
2680200104, 121614, 125704,  149.2,  0.070,
2680200103, 121614, 125534,  175.5,  0.013,
