botid, date, time, press, dic, 
#, mmddyy, hhmmss, dbar, umol/kg, 
2140200722, 081909, 074618,    6.0,  1999.8,
2140200719, 081909, 074027,   24.3,  1999.3,
2140200717, 081909, 073737,   45.6,  1999.1,
2140200715, 081909, 073405,   73.7,  2010.7,
2140200712, 081909, 072937,   98.9,  2020.7,
2140200707, 081909, 072101,  153.1,  2039.1,
2150200822, 092509, 071802,    5.3,  2012.0,
2150200819, 092509, 071442,   24.9,  2014.1,
2150200817, 092509, 071142,   44.5,  2007.8,
2150200815, 092509, 070659,   69.1,  2012.6,
2150200812, 092509, 070203,   99.7,  2023.7,
2150200807, 092509, 065402,  149.4,  2054.5,
2160200722, 110409, 072049,    4.8,  1997.4,
2160200719, 110409, 071738,   23.5,  1998.3,
2160200717, 110409, 071423,   45.4,  1997.9,
2160200715, 110409, 071108,   75.3,  2008.2,
2160200712, 110409, 070654,  100.0,  2026.0,
2160200707, 110409, 065854,  150.1,  2046.2,
2170200822, 121009, 071556,    4.8,  2009.3,
2170200819, 121009, 071304,   24.7,  2009.1,
2170200815, 121009, 070724,   75.0,  2023.7,
2170200812, 121009, 070310,  100.5,  2033.4,
2170200807, 121009, 065554,  149.9,  2052.1,
2170200804, 121009, 065139,  200.0,  2057.2,
2190200522, 031010, 183350,    4.7,  2006.0,
2190200519, 031010, 183121,   25.5,  2005.7,
2190200517, 031010, 182852,   45.6,  2006.2,
2190200515, 031010, 182621,   75.3,  2008.9,
2190200512, 031010, 182306,  101.3,  2024.8,
2190200507, 031010, 181706,  150.8,  2052.5,
2200200722, 040710, 070439,    4.8,  2008.2,
2200200719, 040710, 070126,   25.6,  2008.0,
2200200717, 040710, 070027,   45.4,  2006.8,
2200200715, 040710, 065754,   76.6,  2008.9,
2200200712, 040710, 065459,   99.8,  2017.4,
2200200707, 040710, 064950,  151.1,  2048.5,
2210200822, 051910, 070624,    4.2,  2005.4,
2210200819, 051910, 070204,   24.7,  2008.6,
2210200817, 051910, 065955,   45.4,  2009.6,
2210200815, 051910, 065735,   74.5,  2014.2,
2210200812, 051910, 065419,  100.0,  2036.9,
2210200807, 051910, 064855,  150.4,  2037.8,
2220200822, 060910, 070850,    5.6,  2014.2,
2220200819, 060910, 070619,   25.0,  2021.0,
2220200817, 060910, 070404,   45.7,  2023.2,
2220200815, 060910, 070134,   74.1,  2028.9,
2220200812, 060910, 065805,   98.2,  2034.7,
2220200807, 060910, 065150,  146.6,  2040.1,
2230200822, 070910, 090108,    5.7,  1992.1,
2230200819, 070910, 085554,   25.0,  2014.4,
2230200817, 070910, 085208,   44.3,  2017.5,
2230200815, 070910, 084749,   74.4,  2022.4,
2230200812, 070910, 084244,   99.3,  2034.6,
2230200807, 070910, 083344,  149.1,  2045.0,
2240200822, 080810, 072006,    5.7,  1995.9,
2240200819, 080810, 071448,   25.3,  1998.3,
2240200817, 080810, 071241,   45.2,  1999.5,
2240200815, 080810, 070934,   75.5,  2001.6,
2240200812, 080810, 070533,  100.2,  2019.1,
2240200807, 080810, 065858,  150.3,  2039.5,
2250200822, 090410, 103953,    5.4,  1998.3,
2250200819, 090410, 103418,   25.6,  1998.1,
2250200817, 090410, 103034,   45.5,  1998.0,
2250200815, 090410, 102658,   76.0,  2001.4,
2250200812, 090410, 102148,  100.5,  2016.3,
2250200807, 090410, 101333,  150.2,  2043.5,
2260200823, 100410, 071552,    7.5,  1996.8,
2260200819, 100410, 071201,   26.0,  1997.3,
2260200817, 100410, 070911,   45.9,  1997.1,
2260200815, 100410, 070552,   75.3,  2006.1,
2260200807, 100410, 065407,  150.4,  2048.0,
2260200804, 100410, 064906,  199.8,  2050.9,
2270200122, 112110, 063606,    5.2,  1996.6,
2270200119, 112110, 063357,   24.8,  1996.3,
2270200117, 112110, 063159,   44.9,  2001.6,
2270200115, 112110, 062950,   74.8,  2002.1,
2270200112, 112110, 062657,  100.4,  2024.5,
2270200107, 112110, 062142,  150.0,  2047.4,
2290200722, 012911, 070207,    2.4,  2011.7,
2290200719, 012911, 065817,   24.8,  2012.2,
2290200717, 012911, 065538,   44.9,  2014.3,
2290200715, 012911, 065243,   74.6,  2019.8,
2290200712, 012911, 064847,  101.4,  2039.2,
2290200707, 012911, 064228,  150.3,  2052.2,
2300200722, 030111, 070431,    7.8,  1996.2,
2300200719, 030111, 070031,   26.1,  1998.4,
2300200717, 030111, 065737,   45.0,  2005.1,
2300200715, 030111, 065357,   75.4,  2011.4,
2300200712, 030111, 064936,  100.5,  2024.1,
2300200707, 030111, 064107,  150.8,  2055.1,
2310200622, 041211, 091442,    6.8,  1993.1,
2310200619, 041211, 091152,   25.4,  1992.6,
2310200617, 041211, 090912,   44.8,  1994.0,
2310200615, 041211, 090537,   75.5,  1999.6,
2310200612, 041211, 090057,  101.1,  2000.6,
2310200607, 041211, 085332,  150.9,  2031.7,
2320200722, 051011, 073142,    5.6,  2002.4,
2320200719, 051011, 072917,   26.3,  2002.9,
2320200717, 051011, 072717,   44.6,  2004.0,
2320200715, 051011, 072507,   75.3,  2014.8,
2320200712, 051011, 072202,  100.4,  2019.8,
2320200707, 051011, 071657,  150.2,  2030.5,
2330200923, 072011, 105026,    6.1,  1984.2,
2330200919, 072011, 104721,   24.7,  1984.8,
2330200917, 072011, 104441,   44.5,  1984.4,
2330200915, 072011, 104116,   74.8,  1986.6,
2330200912, 072011, 103716,   99.8,  2005.0,
2330200907, 072011, 103036,  149.3,  2033.8,
2330200904, 072011, 102546,  199.5,  2061.4,
2340200423, 083111, 011915,    5.7,  1988.9,
2340200419, 083111, 011525,   24.6,  1989.7,
2340200417, 083111, 011311,   44.6,  1993.9,
2340200415, 083111, 011010,   74.9,  2015.9,
2340200412, 083111, 010625,   99.8,  2035.9,
2340200407, 083111, 010025,  149.4,  2053.1,
2350200222, 092711, 010815,    5.8,  1991.5,
2350200219, 092711, 010414,   25.8,  1994.8,
2350200217, 092711, 010109,   45.6,  1997.9,
2350200215, 092711, 005709,   76.1,  2003.4,
2350200212, 092711, 005240,  100.7,  2011.8,
2350200207, 092711, 004417,  150.4,  2041.3,
2360200722, 110511, 095852,    5.7,  1989.4,
2360200719, 110511, 095617,   24.5,  1988.9,
2360200717, 110511, 095352,   45.5,  1988.8,
2360200715, 110511, 095112,   74.9,  1999.5,
2360200712, 110511, 094837,   99.8,  2022.7,
2360200707, 110511, 094407,  149.8,  2049.2,
2370200422, 112911, 084830,    6.0,  1996.1,
2370200419, 112911, 084633,   24.9,  1995.4,
2370200417, 112911, 084459,   45.5,  1995.6,
2370200415, 112911, 084303,   74.8,  1997.3,
2370200412, 112911, 084020,   99.8,  1998.6,
2370200407, 112911, 083552,  150.2,  2041.4,
2370200404, 112911, 083255,  200.0,  2058.4,
2380200622, 122011, 061318,    5.0,  2005.5,
2380200619, 122011, 060907,   24.6,  2005.5,
2380200617, 122011, 060638,   43.8,  2005.5,
2380200615, 122011, 060347,   73.9,  2006.2,
2380200612, 122011, 060003,   99.5,  2009.7,
2380200607, 122011, 055307,  149.5,  2050.7,
2380200604, 122011, 054803,  199.6,  2060.0,
2390200722, 011912, 065446,    5.5,  2007.7,
2390200719, 011912, 065255,   25.1,  2007.5,
2390200717, 011912, 065121,   44.6,  2007.3,
2390200715, 011912, 064926,   76.1,  2009.7,
2390200712, 011912, 064706,  101.5,  2011.5,
2390200707, 011912, 064306,  151.0,  2041.2,
2390200704, 011912, 063955,  199.4,  2058.6,
2400200422, 032512, 183439,    6.4,  2008.6,
2400200419, 032512, 183110,   25.5,  2008.8,
2400200417, 032512, 182855,   45.2,  2010.1,
2400200415, 032512, 182540,   76.3,  2016.6,
2400200412, 032512, 182242,  102.7,  2020.1,
2400200407, 032512, 181731,  150.4,  2034.4,
2410201223, 050312, 215925,    5.9,  2008.9,
2410201219, 050312, 215638,   23.9,  2009.0,
2410201217, 050312, 215435,   43.9,  2008.4,
2410201215, 050312, 215216,   73.1,  2008.4,
2410201212, 050312, 214842,   98.3,  2011.4,
2410201207, 050312, 214343,  150.8,  2023.8,
2410201204, 050312, 213924,  199.5,  2053.2,
2420201322, 060112, 041458,    4.9,  2005.0,
2420201319, 060112, 041239,   24.4,  2005.5,
2420201317, 060112, 041034,   45.5,  2012.2,
2420201315, 060112, 040824,   74.9,  2017.8,
2420201312, 060112, 040524,   99.7,  2019.8,
2420201307, 060112, 040001,  148.5,  2032.1,
2430200822, 062712, 162419,    5.7,  2013.1,
2430200819, 062712, 162214,   25.6,  2012.4,
2430200817, 062712, 162019,   45.2,  2013.3,
2430200815, 062712, 161819,   74.8,  2013.7,
2430200812, 062712, 161549,   99.8,  2023.4,
2430200807, 062712, 161129,  150.3,  2046.7,
2430200804, 062712, 160819,  199.7,  2056.6,
2440200722, 080112, 065902,   10.5,  2007.7,
2440200719, 080112, 065632,   25.8,  2008.0,
2440200717, 080112, 065357,   45.4,  2010.5,
2440200715, 080112, 065132,   75.1,  2020.2,
2440200712, 080112, 064817,  100.4,  2033.5,
2440200707, 080112, 064216,  150.2,  2052.8,
2440200704, 080112, 063804,  200.0,  2050.5,
2450200622, 081812, 065730,    4.9,  1999.6,
2450200619, 081812, 065500,   25.4,  2000.4,
2450200617, 081812, 065310,   45.3,  2010.3,
2450200615, 081812, 065109,   75.0,  2017.7,
2450200612, 081812, 064926,  100.0,  2021.8,
2450200607, 081812, 064424,  150.1,  2042.9,
2460200622, 091512, 070559,    5.7,  1997.8,
2460200619, 091512, 070340,   25.5,  1999.7,
2460200617, 091512, 070210,   44.7,  1998.2,
2460200615, 091512, 070020,   75.4,  2010.7,
2460200612, 091512, 065809,  100.2,  2033.8,
2460200607, 091512, 065355,  150.7,  2050.2,
2470200622, 100812, 074841,    4.5,  2000.1,
2470200619, 100812, 074631,   25.5,  2001.6,
2470200617, 100812, 074441,   45.5,  2001.5,
2470200615, 100812, 074231,   75.3,  2007.5,
2470200612, 100812, 073951,  100.2,  2021.6,
2470200607, 100812, 073511,  149.9,  2042.0,
2480200622, 120412, 083046,    7.0,  2015.4,
2480200619, 120412, 082722,   26.5,  2012.2,
2480200617, 120412, 082502,   46.9,  2013.7,
2480200615, 120412, 082232,   75.9,  2013.1,
2480200612, 120412, 081921,  101.1,  2025.0,
2480200607, 120412, 081323,  150.7,  2041.6,
2490200622, 021313, 071338,    7.3,  2019.5,
2490200619, 021313, 070849,   25.5,  2019.8,
2490200617, 021313, 070627,   45.7,  2024.8,
2490200615, 021313, 070327,   75.9,  2023.8,
2490200612, 021313, 070007,  100.3,  2022.9,
2490200607, 021313, 065447,  150.2,  2032.2,
2500200722, 030713, 071737,    8.7,  2024.5,
2500200719, 030713, 071427,   23.8,  2024.5,
2500200717, 030713, 071237,   45.2,  2026.3,
2500200715, 030713, 071037,   75.2,  2023.8,
2500200712, 030713, 070757,   99.9,  2024.6,
2500200707, 030713, 070308,  149.7,  2031.5,
2500200704, 030713, 065938,  199.6,  2048.8,
2510200622, 040613, 071006,    5.3,  2029.0,
2510200619, 040613, 070716,   25.3,  2027.6,
2510200617, 040613, 070436,   45.5,  2025.0,
2510200615, 040613, 070126,   75.5,  2023.5,
2510200612, 040613, 065735,  100.1,  2032.2,
2510200607, 040613, 065137,  150.7,  2029.5,
2520200722, 051813, 071938,    8.8,  1995.5,
2520200719, 051813, 071629,   25.7,  1995.1,
2520200717, 051813, 071428,   44.4,  2003.9,
2520200715, 051813, 071219,   74.6,  2022.5,
2520200712, 051813, 070948,  100.1,  2032.5,
2520200707, 051813, 070458,  150.1,  2034.3,
2530200722, 062613, 071750,    7.2,  2007.8,
2530200719, 062613, 071449,   24.9,  2007.9,
2530200717, 062613, 071239,   45.2,  2009.6,
2530200715, 062613, 070959,   75.5,  2026.0,
2530200712, 062613, 070709,  100.0,  2034.3,
2530200707, 062613, 070149,  150.8,  2057.1,
2530200704, 062613, 065800,  199.9,  2065.6,
2540200622, 091213, 070930,    7.4,  2009.3,
2540200619, 091213, 070540,   26.9,  2009.0,
2540200617, 091213, 070344,   46.3,  2008.7,
2540200615, 091213, 070125,   75.1,  2012.5,
2540200612, 091213, 065825,  100.6,  2025.4,
2540200607, 091213, 065310,  150.3,  2048.7,
2550200320, 100113, 222207,  149.0,  2040.3,
2550200619, 100213, 065853,   26.2,  1999.0,
2550200617, 100213, 065712,   45.4,  2001.3,
2550200615, 100213, 065502,   76.7,  2013.7,
2550200612, 100213, 065223,  101.5,  2030.1,
2550200607, 100213, 064753,  150.5,  2045.9,
2560200622, 102813, 070946,    6.5,  1999.0,
2560200619, 102813, 070656,   25.4,  1998.6,
2560200617, 102813, 070445,   45.0,  1998.6,
2560200615, 102813, 070236,   75.0,  2018.2,
2560200612, 102813, 065945,  100.2,  2033.2,
2560200607, 102813, 065446,  150.2,  2054.5,
2560200604, 102813, 065116,  199.9,  2057.7,
2570200623, 112713, 072318,    6.0,  2008.8,
2570200619, 112713, 071928,   24.2,  2009.5,
2570200617, 112713, 071648,   45.0,  2010.4,
2570200615, 112713, 071338,   74.8,  2011.2,
2570200612, 112713, 070908,  100.1,  2028.3,
2570200607, 112713, 070238,  149.9,  2049.0,
2580200623, 122113, 071840,    6.7,  2007.8,
2580200619, 122113, 071441,   25.2,  2008.0,
2580200617, 122113, 071245,   45.6,  2008.0,
2580200615, 122113, 071017,   75.2,  2012.5,
2580200612, 122113, 070725,  100.6,  2034.7,
2580200607, 122113, 070205,  149.3,  2051.8,
2590200623, 011614, 073433,    6.5,  2017.9,
2590200619, 011614, 073133,   25.2,  2018.0,
2590200617, 011614, 072854,   45.8,  2018.9,
2590200615, 011614, 072543,   75.3,  2018.6,
2590200612, 011614, 072213,  100.9,  2033.2,
2590200607, 011614, 071613,  150.2,  2051.7,
2600200623, 021514, 091648,    6.2,  2018.1,
2600200619, 021514, 091248,   25.0,  2018.1,
2600200617, 021514, 090948,   45.1,  2018.2,
2600200615, 021514, 090638,   75.8,  2021.6,
2600200612, 021514, 090306,  100.4,  2030.7,
2600200607, 021514, 085619,  150.7,  2051.7,
2600200604, 021514, 085120,  199.8,  2064.7,
2610200623, 030614, 071457,    7.5,  2003.4,
2610200619, 030614, 071202,   26.1,  2010.1,
2610200617, 030614, 070957,   45.6,  2015.9,
2610200612, 030614, 070453,  100.6,  2030.4,
2610200607, 030614, 065952,  150.6,  2051.9,
2610200604, 030614, 065623,  199.8,  2064.3,
2620200623, 041114, 070940,    4.9,  2013.5,
2620200619, 041114, 070649,   25.3,  2014.3,
2620200617, 041114, 070459,   44.7,  2015.3,
2620200615, 041114, 070234,   75.1,  2020.3,
2620200612, 041114, 065929,   99.8,  2025.2,
2620200607, 041114, 065414,  150.1,  2027.3,
2630200523, 060114, 070217,    4.8,  2003.5,
2630200519, 060114, 065951,   25.6,  2008.5,
2630200517, 060114, 065756,   44.6,  2021.0,
2630200515, 060114, 065536,   75.0,  2020.8,
2630200512, 060114, 065246,   99.3,  2025.4,
2630200507, 060114, 064656,  149.9,  2042.2,
2640200623, 070114, 071958,    5.3,  2003.2,
2640200619, 070114, 071708,   24.8,  2005.9,
2640200617, 070114, 071443,   45.3,  2016.8,
2640200615, 070114, 071208,   75.5,  2022.0,
2640200612, 070114, 070903,   99.6,  2025.9,
2640200607, 070114, 070332,  148.9,  2040.7,
2640200604, 070114, 065933,  199.8,  2059.0,
2650200623, 091514, 071751,    5.3,  1981.0,
2650200619, 091514, 071512,   24.7,  1980.6,
2650200617, 091514, 071307,   44.5,  1983.4,
2650200615, 091514, 071045,   75.5,  2000.4,
2650200612, 091514, 070746,  100.4,  2022.0,
2650200607, 091514, 070232,  150.0,  2053.2,
2660200319, 101314, 220920,  193.1,  2063.2,
2660200623, 101414, 071924,    5.6,  1979.4,
2660200619, 101414, 071714,   24.4,  1979.8,
2660200617, 101414, 071514,   44.6,  1979.5,
2660200615, 101414, 071254,   75.2,  2003.0,
2660200612, 101414, 071004,  100.1,  2020.4,
2660200607, 101414, 070449,  151.6,  2046.2,
2670200623, 112214, 071138,    5.0,  1995.9,
2670200619, 112214, 070908,   25.4,  1995.7,
2670200617, 112214, 070658,   43.8,  1996.2,
2670200615, 112214, 070418,   75.2,  2004.7,
2670200612, 112214, 070118,  100.0,  2031.9,
2670200607, 112214, 065551,  150.6,  2053.5,
2680200623, 121714, 103137,    7.8,  2007.9,
2680200619, 121714, 102739,   26.3,  2007.8,
2680200617, 121714, 102448,   45.3,  2007.7,
2680200615, 121714, 102143,   75.5,  2008.3,
2680200612, 121714, 101743,  100.3,  2008.6,
2680200607, 121714, 101033,  150.7,  2049.9,
2680200604, 121714, 100434,  199.8,  2061.8,
2690200623, 022515, 073446,    4.8,  2005.0,
2690200619, 022515, 073201,   25.0,  2011.9,
2690200617, 022515, 072916,   45.0,  2017.1,
2690200615, 022515, 072641,   74.8,  2020.7,
2690200612, 022515, 072306,  100.6,  2022.3,
2690200607, 022515, 071641,  150.2,  2031.4,
2700200623, 033015, 125737,    4.5,  2013.4,
2700200619, 033015, 125441,   24.6,  2013.3,
2700200617, 033015, 125221,   45.0,  2011.9,
2700200615, 033015, 124936,   74.8,  2012.0,
2700200612, 033015, 124601,   98.9,  2013.7,
2700200607, 033015, 123956,  152.1,  2031.9,
2700200604, 033015, 123536,  198.2,  2051.2,
2710200622, 042215, 082405,    6.0,  1997.1,
2710200619, 042215, 082214,   24.0,  2000.9,
2710200617, 042215, 082035,   44.7,  2008.8,
2710200615, 042215, 081840,   75.2,  2025.1,
2710200612, 042215, 081634,   98.9,  2033.6,
2710200607, 042215, 081235,  149.0,  2048.1,
2720200722, 052415, 070942,    4.4,  2006.3,
2720200719, 052415, 070751,   24.7,  2005.9,
2720200717, 052415, 070616,   43.6,  2006.8,
2720200715, 052415, 070426,   75.1,  2006.2,
2720200712, 052415, 070211,   99.9,  2013.3,
2720200707, 052415, 065751,  149.8,  2026.1,
2720200704, 052415, 065506,  199.7,  2046.8,
2730200722, 062015, 072322,    6.4,  1995.2,
2730200719, 062015, 072028,   24.1,  1995.3,
2730200717, 062015, 071823,   44.0,  1994.7,
2730200715, 062015, 071607,   74.7,  2004.3,
2730200712, 062015, 071249,  100.9,  2011.5,
2730200707, 062015, 070648,  149.9,  2033.2,
2730200704, 062015, 070229,  199.4,  2047.3,
2740200722, 072015, 070452,    6.1,  1995.5,
2740200719, 072015, 070212,   25.7,  1997.3,
2740200717, 072015, 070022,   44.6,  2007.8,
2740200715, 072015, 065822,   75.7,  2023.7,
2740200712, 072015, 065536,   99.3,  2037.3,
2740200707, 072015, 065127,  150.3,  2054.4,
2740200704, 072015, 064822,  199.9,  2061.6,
2750200622, 081315, 070720,    4.6,  2001.8,
2750200619, 081315, 070441,   25.5,  2002.1,
2750200617, 081315, 070226,   46.2,  2016.4,
2750200615, 081315, 070006,   75.3,  2030.9,
2750200612, 081315, 065656,  100.2,  2037.3,
2750200607, 081315, 065121,  149.4,  2065.5,
2750200604, 081315, 064746,  199.7,  2068.3,
2770200622, 101415, 065216,    5.7,  1996.8,
2770200619, 101415, 064954,   25.1,  1998.1,
2770200617, 101415, 064801,   45.0,  1999.4,
2770200615, 101415, 064556,   75.1,  2021.4,
2770200612, 101415, 064311,  100.0,  2034.7,
2770200607, 101415, 063811,  149.6,  2053.2,
2780200522, 111415, 072027,    4.8,  1994.4,
2780200519, 111415, 071710,   24.8,  1994.6,
2780200517, 111415, 071436,   44.2,  1995.0,
2780200515, 111415, 071153,   74.9,  2001.9,
2780200512, 111415, 070810,  100.7,  2033.0,
2780200507, 111415, 070207,  150.0,  2051.8,
2790200622, 120915, 070430,    4.9,  1982.9,
2790200619, 120915, 070141,   24.9,  1982.7,
2790200617, 120915, 065936,   44.8,  1984.7,
2790200615, 120915, 065708,   74.6,  1995.7,
2790200612, 120915, 065408,  100.5,  2014.6,
2790200607, 120915, 064841,  149.8,  2051.7,
