botid, date, time, press, alk, 
#, mmddyy, hhmmss, dbar, ueq/kg, 
2370200422, 112911, 084830,    6.0,  2318,
2370200419, 112911, 084633,   24.9,  2317,
2370200417, 112911, 084459,   45.5,  2320,
2370200415, 112911, 084303,   74.8,  2317,
2370200412, 112911, 084020,   99.8,  2321,
2370200407, 112911, 083552,  150.2,  2334,
2370200404, 112911, 083255,  200.0,  2301,
2380200622, 122011, 061318,    5.0,  2325,
2380200619, 122011, 060907,   24.6,  2320,
2380200617, 122011, 060638,   43.8,  2326,
2380200615, 122011, 060347,   73.9,  2323,
2380200612, 122011, 060003,   99.5,  2322,
2380200607, 122011, 055307,  149.5,  2316,
2380200604, 122011, 054803,  199.6,  2280,
2390200722, 011912, 065446,    5.5,  2326,
2390200719, 011912, 065255,   25.1,  2324,
2390200717, 011912, 065121,   44.6,  2322,
2390200715, 011912, 064926,   76.1,  2322,
2390200712, 011912, 064706,  101.5,  2331,
2390200707, 011912, 064306,  151.0,  2320,
2390200704, 011912, 063955,  199.4,  2309,
2400200422, 032512, 183439,    6.4,  2322,
2400200419, 032512, 183110,   25.5,  2323,
2400200417, 032512, 182855,   45.2,  2320,
2400200415, 032512, 182540,   76.3,  2328,
2400200412, 032512, 182242,  102.7,  2331,
2400200407, 032512, 181731,  150.4,  2326,
2410201223, 050312, 215925,    5.9,  2318,
2410201219, 050312, 215638,   23.9,  2319,
2410201217, 050312, 215435,   43.9,  2319,
2410201215, 050312, 215216,   73.1,  2317,
2410201212, 050312, 214842,   98.3,  2318,
2410201207, 050312, 214343,  150.8,  2327,
2410201204, 050312, 213924,  199.5,  2314,
2420201322, 060112, 041458,    4.9,  2316,
2420201319, 060112, 041239,   24.4,  2320,
2420201317, 060112, 041034,   45.5,  2327,
2420201315, 060112, 040824,   74.9,  2332,
2420201312, 060112, 040524,   99.7,  2330,
2420201307, 060112, 040001,  148.5,  2328,
2430200822, 062712, 162419,    5.7,  2325,
2430200819, 062712, 162214,   25.6,  2323,
2430200817, 062712, 162019,   45.2,  2323,
2430200815, 062712, 161819,   74.8,  2323,
2430200812, 062712, 161549,   99.8,  2326,
2430200807, 062712, 161129,  150.3,  2322,
2430200804, 062712, 160819,  199.7,  2294,
2440200722, 080112, 065902,   10.5,  2318,
2440200717, 080112, 065357,   45.4,  2325,
2440200715, 080112, 065132,   75.1,  2330,
2440200712, 080112, 064817,  100.4,  2331,
2440200707, 080112, 064216,  150.2,  2330,
2440200704, 080112, 063804,  200.0,  2311,
2450200622, 081812, 065730,    4.9,  2307,
2450200619, 081812, 065500,   25.4,  2309,
2450200617, 081812, 065310,   45.3,  2325,
2450200615, 081812, 065109,   75.0,  2331,
2450200612, 081812, 064926,  100.0,  2332,
2450200607, 081812, 064424,  150.1,  2330,
2460200622, 091512, 070559,    5.7,  2307,
2460200619, 091512, 070340,   25.5,  2305,
2460200617, 091512, 070210,   44.7,  2311,
2460200615, 091512, 070020,   75.4,  2315,
2460200612, 091512, 065809,  100.2,  2321,
2460200607, 091512, 065355,  150.7,  2328,
2470200622, 100812, 074841,    4.5,  2316,
2470200619, 100812, 074631,   25.5,  2318,
2470200617, 100812, 074441,   45.5,  2318,
2470200615, 100812, 074231,   75.3,  2326,
2470200612, 100812, 073951,  100.2,  2331,
2470200607, 100812, 073511,  149.9,  2336,
2480200622, 120412, 083046,    7.0,  2334,
2480200619, 120412, 082722,   26.5,  2332,
2480200617, 120412, 082502,   46.9,  2332,
2480200615, 120412, 082232,   75.9,  2334,
2480200612, 120412, 081921,  101.1,  2330,
2480200607, 120412, 081323,  150.7,  2324,
2490200622, 021313, 071338,    7.3,  2331,
2490200619, 021313, 070849,   25.5,  2331,
2490200617, 021313, 070627,   45.7,  2334,
2490200615, 021313, 070327,   75.9,  2329,
2490200612, 021313, 070007,  100.3,  2334,
2490200607, 021313, 065447,  150.2,  2332,
2500200722, 030713, 071737,    8.7,  2333,
2500200719, 030713, 071427,   23.8,  2335,
2500200717, 030713, 071237,   45.2,  2336,
2500200715, 030713, 071037,   75.2,  2339,
2500200712, 030713, 070757,   99.9,  2334,
2500200707, 030713, 070308,  149.7,  2319,
2500200704, 030713, 065938,  199.6,  2297,
2510200622, 040613, 071006,    5.3,  2337,
2510200619, 040613, 070716,   25.3,  2337,
2510200617, 040613, 070436,   45.5,  2338,
2510200615, 040613, 070126,   75.5,  2336,
2510200612, 040613, 065735,  100.1,  2333,
2510200607, 040613, 065137,  150.7,  2333,
2520200419, 051713, 231446,  187.1,  2323,
2520200722, 051813, 071938,    8.8,  2301,
2520200719, 051813, 071629,   25.7,  2302,
2520200717, 051813, 071428,   44.4,  2311,
2520200715, 051813, 071219,   74.6,  2322,
2520200712, 051813, 070948,  100.1,  2328,
2520200707, 051813, 070458,  150.1,  2329,
2530200722, 062613, 071750,    7.2,  2321,
2530200719, 062613, 071449,   24.9,  2321,
2530200717, 062613, 071239,   45.2,  2321,
2530200715, 062613, 070959,   75.5,  2326,
2530200712, 062613, 070709,  100.0,  2329,
2530200707, 062613, 070149,  150.8,  2321,
2530200704, 062613, 065800,  199.9,  2303,
2540200622, 091213, 070930,    7.4,  2336,
2540200619, 091213, 070540,   26.9,  2338,
2540200617, 091213, 070344,   46.3,  2334,
2540200615, 091213, 070125,   75.1,  2328,
2540200612, 091213, 065825,  100.6,  2327,
2540200607, 091213, 065310,  150.3,  2324,
2550200320, 100113, 222207,  149.0,  2311,
2550200622, 100213, 070152,    7.5,  2323,
2550200619, 100213, 065853,   26.2,  2333,
2550200617, 100213, 065712,   45.4,  2330,
2550200615, 100213, 065502,   76.7,  2326,
2550200612, 100213, 065223,  101.5,  2323,
2550200607, 100213, 064753,  150.5,  2319,
2560200622, 102813, 070946,    6.5,  2323,
2560200619, 102813, 070656,   25.4,  2323,
2560200617, 102813, 070445,   45.0,  2322,
2560200615, 102813, 070236,   75.0,  2324,
2560200612, 102813, 065945,  100.2,  2331,
2560200607, 102813, 065446,  150.2,  2339,
2560200604, 102813, 065116,  199.9,  2329,
2570200623, 112713, 072318,    6.0,  2338,
2570200619, 112713, 071928,   24.2,  2339,
2570200617, 112713, 071648,   45.0,  2338,
2570200615, 112713, 071338,   74.8,  2335,
2570200612, 112713, 070908,  100.1,  2329,
2570200607, 112713, 070238,  149.9,  2329,
2580200623, 122113, 071840,    6.7,  2336,
2580200619, 122113, 071441,   25.2,  2339,
2580200617, 122113, 071245,   45.6,  2339,
2580200615, 122113, 071017,   75.2,  2338,
2580200612, 122113, 070725,  100.6,  2324,
2580200607, 122113, 070205,  149.3,  2320,
2590200623, 011614, 073433,    6.5,  2335,
2590200619, 011614, 073133,   25.2,  2345,
2590200617, 011614, 072854,   45.8,  2336,
2590200615, 011614, 072543,   75.3,  2340,
2590200607, 011614, 071613,  150.2,  2329,
2600200623, 021514, 091648,    6.2,  2336,
2600200619, 021514, 091248,   25.0,  2337,
2600200615, 021514, 090638,   75.8,  2340,
2600200612, 021514, 090306,  100.4,  2334,
2600200607, 021514, 085619,  150.7,  2310,
2600200604, 021514, 085120,  199.8,  2286,
2610200623, 030614, 071457,    7.5,  2321,
2610200619, 030614, 071202,   26.1,  2328,
2610200617, 030614, 070957,   45.6,  2335,
2610200612, 030614, 070453,  100.6,  2334,
2610200607, 030614, 065952,  150.6,  2327,
2610200604, 030614, 065623,  199.8,  2306,
2620200623, 041114, 070940,    4.9,  2328,
2620200619, 041114, 070649,   25.3,  2330,
2620200617, 041114, 070459,   44.7,  2331,
2620200615, 041114, 070234,   75.1,  2336,
2620200612, 041114, 065929,   99.8,  2338,
2620200607, 041114, 065414,  150.1,  2337,
2630200523, 060114, 070217,    4.8,  2326,
2630200519, 060114, 065951,   25.6,  2332,
2630200517, 060114, 065756,   44.6,  2343,
2630200515, 060114, 065536,   75.0,  2339,
2630200512, 060114, 065246,   99.3,  2335,
2630200507, 060114, 064656,  149.9,  2325,
2640200623, 070114, 071958,    5.3,  2323,
2640200619, 070114, 071708,   24.8,  2325,
2640200617, 070114, 071443,   45.3,  2334,
2640200615, 070114, 071208,   75.5,  2331,
2640200612, 070114, 070903,   99.6,  2333,
2640200607, 070114, 070332,  148.9,  2320,
2650200623, 091514, 071751,    5.3,  2300,
2650200619, 091514, 071512,   24.7,  2299,
2650200617, 091514, 071307,   44.5,  2304,
2650200615, 091514, 071045,   75.5,  2317,
2650200612, 091514, 070746,  100.4,  2323,
2650200607, 091514, 070232,  150.0,  2319,
2660200319, 101314, 220920,  193.1,  2306,
2660200623, 101414, 071924,    5.6,  2308,
2660200619, 101414, 071714,   24.4,  2307,
2660200617, 101414, 071514,   44.6,  2306,
2660200615, 101414, 071254,   75.2,  2312,
2660200612, 101414, 071004,  100.1,  2323,
2660200607, 101414, 070449,  151.6,  2321,
2670200623, 112214, 071138,    5.0,  2325,
2670200619, 112214, 070908,   25.4,  2331,
2670200617, 112214, 070658,   43.8,  2326,
2670200615, 112214, 070418,   75.2,  2326,
2670200612, 112214, 070118,  100.0,  2327,
2670200607, 112214, 065551,  150.6,  2310,
2680200623, 121714, 103137,    7.8,  2327,
2680200619, 121714, 102739,   26.3,  2328,
2680200617, 121714, 102448,   45.3,  2328,
2680200615, 121714, 102143,   75.5,  2328,
2680200612, 121714, 101743,  100.3,  2328,
2680200607, 121714, 101033,  150.7,  2322,
2680200604, 121714, 100434,  199.8,  2307,
2690200623, 022515, 073446,    4.8,  2320,
2690200619, 022515, 073201,   25.0,  2327,
2690200617, 022515, 072916,   45.0,  2332,
2690200615, 022515, 072641,   74.8,  2331,
2690200612, 022515, 072306,  100.6,  2335,
2690200607, 022515, 071641,  150.2,  2334,
2690200604, 022515, 071211,  199.7,  2312,
2700200623, 033015, 125737,    4.5,  2325,
2700200619, 033015, 125441,   24.6,  2325,
2700200617, 033015, 125221,   45.0,  2321,
2700200615, 033015, 124936,   74.8,  2321,
2700200612, 033015, 124601,   98.9,  2323,
2700200607, 033015, 123956,  152.1,  2327,
2700200604, 033015, 123536,  198.2,  2322,
2710200622, 042215, 082405,    6.0,  2318,
2710200619, 042215, 082214,   24.0,  2317,
2710200617, 042215, 082035,   44.7,  2324,
2710200615, 042215, 081840,   75.2,  2332,
2710200612, 042215, 081634,   98.9,  2335,
2710200607, 042215, 081235,  149.0,  2327,
2720200722, 052415, 070942,    4.4,  2324,
2720200719, 052415, 070751,   24.7,  2324,
2720200717, 052415, 070616,   43.6,  2323,
2720200715, 052415, 070426,   75.1,  2324,
2720200712, 052415, 070211,   99.9,  2329,
2720200707, 052415, 065751,  149.8,  2332,
2720200704, 052415, 065506,  199.7,  2329,
2730200722, 062015, 072322,    6.4,  2310,
2730200719, 062015, 072028,   24.1,  2308,
2730200717, 062015, 071823,   44.0,  2309,
2730200715, 062015, 071607,   74.7,  2320,
2730200712, 062015, 071249,  100.9,  2325,
2730200707, 062015, 070648,  149.9,  2326,
2730200704, 062015, 070229,  199.4,  2326,
2740200722, 072015, 070452,    6.1,  2313,
2740200719, 072015, 070212,   25.7,  2312,
2740200717, 072015, 070022,   44.6,  2319,
2740200715, 072015, 065822,   75.7,  2321,
2740200712, 072015, 065536,   99.3,  2322,
2740200707, 072015, 065127,  150.3,  2314,
2740200704, 072015, 064822,  199.9,  2296,
2750200622, 081315, 070720,    4.6,  2331,
2750200619, 081315, 070441,   25.5,  2332,
2750200617, 081315, 070226,   46.2,  2334,
2750200615, 081315, 070006,   75.3,  2323,
2750200612, 081315, 065656,  100.2,  2319,
2750200607, 081315, 065121,  149.4,  2290,
2750200604, 081315, 064746,  199.7,  2269,
2770200622, 101415, 065216,    5.7,  2320,
2770200619, 101415, 064954,   25.1,  2326,
2770200617, 101415, 064801,   45.0,  2328,
2770200615, 101415, 064556,   75.1,  2328,
2770200612, 101415, 064311,  100.0,  2331,
2770200607, 101415, 063811,  149.6,  2305,
2780200522, 111415, 072027,    4.8,  2320,
2780200519, 111415, 071710,   24.8,  2318,
2780200517, 111415, 071436,   44.2,  2317,
2780200515, 111415, 071153,   74.9,  2320,
2780200512, 111415, 070810,  100.7,  2325,
2780200507, 111415, 070207,  150.0,  2304,
2790200622, 120915, 070430,    4.9,  2307,
2790200619, 120915, 070141,   24.9,  2305,
2790200617, 120915, 065936,   44.8,  2305,
2790200615, 120915, 065708,   74.6,  2319,
2790200612, 120915, 065408,  100.5,  2330,
2790200607, 120915, 064841,  149.8,  2315,
