botid, date, time, press, lln, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
1970200818, 120207, 112255,   35.4,    2.5,
1970200817, 120207, 112131,   44.5,    2.1,
1970200816, 120207, 112010,   60.4,    1.6,
1970200815, 120207, 111850,   74.7,    1.7,
1970200814, 120207, 111740,   84.5,    3.0,
1970200813, 120207, 111630,   90.4,    1.7,
1970200812, 120207, 111505,  100.2,   13.4,
1970200811, 120207, 111350,  110.9,  280.9,
1970200810, 120207, 111253,  115.2,  474.4,
1970200809, 120207, 111130,  124.9,  799.2,
1970200808, 120207, 111018,  131.3, 1239.1,
1970200807, 120207, 110844,  150.9, 2072.2,
1970200806, 120207, 110725,  164.7,  943.9,
1970200805, 120207, 110605,  175.8, 1200.5,
1980200922, 122107, 102625,    7.5,    2.1,
1980200921, 122107, 102519,   15.2,    1.4,
1980200919, 122107, 102300,   25.4,    1.5,
1980200918, 122107, 102148,   34.7,    8.0,
1980200917, 122107, 102034,   46.5,    1.6,
1980200916, 122107, 101934,   61.3,    1.7,
1980200915, 122107, 101803,   76.1,    4.2,
1980200914, 122107, 101702,   84.9,    4.1,
1980200913, 122107, 101604,   90.6,    5.1,
1980200912, 122107, 101502,   98.9,   10.3,
1980200911, 122107, 101404,  110.2,  104.3,
1980200910, 122107, 101302,  114.9,  250.8,
1980200909, 122107, 101147,  125.9,  532.2,
1980200908, 122107, 101045,  130.5,  384.1,
1980200907, 122107, 100937,  149.4,  565.7,
1980200906, 122107, 100819,  166.1, 1100.5,
1980200905, 122107, 100722,  174.7, 1523.0,
1990200822, 013008, 103450,    6.9,    7.5,
1990200821, 013008, 103150,   13.5,    5.3,
1990200819, 013008, 103020,   25.8,    6.1,
1990200818, 013008, 102856,   33.8,    8.3,
1990200817, 013008, 102735,   44.8,    5.3,
1990200816, 013008, 102609,   58.8,    6.5,
1990200815, 013008, 102416,   75.8,    5.6,
1990200814, 013008, 102240,   84.6,    5.7,
1990200813, 013008, 102120,   90.3,   10.2,
1990200812, 013008, 101940,  100.2,   26.5,
1990200811, 013008, 101820,  110.2,   41.7,
1990200810, 013008, 101705,  114.6,  128.0,
1990200809, 013008, 101552,  124.0,  728.2,
1990200807, 013008, 101321,  148.6, 1310.7,
1990200806, 013008, 101155,  165.2, 2093.0,
1990200805, 013008, 101022,  173.9, 2449.0,
2000200722, 022408, 072123,    7.7,    2.8,
2000200721, 022408, 071830,   15.9,    6.1,
2000200719, 022408, 071646,   26.5,    2.0,
2000200718, 022408, 071528,   35.5,    2.7,
2000200717, 022408, 071400,   44.4,    2.5,
2000200716, 022408, 071240,   60.4,    2.7,
2000200715, 022408, 071110,   74.9,    2.1,
2000200714, 022408, 070945,   86.1,    3.9,
2000200713, 022408, 070830,   89.6,    2.7,
2000200712, 022408, 070700,  100.1,    3.6,
2000200711, 022408, 070515,  109.7,    2.7,
2000200710, 022408, 070410,  115.3,    8.7,
2000200709, 022408, 070230,  124.1,  215.4,
2000200708, 022408, 070019,  130.3,  426.0,
2000200707, 022408, 065751,  150.3, 1593.8,
2000200706, 022408, 065557,  165.0, 2234.0,
2000200705, 022408, 065433,  175.7, 2747.6,
2010200722, 052808, 071044,    8.1,    2.3,
2010200721, 052808, 070929,   18.1,    4.1,
2010200719, 052808, 070644,   25.9,    3.5,
2010200718, 052808, 070524,   36.5,    2.2,
2010200717, 052808, 070409,   45.6,    3.3,
2010200716, 052808, 070233,   60.9,    2.9,
2010200715, 052808, 070114,   75.9,    2.9,
2010200714, 052808, 065955,   85.9,    5.7,
2010200713, 052808, 065734,   90.9,    2.4,
2010200712, 052808, 065624,  100.3,    3.8,
2010200711, 052808, 065504,  111.3,    2.6,
2010200710, 052808, 065349,  115.7,    2.8,
2010200709, 052808, 065220,  126.2,    3.1,
2010200708, 052808, 065034,  130.6,    4.8,
2010200707, 052808, 064853,  150.4,   24.2,
2010200706, 052808, 064728,  165.7,  793.4,
2020200722, 062608, 071610,    7.8,    3.2,
2020200721, 062608, 071330,   15.4,    2.5,
2020200719, 062608, 071206,   25.1,    3.8,
2020200718, 062608, 071050,   35.2,    3.7,
2020200717, 062608, 070940,   45.3,    2.8,
2020200716, 062608, 070820,   60.1,    3.3,
2020200715, 062608, 070710,   73.6,    3.5,
2020200714, 062608, 070556,   84.6,    4.0,
2020200713, 062608, 070452,   89.4,    3.4,
2020200712, 062608, 070316,   99.5,    3.5,
2020200711, 062608, 070202,  110.4,    3.2,
2020200710, 062608, 070036,  114.9,    2.6,
2020200709, 062608, 065907,  124.3,    4.5,
2020200708, 062608, 065746,  129.8,   22.1,
2030200823, 072708, 071939,    6.1,    2.5,
2030200822, 072708, 071735,   14.9,    2.3,
2030200819, 072708, 071434,   24.4,    2.7,
2030200818, 072708, 071209,   34.5,    3.3,
2030200817, 072708, 071039,   45.0,    2.3,
2030200816, 072708, 070859,   59.6,    2.6,
2030200815, 072708, 070654,   74.4,    2.5,
2030200814, 072708, 070514,   85.6,    2.7,
2030200813, 072708, 070359,   89.5,    2.5,
2030200812, 072708, 070219,   99.7,    3.4,
2030200811, 072708, 070055,  109.8,    3.9,
2030200810, 072708, 065925,  114.7,    3.8,
2030200809, 072708, 065730,  125.5,    4.1,
2030200808, 072708, 065609,  129.9,   11.7,
2030200807, 072708, 065429,  149.6,  187.6,
2030200806, 072708, 065250,  165.1,  498.6,
2030200805, 072708, 065129,  173.9,  862.9,
2040200722, 081708, 070712,    7.7,    3.2,
2040200721, 081708, 070551,   18.1,    2.8,
2040200719, 081708, 070326,   24.6,    3.1,
2040200718, 081708, 070207,   35.8,    2.9,
2040200717, 081708, 070051,   45.9,    3.1,
2040200716, 081708, 065932,   59.7,    3.2,
2040200715, 081708, 065812,   76.2,    4.4,
2040200714, 081708, 065707,   84.5,    4.6,
2040200713, 081708, 065601,   90.1,    4.5,
2040200712, 081708, 065453,  100.8,    3.9,
2040200711, 081708, 065341,  110.3,   19.5,
2040200710, 081708, 065231,  115.1,  122.4,
2040200709, 081708, 065122,  124.8,  282.1,
2040200708, 081708, 065022,  129.2,  344.0,
2040200707, 081708, 064853,  149.7,  543.9,
2040200706, 081708, 064742,  165.5,  666.9,
2040200705, 081708, 064626,  174.1,  788.3,
2050200722, 101108, 071646,    6.0,    3.8,
2050200721, 101108, 071441,   16.0,    3.1,
2050200719, 101108, 071151,   25.1,    4.4,
2050200718, 101108, 071041,   34.9,    2.9,
2050200717, 101108, 070921,   45.8,    2.9,
2050200716, 101108, 070756,   60.5,    3.4,
2050200715, 101108, 070621,   75.4,    2.2,
2050200714, 101108, 070501,   85.4,    3.5,
2050200713, 101108, 070351,   91.0,    3.8,
2050200712, 101108, 070226,  100.1,   13.7,
2050200711, 101108, 070113,  109.9,  154.8,
2050200710, 101108, 070006,  114.2,  216.5,
2050200709, 101108, 065826,  124.8,  470.0,
2050200708, 101108, 065721,  130.1,  659.3,
2050200707, 101108, 065531,  149.5,  976.4,
2060200722, 120108, 104106,    7.1,    2.6,
2060200721, 120108, 103723,   13.9,    4.1,
2060200719, 120108, 103527,   23.3,    3.8,
2060200718, 120108, 103328,   35.1,    3.0,
2060200717, 120108, 103152,   43.7,    2.7,
2060200716, 120108, 102938,   58.6,    3.0,
2060200715, 120108, 102742,   74.5,    5.3,
2060200714, 120108, 102623,   84.1,   45.9,
2060200713, 120108, 102458,   89.9,  203.2,
2060200712, 120108, 102318,   98.8,  561.3,
2060200711, 120108, 102132,  110.2,  931.3,
2060200710, 120108, 101912,  115.8,  905.0,
2080200722, 012109, 105811,    7.4,    4.2,
2080200721, 012109, 105637,   15.2,    5.2,
2080200719, 012109, 105342,   24.1,    5.8,
2080200718, 012109, 105122,   35.0,    5.4,
2080200717, 012109, 105001,   44.8,    5.2,
2080200716, 012109, 104822,   60.2,    4.9,
2080200715, 012109, 104641,   74.0,    6.9,
2080200714, 012109, 104522,   83.7,    5.2,
2080200713, 012109, 104336,   89.3,    6.0,
2080200712, 012109, 104211,  100.4,    2.7,
2080200711, 012109, 104051,  109.0,   11.5,
2080200710, 012109, 103921,  113.7,   28.1,
2080200709, 012109, 103741,  124.4,   91.1,
2080200708, 012109, 103616,  128.5,  110.5,
2080200707, 012109, 103422,  149.6,  391.4,
2080200706, 012109, 103247,  164.8,  881.8,
2080200705, 012109, 103112,  175.1, 1093.2,
2090200722, 021809, 073952,    8.9,    3.0,
2090200721, 021809, 073832,   18.1,    3.3,
2090200719, 021809, 073522,   24.4,    3.8,
2090200718, 021809, 073356,   35.4,    6.0,
2090200717, 021809, 073222,   44.4,    3.4,
2090200716, 021809, 073052,   59.2,    5.0,
2090200715, 021809, 072917,   75.6,    3.3,
2090200714, 021809, 072702,   84.5,    4.2,
2090200713, 021809, 072542,   90.6,    8.0,
2090200712, 021809, 072422,   98.9,   17.1,
2090200711, 021809, 072243,  109.7,  154.9,
2090200710, 021809, 072122,  115.4,  232.8,
2090200709, 021809, 071917,  125.7, 1075.9,
2090200708, 021809, 071807,  131.0, 1102.6,
2100200722, 042909, 073807,    5.3,    1.5,
2100200721, 042909, 073621,   14.6,    0.8,
2100200719, 042909, 073431,   24.8,    1.2,
2100200718, 042909, 073256,   34.9,    2.0,
2100200717, 042909, 073111,   45.4,    1.6,
2100200716, 042909, 072910,   59.3,    1.4,
2100200715, 042909, 072708,   74.4,    1.4,
2100200714, 042909, 072529,   85.1,    1.6,
2100200713, 042909, 072403,   89.7,    1.7,
2100200712, 042909, 072220,   99.9,    1.6,
2100200711, 042909, 072029,  109.8,    1.7,
2100200710, 042909, 071805,  114.5,    9.3,
2100200709, 042909, 071624,  125.6,   41.5,
2100200708, 042909, 071456,  131.0,  122.1,
2100200707, 042909, 071239,  149.9,  312.3,
2100200706, 042909, 071049,  164.5,  681.1,
2100200705, 042909, 070830,  176.0,  713.3,
2110200722, 052809, 072631,    4.7,    3.4,
2110200721, 052809, 072509,   15.4,    2.5,
2110200719, 052809, 072317,   25.2,    2.8,
2110200718, 052809, 072139,   35.5,    2.2,
2110200717, 052809, 072005,   45.5,    2.7,
2110200716, 052809, 071839,   60.0,    2.3,
2110200715, 052809, 071716,   75.7,    2.3,
2110200714, 052809, 071554,   85.0,    2.1,
2110200713, 052809, 071440,   89.4,    3.0,
2110200712, 052809, 071315,  100.3,    3.0,
2110200711, 052809, 071130,  109.5,    3.4,
2110200710, 052809, 070939,  115.1,    3.5,
2110200709, 052809, 070814,  124.6,    4.7,
2110200708, 052809, 070635,  130.7,   25.6,
2110200707, 052809, 070451,  149.8,  523.6,
2110200706, 052809, 070249,  165.5,  651.9,
2110200705, 052809, 070119,  175.4,  884.0,
2120200722, 070409, 071834,    5.4,    3.7,
2120200721, 070409, 071555,   15.3,    3.6,
2120200719, 070409, 071344,   24.3,    3.7,
2120200718, 070409, 071209,   35.1,    5.7,
2120200717, 070409, 071038,   44.3,    6.0,
2120200716, 070409, 070901,   60.2,    5.3,
2120200715, 070409, 070715,   74.5,    8.7,
2120200714, 070409, 070525,   85.9,    6.2,
2120200713, 070409, 070330,   90.5,    5.5,
2120200712, 070409, 070150,  100.3,    5.9,
2120200711, 070409, 070020,  109.7,   23.5,
2120200710, 070409, 065855,  115.0,   54.3,
2120200709, 070409, 065655,  124.6,  139.8,
2120200708, 070409, 065544,  129.0,  259.0,
2120200707, 070409, 065325,  150.3,  739.5,
2130201222, 072609, 102400,    5.7,    3.5,
2130201221, 072609, 101914,   15.2,    3.1,
2130201219, 072609, 101725,   25.3,    3.2,
2130201218, 072609, 101535,   35.3,    3.1,
2130201217, 072609, 101405,   45.2,    2.7,
2130201216, 072609, 101210,   59.9,    3.2,
2130201215, 072609, 101035,   74.8,    3.3,
2130201214, 072609, 100834,   85.0,    3.5,
2130201213, 072609, 100715,   90.5,    4.9,
2130201212, 072609, 100540,  100.2,    5.3,
2130201211, 072609, 100404,  110.2,   43.4,
2130201210, 072609, 100244,  115.3,  138.8,
2130201209, 072609, 100114,  124.7,  184.4,
2130201208, 072609, 095955,  129.8,  245.7,
2130201207, 072609, 095755,  149.6,  458.1,
2130201206, 072609, 095445,  165.2,  708.1,
2130201205, 072609, 095220,  174.6, 1086.2,
2140200722, 081909, 074618,    6.0,    3.5,
2140200721, 081909, 074242,   14.4,    2.8,
2140200719, 081909, 074027,   24.3,    3.0,
2140200718, 081909, 073857,   35.6,    4.5,
2140200717, 081909, 073737,   45.6,    3.7,
2140200716, 081909, 073552,   58.7,    2.6,
2140200715, 081909, 073405,   73.7,    4.3,
2140200714, 081909, 073214,   85.7,    4.1,
2140200713, 081909, 073106,   88.4,    4.2,
2140200712, 081909, 072937,   98.9,    3.8,
2140200711, 081909, 072817,  109.5,    6.8,
2140200710, 081909, 072617,  116.4,    8.6,
2140200709, 081909, 072406,  124.7,   76.1,
2140200708, 081909, 072242,  130.3,  149.3,
2140200707, 081909, 072101,  153.1,  458.6,
2140200706, 081909, 071927,  166.2,  557.1,
2140200705, 081909, 071807,  174.6,  625.8,
2150200822, 092509, 071802,    5.3,    2.1,
2150200821, 092509, 071623,   15.0,    1.9,
2150200819, 092509, 071442,   24.9,    2.1,
2150200818, 092509, 071314,   35.6,    3.8,
2150200817, 092509, 071142,   44.5,    1.7,
2150200816, 092509, 070953,   61.6,    2.0,
2150200815, 092509, 070659,   69.1,    4.6,
2150200814, 092509, 070452,   85.3,    3.0,
2150200813, 092509, 070334,   90.4,    4.1,
2150200812, 092509, 070203,   99.7,    1.5,
2150200811, 092509, 070033,  109.6,    3.4,
2150200810, 092509, 065850,  115.8,    6.9,
2150200809, 092509, 065723,  123.9,   75.0,
2150200808, 092509, 065550,  131.1,  382.1,
2160200722, 110409, 072049,    4.8,    1.9,
2160200721, 110409, 071928,   17.0,    2.1,
2160200719, 110409, 071738,   23.5,    2.9,
2160200718, 110409, 071559,   34.2,    3.3,
2160200717, 110409, 071423,   45.4,    2.8,
2160200716, 110409, 071249,   58.7,    1.9,
2160200715, 110409, 071108,   75.3,    1.6,
2160200714, 110409, 070943,   84.2,    2.9,
2160200713, 110409, 070828,   90.1,    1.6,
2160200712, 110409, 070654,  100.0,    4.2,
2160200711, 110409, 070528,  109.9,  193.4,
2160200710, 110409, 070353,  114.0,  324.8,
2160200709, 110409, 070213,  125.3,  625.6,
2160200708, 110409, 070053,  128.9,  653.5,
2170200822, 121009, 071556,    4.8,    1.7,
2170200821, 121009, 071424,   14.2,    1.7,
2170200819, 121009, 071304,   24.7,    2.2,
2170200818, 121009, 071154,   34.9,    3.6,
2170200817, 121009, 071034,   44.4,    2.8,
2170200816, 121009, 070845,   59.3,    1.8,
2170200815, 121009, 070724,   75.0,    0.0,
2170200814, 121009, 070603,   85.0,    2.3,
2170200813, 121009, 070435,   88.0,    2.4,
2170200812, 121009, 070310,  100.5,    9.3,
2170200811, 121009, 070139,  109.8,   79.6,
2170200810, 121009, 070024,  113.9,   91.7,
2170200809, 121009, 065837,  125.8,  149.1,
2170200808, 121009, 065719,  129.4,  250.1,
2170200807, 121009, 065554,  149.9,  855.9,
2170200806, 121009, 065444,  163.0, 1008.6,
2170200805, 121009, 065324,  174.5, 1063.1,
2190200522, 031010, 183350,    4.7,   16.0,
2190200521, 031010, 183252,   15.6,    2.1,
2190200519, 031010, 183121,   25.5,    3.7,
2190200518, 031010, 183016,   36.1,    2.1,
2190200517, 031010, 182852,   45.6,    2.6,
2190200516, 031010, 182739,   59.9,    7.2,
2190200515, 031010, 182621,   75.3,    3.5,
2190200514, 031010, 182523,   85.5,    4.2,
2190200513, 031010, 182423,   91.6,    5.3,
2190200512, 031010, 182306,  101.3,    9.3,
2190200511, 031010, 182210,  109.4,   86.0,
2190200510, 031010, 182109,  114.6,  299.5,
2190200509, 031010, 181952,  125.4,  874.5,
2190200508, 031010, 181837,  131.3, 1051.3,
2190200507, 031010, 181706,  150.8, 1450.0,
2190200506, 031010, 181551,  165.6, 1898.1,
2190200505, 031010, 181441,  172.8, 2221.9,
2200200722, 040710, 070439,    4.8,    2.7,
2200200721, 040710, 070335,   15.2,    2.2,
2200200719, 040710, 070126,   25.6,    1.7,
2200200718, 040710, 070224,   35.3,    2.3,
2200200717, 040710, 070027,   45.4,    3.0,
2200200716, 040710, 065917,   59.7,    2.4,
2200200715, 040710, 065754,   76.6,    2.2,
2200200714, 040710, 065655,   85.0,    3.1,
2200200713, 040710, 065559,   90.3,    1.9,
2200200712, 040710, 065459,   99.8,    3.5,
2200200711, 040710, 065400,  111.1,  162.8,
2200200710, 040710, 065303,  115.8,  286.6,
2200200709, 040710, 065201,  124.6,  412.6,
2200200708, 040710, 065105,  130.2,  517.2,
2200200707, 040710, 064950,  151.1,  874.1,
2200200706, 040710, 064846,  164.9, 1085.2,
2200200705, 040710, 064745,  175.6, 1332.3,
2210200822, 051910, 070624,    4.2,    1.5,
2210200821, 051910, 070324,   14.8,    1.5,
2210200819, 051910, 070204,   24.7,    1.5,
2210200818, 051910, 070104,   35.3,    1.4,
2210200817, 051910, 065955,   45.4,    2.2,
2210200816, 051910, 065844,   60.4,    1.7,
2210200815, 051910, 065735,   74.5,    3.1,
2210200814, 051910, 065629,   85.5,    0.0,
2210200813, 051910, 065524,   89.8,    1.8,
2210200812, 051910, 065419,  100.0,  199.3,
2210200811, 051910, 065314,  110.4,  342.9,
2210200810, 051910, 065216,  115.3,  210.9,
2210200809, 051910, 065109,  125.5,  212.4,
2210200808, 051910, 065009,  129.6,  102.5,
2210200807, 051910, 064855,  150.4,  263.2,
2210200806, 051910, 064744,  165.1,  362.3,
2210200805, 051910, 064640,  175.3,  733.5,
2220200822, 060910, 070850,    5.6,    2.3,
2220200821, 060910, 070739,   15.3,    1.8,
2220200819, 060910, 070619,   25.0,    3.2,
2220200818, 060910, 070509,   36.0,    0.0,
2220200817, 060910, 070404,   45.7,    1.7,
2220200816, 060910, 070244,   61.5,    2.1,
2220200815, 060910, 070134,   74.1,    1.9,
2220200814, 060910, 070025,   86.9,    2.0,
2220200813, 060910, 065916,   90.2,    1.8,
2220200812, 060910, 065805,   98.2,    1.9,
2220200811, 060910, 065654,  111.1,    7.8,
2220200810, 060910, 065549,  113.3,  171.8,
2220200809, 060910, 065424,  124.8,  878.3,
2220200808, 060910, 065314,  131.9,  988.4,
2220200807, 060910, 065150,  146.6,  821.2,
2220200806, 060910, 065016,  165.4, 1343.4,
2220200805, 060910, 064845,  175.8, 2162.3,
2230200822, 070910, 090108,    5.7,    2.0,
2230200821, 070910, 085753,   15.0,    1.8,
2230200819, 070910, 085554,   25.0,    1.6,
2230200818, 070910, 085410,   35.1,    0.0,
2230200817, 070910, 085208,   44.3,    1.7,
2230200816, 070910, 085018,   59.5,    1.5,
2230200815, 070910, 084749,   74.4,    1.4,
2230200814, 070910, 084559,   84.9,    1.5,
2230200813, 070910, 084414,   89.5,    2.1,
2230200812, 070910, 084244,   99.3,    2.1,
2230200811, 070910, 084044,  109.9,    2.5,
2230200810, 070910, 083859,  114.7,   55.1,
2230200809, 070910, 083705,  125.1,  755.1,
2230200808, 070910, 083537,  129.8,  935.8,
2230200807, 070910, 083344,  149.1, 1545.8,
2230200806, 070910, 083208,  164.1, 1908.1,
2230200805, 070910, 083048,  174.9, 1670.5,
2240200822, 080810, 072006,    5.7,    2.8,
2240200821, 080810, 071614,   15.2,    2.0,
2240200819, 080810, 071448,   25.3,    1.6,
2240200818, 080810, 071343,   35.6,    2.7,
2240200817, 080810, 071241,   45.2,    2.6,
2240200816, 080810, 071104,   60.6,    2.9,
2240200815, 080810, 070934,   75.5,    2.9,
2240200814, 080810, 070802,   85.4,    2.8,
2240200813, 080810, 070644,   90.0,    3.0,
2240200812, 080810, 070533,  100.2,    2.7,
2240200811, 080810, 070401,  110.8,    3.7,
2240200810, 080810, 070259,  115.4,    8.0,
2240200809, 080810, 070141,  125.2,  267.3,
2240200808, 080810, 070041,  129.3,  417.7,
2240200807, 080810, 065858,  150.3,   35.0,
2240200806, 080810, 065738,  165.3,  256.4,
2240200805, 080810, 065628,  175.1,  425.2,
2250200822, 090410, 103953,    5.4,    4.0,
2250200821, 090410, 103619,   14.9,    3.7,
2250200819, 090410, 103418,   25.6,    4.0,
2250200818, 090410, 103203,   35.2,    4.1,
2250200817, 090410, 103034,   45.5,    3.9,
2250200816, 090410, 102853,   60.2,    4.6,
2250200815, 090410, 102658,   76.0,    5.9,
2250200814, 090410, 102449,   84.9,    5.3,
2250200813, 090410, 102328,   89.8,    5.2,
2250200812, 090410, 102148,  100.5,    5.1,
2250200811, 090410, 101948,  111.0,    6.6,
2250200810, 090410, 101829,  115.9,   25.6,
2250200809, 090410, 101653,  125.5,  302.4,
2250200808, 090410, 101534,  130.4,  385.3,
2250200807, 090410, 101333,  150.2,  767.9,
2250200806, 090410, 101143,  165.6,  863.3,
2250200805, 090410, 100958,  175.4, 1034.9,
2260200823, 100410, 071552,    7.5,    3.1,
2260200822, 100410, 071357,   16.1,    2.8,
2260200819, 100410, 071201,   26.0,    2.5,
2260200818, 100410, 071041,   35.0,    2.4,
2260200817, 100410, 070911,   45.9,    2.0,
2260200816, 100410, 070736,   61.1,    2.5,
2260200815, 100410, 070552,   75.3,    2.8,
2260200814, 100410, 070427,   84.7,    2.8,
2260200813, 100410, 070314,   90.2,    7.9,
2260200812, 100410, 070147,  100.6,   63.2,
2260200811, 100410, 070016,  110.2,  127.3,
2260200810, 100410, 065901,  115.8,  235.1,
2260200809, 100410, 065726,  125.5,  364.9,
2260200808, 100410, 065607,  130.7,  550.2,
2260200807, 100410, 065407,  150.4,  849.0,
2260200806, 100410, 065226,  165.2, 1072.6,
2260200805, 100410, 065056,  174.9, 1072.9,
2270200122, 112110, 063606,    5.2,    3.2,
2270200121, 112110, 063513,   15.0,    3.3,
2270200119, 112110, 063357,   24.8,    9.2,
2270200118, 112110, 063253,   35.5,    2.4,
2270200117, 112110, 063159,   44.9,    2.3,
2270200116, 112110, 063053,   59.3,    3.7,
2270200115, 112110, 062950,   74.8,    4.1,
2270200114, 112110, 062849,   85.7,    7.0,
2270200113, 112110, 062759,   90.5,   22.8,
2270200112, 112110, 062657,  100.4,  223.6,
2270200111, 112110, 062544,  110.5,  419.0,
2270200110, 112110, 062450,  113.9,  423.3,
2270200109, 112110, 062351,  124.7,  524.5,
2270200108, 112110, 062254,  129.8,  653.0,
2270200107, 112110, 062142,  150.0,  989.5,
2270200106, 112110, 062037,  165.0, 1135.4,
2290200722, 012911, 070207,    2.4,    7.7,
2290200721, 012911, 065958,   15.2,    4.5,
2290200719, 012911, 065817,   24.8,    4.5,
2290200718, 012911, 065652,   34.4,    6.2,
2290200717, 012911, 065538,   44.9,    6.2,
2290200716, 012911, 065407,   60.5,    6.0,
2290200715, 012911, 065243,   74.6,    5.0,
2290200714, 012911, 065112,   85.6,    5.6,
2290200713, 012911, 065002,   90.4,   11.3,
2290200712, 012911, 064847,  101.4,  339.9,
2290200711, 012911, 064733,  110.5,  665.8,
2290200710, 012911, 064627,  116.0,  859.6,
2290200709, 012911, 064512,  125.4,  920.6,
2290200708, 012911, 064402,  130.2, 1122.3,
2300200722, 030111, 070431,    7.8,    3.0,
2300200721, 030111, 070211,   14.9,    3.8,
2300200719, 030111, 070031,   26.1,    2.9,
2300200718, 030111, 065906,   34.6,    3.8,
2300200717, 030111, 065737,   45.0,    2.4,
2300200716, 030111, 065547,   60.0,    2.4,
2300200715, 030111, 065357,   75.4,    3.6,
2300200714, 030111, 065227,   85.5,    3.7,
2300200713, 030111, 065113,   89.5,    4.6,
2300200712, 030111, 064936,  100.5,   99.0,
2300200711, 030111, 064757,  110.3,  544.2,
2300200710, 030111, 064637,  115.0,  716.8,
2300200709, 030111, 064446,  126.1, 1161.6,
2300200708, 030111, 064322,  131.0, 1131.3,
2300200707, 030111, 064107,  150.8, 1275.1,
2310200622, 041211, 091442,    6.8,    5.0,
2310200621, 041211, 091318,   14.9,    4.1,
2310200619, 041211, 091152,   25.4,    5.7,
2310200618, 041211, 091032,   35.1,    5.2,
2310200617, 041211, 090912,   44.8,    4.1,
2310200616, 041211, 090742,   61.0,    5.7,
2310200615, 041211, 090537,   75.5,    4.6,
2310200614, 041211, 090358,   85.9,    5.6,
2310200613, 041211, 090238,   89.3,    5.8,
2310200612, 041211, 090057,  101.1,    4.1,
2310200611, 041211, 085937,  110.1,    4.1,
2310200610, 041211, 085814,  115.3,    3.8,
2310200609, 041211, 085642,  125.2,    4.7,
2310200608, 041211, 085532,  129.2,    6.7,
2310200607, 041211, 085332,  150.9,  164.2,
2310200606, 041211, 085132,  164.8,  684.4,
2310200605, 041211, 084942,  175.7, 1047.0,
2320200722, 051011, 073142,    5.6,    2.2,
2320200721, 051011, 073032,   15.5,    2.0,
2320200719, 051011, 072917,   26.3,    1.6,
2320200718, 051011, 072813,   33.9,    2.5,
2320200717, 051011, 072717,   44.6,    2.1,
2320200716, 051011, 072612,   60.6,    3.4,
2320200715, 051011, 072507,   75.3,    8.0,
2320200714, 051011, 072402,   85.7,    4.1,
2320200713, 051011, 072307,   89.7,    2.1,
2320200712, 051011, 072202,  100.4,    3.1,
2320200711, 051011, 072107,  110.4,    3.3,
2320200710, 051011, 072008,  114.2,    3.6,
2320200709, 051011, 071907,  125.8,   11.3,
2320200708, 051011, 071807,  130.8,   25.1,
2320200707, 051011, 071657,  150.2,  117.0,
2320200706, 051011, 071553,  164.8,  482.2,
2320200705, 051011, 071447,  174.9, 1069.8,
2330200923, 072011, 105026,    6.1,    4.0,
2330200922, 072011, 104907,   14.2,    2.8,
2330200919, 072011, 104721,   24.7,    3.0,
2330200918, 072011, 104602,   34.1,    3.0,
2330200917, 072011, 104441,   44.5,    3.1,
2330200916, 072011, 104257,   59.5,    3.6,
2330200915, 072011, 104116,   74.8,    4.1,
2330200914, 072011, 103956,   84.8,    3.3,
2330200913, 072011, 103847,   89.4,    2.9,
2330200912, 072011, 103716,   99.8,    2.8,
2330200911, 072011, 103546,  109.6,    0.0,
2330200910, 072011, 103436,  114.9,    2.6,
2330200909, 072011, 103316,  124.5,    3.0,
2330200908, 072011, 103211,  129.4,   31.4,
2330200907, 072011, 103036,  149.3,  221.8,
2330200906, 072011, 102907,  165.0,  705.8,
2330200905, 072011, 102742,  174.9, 1079.2,
2340200423, 083111, 011915,    5.7,    2.6,
2340200422, 083111, 011710,   15.2,    2.4,
2340200419, 083111, 011525,   24.6,    2.2,
2340200418, 083111, 011415,   34.6,    2.3,
2340200417, 083111, 011311,   44.6,    2.2,
2340200416, 083111, 011141,   60.0,    1.9,
2340200415, 083111, 011010,   74.9,    1.6,
2340200414, 083111, 010840,   84.8,    1.8,
2340200413, 083111, 010735,   90.2,    2.4,
2340200412, 083111, 010625,   99.8,   99.5,
2340200411, 083111, 010505,  109.9,  176.3,
2340200410, 083111, 010405,  114.6,  196.6,
2340200409, 083111, 010301,  124.7,  436.9,
2340200407, 083111, 010025,  149.4, 1332.4,
2350200223, 092711, 010820,    5.7,    2.4,
2350200222, 092711, 010815,    5.8,    2.3,
2350200219, 092711, 010414,   25.8,    2.4,
2350200218, 092711, 010244,   36.0,    2.2,
2350200217, 092711, 010109,   45.6,    2.1,
2350200216, 092711, 005914,   60.8,    2.7,
2350200215, 092711, 005709,   76.1,    2.2,
2350200214, 092711, 005529,   85.6,    2.6,
2350200213, 092711, 005419,   90.8,    2.4,
2350200212, 092711, 005240,  100.7,    2.5,
2350200211, 092711, 005059,  110.3,    3.7,
2350200210, 092711, 004939,  115.4,    4.9,
2350200209, 092711, 004759,  125.6,  148.1,
2350200208, 092711, 004634,  130.9,  383.9,
2350200207, 092711, 004417,  150.4,  841.3,
2350200206, 092711, 004240,  166.1, 1400.4,
2360200722, 110511, 095852,    5.7,    1.8,
2360200721, 110511, 095736,   15.8,    1.7,
2360200719, 110511, 095617,   24.5,    1.8,
