botid, date, time, press, don, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0810200514, 031297, 035943,  234.4,   4.96,
0810200513, 031297, 035843,  249.2,   4.03,
0810200512, 031297, 035721,  275.9,   4.24,
0810200511, 031297, 035603,  299.6,   3.73,
0810200510, 031297, 035429,  326.1,   3.80,
0810200509, 031297, 035253,  349.3,   3.48,
0810200508, 031297, 035113,  398.9,   3.34,
0810200506, 031297, 034817,  499.7,   3.05,
0810200505, 031297, 034435,  599.6,   2.92,
0810200504, 031297, 034153,  700.0,   2.90,
0810200503, 031297, 033525,  799.8,   2.87,
0810200502, 031297, 033235,  899.7,   2.19,
0810200501, 031297, 032907, 1019.7,   2.14,
0810200622, 031297, 070732,    4.5,   5.33,
0810200621, 031297, 070624,   14.5,   5.22,
0810200619, 031297, 070456,   24.8,   5.63,
0810200618, 031297, 070344,   35.5,   5.40,
0810200617, 031297, 070232,   44.6,   5.57,
0810200616, 031297, 070114,   59.9,   5.21,
0810200615, 031297, 065946,   75.2,   6.12,
0810200614, 031297, 065832,   85.5,   5.11,
0810200613, 031297, 065722,   95.0,   5.61,
0810200612, 031297, 065606,  105.0,   5.51,
0810200611, 031297, 065454,  115.4,   5.19,
0810200609, 031297, 065306,  124.2,   5.61,
0810200608, 031297, 065150,  134.9,   5.02,
0810200607, 031297, 065036,  150.2,   4.97,
0810200605, 031297, 064826,  174.6,   4.80,
0810200603, 031297, 064524,  201.2,   4.69,
0820200514, 040997, 034355,  224.1,   3.92,
0820200513, 040997, 034305,  234.8,   3.74,
0820200512, 040997, 034217,  249.6,   3.90,
0820200511, 040997, 034117,  274.5,   3.75,
0820200510, 040997, 034011,  300.0,   4.03,
0820200509, 040997, 033903,  325.3,   3.72,
0820200508, 040997, 033801,  351.0,   3.66,
0820200507, 040997, 033639,  399.6,   4.12,
0820200506, 040997, 033423,  501.1,   3.18,
0820200505, 040997, 033159,  600.0,   1.78,
0820200504, 040997, 032931,  700.0,   2.17,
0820200503, 040997, 032711,  800.2,   1.70,
0820200502, 040997, 032441,  899.9,   2.40,
0820200501, 040997, 032149, 1020.6,   2.07,
0820200622, 040997, 070830,    5.1,   5.29,
0820200621, 040997, 070724,   15.2,   5.24,
0820200619, 040997, 070614,   25.4,   5.70,
0820200618, 040997, 070504,   34.9,   5.64,
0820200617, 040997, 070352,   44.3,   5.50,
0820200616, 040997, 070204,   60.1,   5.27,
0820200615, 040997, 070052,   75.0,   5.01,
0820200614, 040997, 065938,   85.1,   4.94,
0820200613, 040997, 065826,   95.0,   4.72,
0820200612, 040997, 065718,  105.1,   5.06,
0820200611, 040997, 065604,  115.1,   4.64,
0820200610, 040997, 065444,  125.0,   4.69,
0820200609, 040997, 065334,  134.8,   3.94,
0820200608, 040997, 065216,  149.9,   4.21,
0820200606, 040997, 065002,  175.1,   4.45,
0820200604, 040997, 064730,  200.1,   4.13,
0830200514, 050797, 034722,  225.4,   4.35,
0830200513, 050797, 034630,  234.3,   4.21,
0830200512, 050797, 034528,  249.0,   4.24,
0830200511, 050797, 034418,  274.5,   3.90,
0830200510, 050797, 034308,  300.5,   3.84,
0830200509, 050797, 034204,  323.2,   3.98,
0830200508, 050797, 034056,  349.5,   3.55,
0830200507, 050797, 033934,  397.3,   3.40,
0830200506, 050797, 033706,  498.2,   2.87,
0830200505, 050797, 033438,  599.3,   2.51,
0830200504, 050797, 033206,  702.5,   2.22,
0830200503, 050797, 032922,  799.7,   2.18,
0830200502, 050797, 032648,  899.1,   2.20,
0830200501, 050797, 032358, 1022.8,   2.82,
0830200624, 050797, 070134,    4.2,   5.75,
0830200623, 050797, 070040,   14.7,   5.59,
0830200622, 050797, 065942,   25.0,   5.38,
0830200621, 050797, 065846,   34.6,   5.66,
0830200620, 050797, 065754,   45.3,   5.72,
0830200619, 050797, 065644,   59.9,   5.46,
0830200618, 050797, 065548,   74.6,   5.55,
0830200617, 050797, 065434,   85.0,   5.50,
0830200616, 050797, 065340,   95.1,   5.55,
0830200615, 050797, 065246,  104.5,   5.65,
0830200614, 050797, 065156,  115.3,   5.42,
0830200613, 050797, 065100,  124.6,   5.64,
0830200612, 050797, 065000,  134.4,   5.57,
0830200607, 050797, 064708,  149.1,   4.99,
0830200605, 050797, 064450,  174.1,   5.43,
0830200603, 050797, 064232,  199.8,   4.74,
0840200514, 060497, 035006,  225.2,   3.98,
0840200513, 060497, 034910,  235.1,   5.17,
0840200512, 060497, 034814,  249.2,   4.10,
0840200511, 060497, 034658,  273.2,   5.12,
0840200510, 060497, 034528,  300.3,   4.29,
0840200509, 060497, 034404,  325.2,   4.31,
0840200508, 060497, 034308,  350.7,   4.44,
0840200507, 060497, 034148,  400.6,   4.23,
0840200506, 060497, 033936,  499.5,   3.81,
0840200505, 060497, 033724,  601.0,   2.51,
0840200504, 060497, 033506,  700.7,   1.83,
0840200503, 060497, 033254,  799.2,   2.87,
0840200502, 060497, 033044,  900.5,   2.67,
0840200501, 060497, 032740, 1021.9,   2.44,
0840200622, 060497, 065837,    5.2,   5.60,
0840200621, 060497, 065741,   15.3,   5.34,
0840200619, 060497, 065633,   24.7,   5.65,
0840200618, 060497, 065521,   35.2,   5.59,
0840200617, 060497, 065435,   45.6,   5.58,
0840200616, 060497, 065339,   60.6,   5.80,
0840200615, 060497, 065231,   75.4,   6.04,
0840200614, 060497, 065145,   85.1,   5.45,
0840200613, 060497, 065053,   94.9,   5.63,
0840200612, 060497, 064945,  104.6,   5.80,
0840200611, 060497, 064853,  114.6,   5.42,
0840200610, 060497, 064753,  124.6,   5.33,
0840200609, 060497, 064659,  134.8,   5.25,
0840200608, 060497, 064605,  149.3,   4.32,
0840200606, 060497, 064407,  175.0,   5.59,
0840200604, 060497, 064157,  199.9,   4.44,
0850200514, 070997, 040701,  225.6,   4.85,
0850200513, 070997, 040547,  235.4,   4.37,
0850200512, 070997, 040421,  251.4,   4.63,
0850200511, 070997, 040221,  273.1,   3.91,
0850200510, 070997, 040021,  299.3,   4.01,
0850200509, 070997, 035823,  325.3,   4.09,
0850200508, 070997, 035437,  344.4,   3.61,
0850200507, 070997, 035145,  399.4,   3.31,
0850200506, 070997, 034833,  503.6,   3.38,
0850200505, 070997, 034319,  599.8,   2.75,
0850200504, 070997, 033947,  700.7,   1.64,
0850200503, 070997, 033639,  797.8,   0.85,
0850200502, 070997, 033313,  897.2,   1.51,
0850200501, 070997, 032811, 1020.3,   2.20,
0850200622, 070997, 070701,    5.1,   5.86,
0850200621, 070997, 070541,   14.8,   5.72,
0850200619, 070997, 070421,   24.4,   5.87,
0850200618, 070997, 070305,   35.8,   6.34,
0850200617, 070997, 070151,   45.3,   6.06,
0850200616, 070997, 070033,   59.4,   5.78,
0850200615, 070997, 065909,   75.3,   6.41,
0850200614, 070997, 065805,   84.0,   5.93,
0850200613, 070997, 065651,   94.3,   5.94,
0850200612, 070997, 065531,  104.3,   6.28,
0850200611, 070997, 065425,  115.0,   5.52,
0850200610, 070997, 065317,  124.3,   6.04,
0850200609, 070997, 065203,  134.5,   6.13,
0850200608, 070997, 065037,  150.1,   5.16,
0850200606, 070997, 064741,  174.2,   4.79,
0850200604, 070997, 064459,  200.3,   4.46,
0860200119, 080297, 050106,  225.0,   4.94,
0860200118, 080297, 045952,  233.5,   4.63,
0860200116, 080297, 045808,  248.9,   4.33,
0860200115, 080297, 045640,  273.8,   5.26,
0860200113, 080297, 045452,  299.4,   4.65,
0860200112, 080297, 045314,  325.2,   4.20,
0860200111, 080297, 045130,  349.9,   4.38,
0860200109, 080297, 044906,  402.4,   3.75,
0860200107, 080297, 044540,  502.1,   3.66,
0860200105, 080297, 044152,  599.9,   2.75,
0860200104, 080297, 043836,  698.9,   2.13,
0860200103, 080297, 043546,  797.6,   2.90,
0860200102, 080297, 043302,  897.8,   3.27,
0860200101, 080297, 042930, 1021.4,   2.78,
0860200222, 080297, 080201,    4.6,   6.76,
0860200221, 080297, 080101,   14.3,   5.71,
0860200219, 080297, 075937,   24.9,   5.99,
0860200218, 080297, 075811,   35.3,   6.05,
0860200217, 080297, 075715,   43.9,   6.44,
0860200216, 080297, 075613,   59.9,   6.34,
0860200215, 080297, 075501,   77.3,   6.01,
0860200214, 080297, 075359,   85.1,   5.73,
0860200213, 080297, 075305,   94.7,   6.39,
0860200212, 080297, 075213,  101.7,   6.15,
0860200211, 080297, 075115,  114.3,   5.48,
0860200210, 080297, 074953,  124.7,   5.95,
0860200209, 080297, 074851,  134.1,   5.23,
0860200208, 080297, 074755,  149.5,   5.22,
0860200206, 080297, 074559,  175.0,   5.33,
0860200204, 080297, 074401,  199.6,   4.57,
0870200115, 092597, 060018,  209.3,   5.13,
0870200114, 092597, 055847,  224.9,   5.15,
0870200113, 092597, 055742,  232.9,   4.95,
0870200112, 092597, 055610,  249.9,   4.77,
0870200111, 092597, 055425,  273.6,   5.58,
0870200110, 092597, 055235,  299.6,   4.77,
0870200109, 092597, 055047,  323.7,   4.54,
0870200108, 092597, 054843,  349.9,   5.41,
0870200107, 092597, 054550,  399.7,   4.16,
0870200104, 092597, 053418,  699.4,   3.38,
0870200103, 092597, 053053,  800.0,   3.26,
0870200102, 092597, 052718,  902.5,   3.19,
0870200101, 092597, 052306, 1020.2,   2.98,
0870200222, 092597, 090724,    4.5,   6.79,
0870200221, 092597, 090604,   14.0,   6.62,
0870200219, 092597, 090440,   25.2,   6.17,
0870200217, 092597, 090208,   44.7,   7.30,
0870200216, 092597, 090042,   59.6,   7.07,
0870200215, 092597, 085908,   75.5,   7.49,
0870200214, 092597, 085804,   84.6,   6.06,
0870200213, 092597, 085700,   93.9,   6.54,
0870200212, 092597, 085544,  104.6,   7.19,
0870200211, 092597, 085440,  114.1,   6.38,
0870200210, 092597, 085332,  125.0,   5.90,
0870200208, 092597, 085100,  149.6,   6.03,
0870200206, 092597, 084840,  174.3,   5.24,
0870200204, 092597, 084616,  198.4,   5.76,
0880200115, 120597, 012935,  211.7,   4.90,
0880200114, 120597, 012825,  224.2,   4.60,
0880200113, 120597, 012727,  232.9,   4.58,
0880200112, 120597, 012621,  249.6,   4.85,
0880200111, 120597, 012519,  273.5,   4.45,
0880200110, 120597, 012355,  299.4,   3.82,
0880200109, 120597, 012223,  325.0,   4.08,
0880200108, 120597, 012115,  350.0,   3.50,
0880200107, 120597, 011943,  399.6,   3.66,
0880200106, 120597, 011715,  498.1,   2.68,
0880200105, 120597, 011451,  598.6,   1.47,
0880200104, 120597, 011225,  699.0,   1.38,
0880200103, 120597, 011005,  798.7,   2.17,
0880200102, 120597, 010739,  899.0,   2.58,
0880200101, 120597, 010447, 1020.2,   1.85,
0880200221, 120597, 050854,    5.3,   6.37,
0880200220, 120597, 050746,   14.6,   8.94,
0880200219, 120597, 050632,   25.3,   6.23,
0880200218, 120597, 050524,   33.2,   6.34,
0880200217, 120597, 050412,   43.6,   6.45,
0880200216, 120597, 050305,   59.4,   5.88,
0880200215, 120597, 050152,   73.8,   6.72,
0880200214, 120597, 050045,   84.5,   6.13,
0880200213, 120597, 045942,   95.3,   6.47,
0880200212, 120597, 045828,  106.7,   6.47,
0880200211, 120597, 045717,  115.2,   6.63,
0880200210, 120597, 045609,  124.5,   5.55,
0880200209, 120597, 045507,  134.0,   5.39,
0880200208, 120597, 045353,  148.7,   5.60,
0880200207, 120597, 045255,  159.4,   5.47,
0880200206, 120597, 045143,  173.6,   5.87,
0880200205, 120597, 045035,  185.2,   5.50,
0880200204, 120597, 044920,  200.3,   5.16,
0890200514, 011198, 035157,  223.4,   4.53,
0890200513, 011198, 035047,  236.7,   5.03,
0890200512, 011198, 034927,  248.7,   4.58,
0890200511, 011198, 034757,  274.2,   4.64,
0890200510, 011198, 034627,  299.4,   5.34,
0890200509, 011198, 034437,  325.9,   4.79,
0890200508, 011198, 034317,  348.7,   4.59,
0890200507, 011198, 034123,  400.9,   5.92,
0890200506, 011198, 033837,  498.8,   4.70,
0890200505, 011198, 033547,  598.0,   3.17,
0890200504, 011198, 033243,  698.4,   3.55,
0890200503, 011198, 032937,  799.9,   3.40,
0890200502, 011198, 032637,  899.9,   3.21,
0890200501, 011198, 032317, 1022.2,   2.75,
0890200622, 011198, 070203,    4.6,   5.20,
0890200621, 011198, 070037,   14.7,   5.55,
0890200619, 011198, 065903,   24.6,   6.23,
0890200618, 011198, 065743,   34.6,   5.87,
0890200617, 011198, 065623,   43.6,   6.10,
0890200616, 011198, 065443,   59.1,   6.45,
0890200615, 011198, 065317,   75.3,   5.78,
0890200614, 011198, 065203,   84.9,   5.62,
0890200613, 011198, 065053,   94.8,   6.22,
0890200612, 011198, 064953,  104.3,   6.18,
0890200611, 011198, 064843,  114.7,   5.76,
0890200610, 011198, 064733,  124.4,   6.02,
0890200609, 011198, 064627,  134.7,   5.13,
0890200608, 011198, 064517,  149.4,   5.34,
0890200606, 011198, 064257,  173.6,   5.52,
0890200604, 011198, 064023,  201.8,   4.67,
0900200414, 021998, 025251,  224.5,   4.76,
0900200413, 021998, 025141,  234.3,   4.46,
0900200412, 021998, 025021,  249.4,   4.26,
0900200411, 021998, 024851,  275.2,   3.97,
0900200410, 021998, 024721,  299.2,   3.00,
0900200409, 021998, 024553,  323.4,   2.51,
0900200408, 021998, 024421,  349.8,   2.57,
0900200407, 021998, 024227,  399.8,   3.45,
0900200406, 021998, 023907,  499.9,   2.70,
0900200405, 021998, 023621,  600.0,   1.69,
0900200404, 021998, 023341,  700.2,   1.57,
0900200403, 021998, 023051,  800.2,   2.12,
0900200402, 021998, 022751,  900.2,   2.94,
0900200401, 021998, 022432, 1020.8,   3.02,
0900200522, 021998, 060516,    5.1,   6.43,
0900200521, 021998, 060402,   13.8,   5.78,
0900200519, 021998, 060222,   24.5,   6.01,
0900200518, 021998, 060042,   34.9,   6.71,
0900200517, 021998, 055926,   44.6,   6.15,
0900200516, 021998, 055752,   59.5,   6.14,
0900200515, 021998, 055616,   74.0,   5.73,
0900200514, 021998, 055502,   84.6,   5.52,
0900200513, 021998, 055348,   94.5,   5.74,
0900200512, 021998, 055232,  105.2,   5.92,
0900200511, 021998, 055116,  116.1,   5.24,
0900200510, 021998, 054952,  125.8,   5.13,
0900200509, 021998, 054832,  135.0,   4.96,
0900200508, 021998, 054712,  149.0,   4.37,
0900200506, 021998, 054422,  174.2,   5.58,
0900200504, 021998, 054146,  199.8,   4.72,
0910200515, 031898, 035431,  208.7,   4.68,
0910200514, 031898, 035307,  225.3,   3.97,
0910200513, 031898, 035157,  236.0,   4.05,
0910200512, 031898, 035051,  248.4,   4.35,
0910200511, 031898, 034917,  272.9,   3.95,
0910200510, 031898, 034801,  299.9,   3.60,
0910200509, 031898, 034641,  329.2,   3.91,
0910200508, 031898, 034417,  352.3,   3.88,
0910200507, 031898, 034231,  400.8,   3.47,
0910200506, 031898, 033957,  499.6,   3.36,
0910200505, 031898, 033707,  600.3,   2.75,
0910200504, 031898, 033427,  701.6,   2.73,
0910200503, 031898, 033151,  801.9,   2.55,
0910200502, 031898, 032857,  901.8,   1.92,
0910200501, 031898, 032552, 1018.6,   1.41,
0910200622, 031898, 070348,    4.1,   6.62,
0910200621, 031898, 070238,   14.8,   5.54,
0910200619, 031898, 070122,   25.7,   5.72,
0910200618, 031898, 070002,   34.9,   6.05,
0910200617, 031898, 065852,   44.9,   6.60,
0910200616, 031898, 065732,   59.7,   7.37,
0910200615, 031898, 065612,   74.6,   6.04,
0910200614, 031898, 065502,   85.0,   5.83,
0910200613, 031898, 065358,   94.5,   6.24,
0910200612, 031898, 065252,  105.1,   6.39,
0910200611, 031898, 065138,  114.7,   6.30,
0910200610, 031898, 065032,  124.6,   5.60,
0910200609, 031898, 064922,  134.1,   6.47,
0910200608, 031898, 064808,  149.3,   5.47,
0910200606, 031898, 064548,  174.8,   5.17,
0910200604, 031898, 064308,  200.8,   4.48,
0920200515, 041598, 035905,  213.8,   4.38,
0920200514, 041598, 035735,  223.6,   4.60,
0920200513, 041598, 035619,  235.9,   4.44,
0920200512, 041598, 035503,  250.6,   4.05,
0920200511, 041598, 035333,  275.9,   3.82,
0920200510, 041598, 035203,  297.6,   4.35,
0920200509, 041598, 035033,  325.4,   4.23,
0920200508, 041598, 034903,  347.4,   3.75,
0920200507, 041598, 034705,  401.0,   3.49,
0920200506, 041598, 034423,  502.3,   3.71,
0920200505, 041598, 034133,  600.0,   2.46,
0920200504, 041598, 033903,  699.5,   2.35,
0920200503, 041598, 033623,  799.7,   1.91,
0920200502, 041598, 033347,  900.7,   1.61,
0920200501, 041598, 033005, 1021.9,   1.90,
0920200622, 041598, 070718,    5.1,   5.87,
0920200621, 041598, 070618,   14.1,   5.50,
0920200619, 041598, 070502,   25.1,   5.34,
0920200618, 041598, 070404,   34.1,   5.42,
0920200617, 041598, 070304,   45.5,   6.03,
0920200616, 041598, 070148,   60.3,   7.15,
0920200615, 041598, 070034,   74.3,   7.48,
0920200614, 041598, 065920,   84.6,   5.48,
0920200613, 041598, 065818,   94.1,   5.97,
0920200612, 041598, 065718,  104.3,   5.36,
0920200611, 041598, 065618,  114.2,   4.97,
0920200610, 041598, 065518,  124.9,   5.22,
0920200608, 041598, 065318,  148.8,   5.43,
0920200606, 041598, 065104,  177.1,   5.21,
0920200604, 041598, 064748,  205.1,   4.32,
0930200514, 051398, 035123,  225.4,   4.51,
0930200513, 051398, 035020,  236.6,   4.40,
0930200512, 051398, 034908,  252.8,   4.40,
0930200511, 051398, 034744,  277.4,   4.36,
0930200510, 051398, 034634,  298.7,   4.38,
0930200509, 051398, 034508,  327.3,   3.81,
0930200508, 051398, 034347,  352.7,   4.14,
0930200507, 051398, 034148,  404.8,   5.12,
0930200506, 051398, 033917,  499.3,   3.60,
0930200505, 051398, 033652,  597.5,   2.77,
0930200504, 051398, 033432,  701.2,   2.46,
0930200503, 051398, 033203,  799.9,   1.40,
0930200502, 051398, 032933,  901.1,   1.29,
0930200501, 051398, 032633, 1023.2,   1.22,
0930200622, 051398, 070747,    4.4,   4.98,
0930200621, 051398, 070623,   14.8,   5.13,
0930200619, 051398, 070453,   24.9,   5.33,
0930200618, 051398, 070348,   35.1,   5.98,
0930200617, 051398, 070242,   44.7,   5.93,
0930200616, 051398, 070122,   59.8,   5.69,
0930200615, 051398, 070007,   74.6,   5.72,
0930200614, 051398, 065852,   85.8,   5.82,
0930200613, 051398, 065746,   94.7,   6.04,
0930200612, 051398, 065634,  104.8,   5.24,
0930200611, 051398, 065527,  115.4,   5.80,
0930200610, 051398, 065422,  125.2,   5.41,
0930200609, 051398, 065312,  134.1,   4.97,
0930200608, 051398, 065151,  151.0,   4.92,
0930200606, 051398, 064926,  174.8,   4.62,
0930200604, 051398, 064647,  201.9,   4.45,
0940200322, 061798, 081229,    5.6,   5.87,
0940200321, 061798, 081124,   14.9,   5.81,
0940200319, 061798, 080949,   25.3,   7.08,
0940200318, 061798, 080829,   35.7,   6.12,
0940200317, 061798, 080724,   45.9,   5.99,
0940200316, 061798, 080609,   60.4,   6.62,
0940200315, 061798, 080449,   74.7,   6.08,
0940200314, 061798, 080329,   84.9,   5.87,
0940200313, 061798, 080219,   95.1,   6.13,
0940200312, 061798, 080109,  105.4,   5.99,
0940200311, 061798, 075959,  115.9,   9.03,
0940200310, 061798, 075849,  125.8,   5.33,
0940200309, 061798, 075739,  135.5,   5.77,
0940200308, 061798, 075624,  150.4,   5.18,
0940200307, 061798, 075504,  160.0,   5.44,
0940200304, 061798, 075059,  202.1,   4.76,
0940200414, 061798, 105239,  225.7,   4.82,
0940200413, 061798, 105139,  235.7,   6.29,
0940200412, 061798, 105029,  250.4,   4.53,
0940200411, 061798, 104914,  274.8,   4.01,
0940200410, 061798, 104759,  299.8,   4.16,
0940200409, 061798, 104640,  325.5,   3.64,
0940200408, 061798, 104514,  351.5,   4.45,
0940200407, 061798, 104329,  399.2,   3.85,
0940200406, 061798, 104054,  500.3,   4.80,
0940200405, 061798, 103819,  600.2,   2.79,
0940200404, 061798, 103549,  700.1,   2.36,
0940200403, 061798, 103314,  799.9,   3.07,
0940200402, 061798, 103040,  901.1,   2.53,
0940200401, 061798, 102739, 1020.3,   2.94,
0950200322, 071598, 080955,    5.6,   5.75,
0950200321, 071598, 080831,   14.5,   5.92,
0950200319, 071598, 080700,   25.3,   5.59,
0950200318, 071598, 080543,   36.0,   5.83,
0950200317, 071598, 080427,   45.2,   8.85,
0950200316, 071598, 080304,   61.1,   5.72,
0950200315, 071598, 080131,   75.6,   6.09,
0950200314, 071598, 080002,   84.8,   5.45,
0950200313, 071598, 075850,   95.7,   6.17,
0950200312, 071598, 075728,  105.4,   5.47,
0950200311, 071598, 075600,  114.9,   5.38,
0950200310, 071598, 075436,  125.4,   5.95,
0950200309, 071598, 075310,  135.6,   5.17,
0950200308, 071598, 075137,  150.8,   4.71,
0950200306, 071598, 074836,  174.5,   4.25,
0950200304, 071598, 074556,  200.6,   4.17,
0950200415, 071598, 105812,  210.2,   4.30,
0950200414, 071598, 105648,  224.9,   4.32,
0950200413, 071598, 105534,  234.6,   4.61,
0950200412, 071598, 105410,  249.7,   4.81,
0950200411, 071598, 105233,  275.4,   4.39,
0950200410, 071598, 105103,  300.3,   4.05,
0950200409, 071598, 104933,  324.9,   3.59,
0950200408, 071598, 104750,  350.3,   3.63,
0950200407, 071598, 104552,  400.4,   3.72,
0950200406, 071598, 104257,  500.5,   3.34,
0950200405, 071598, 104019,  599.6,   2.35,
0950200404, 071598, 103732,  699.4,   2.29,
0950200403, 071598, 103444,  800.2,   1.99,
0950200402, 071598, 103152,  900.5,   2.75,
0950200401, 071598, 102813, 1020.8,   3.55,
0960200215, 081098, 035855,  210.5,   4.66,
0960200214, 081098, 035730,  225.3,   5.30,
0960200213, 081098, 035615,  235.3,   4.69,
0960200212, 081098, 035450,  250.0,   3.83,
0960200211, 081098, 035312,  275.4,   3.63,
0960200210, 081098, 035145,  300.4,   3.72,
0960200209, 081098, 035015,  324.9,   4.37,
0960200208, 081098, 034845,  350.2,   3.72,
0960200207, 081098, 034645,  401.1,   3.72,
0960200206, 081098, 034320,  500.9,   3.31,
0960200205, 081098, 034016,  599.8,   2.67,
0960200204, 081098, 033715,  700.1,   1.87,
0960200202, 081098, 033116,  900.4,   1.63,
0960200201, 081098, 032803, 1020.6,   2.38,
0960200322, 081098, 070726,    5.3,   6.18,
0960200321, 081098, 070615,   15.1,   6.29,
0960200319, 081098, 070450,   25.8,   5.67,
0960200318, 081098, 070335,   35.5,   6.30,
0960200317, 081098, 070222,   46.1,   7.95,
0960200316, 081098, 070050,   60.6,   5.31,
0960200315, 081098, 065930,   75.1,   6.06,
0960200314, 081098, 065820,   85.3,   5.31,
0960200313, 081098, 065701,   95.2,   5.59,
0960200312, 081098, 065550,  105.6,   5.32,
0960200311, 081098, 065440,  114.7,   5.55,
0960200310, 081098, 065330,  125.4,   5.59,
0960200309, 081098, 065151,  136.3,   5.13,
0960200308, 081098, 065020,  150.2,   5.30,
0960200306, 081098, 064755,  176.0,   5.94,
0960200304, 081098, 064516,  199.7,   4.59,
0970200215, 092898, 044737,  210.0,   4.63,
0970200214, 092898, 044637,  225.4,   4.35,
0970200213, 092898, 044547,  234.7,   7.20,
0970200212, 092898, 044447,  250.3,   4.17,
0970200211, 092898, 044337,  275.5,   4.41,
0970200210, 092898, 044223,  300.8,   3.86,
0970200209, 092898, 044117,  325.6,   4.54,
0970200208, 092898, 044017,  351.5,   3.97,
0970200207, 092898, 043847,  399.6,   3.61,
0970200206, 092898, 043622,  502.2,   4.30,
0970200205, 092898, 043357,  601.7,   2.81,
0970200204, 092898, 043132,  700.0,   2.68,
0970200203, 092898, 042917,  799.8,   1.88,
0970200202, 092898, 042642,  900.4,   2.32,
0970200201, 092898, 042347, 1022.0,   2.05,
0970200322, 092898, 080422,    5.0,   5.62,
0970200321, 092898, 080312,   15.8,   5.21,
0970200319, 092898, 080157,   25.9,   6.33,
0970200318, 092898, 080047,   35.8,   5.78,
0970200317, 092898, 075937,   45.7,   5.93,
0970200316, 092898, 075817,   59.8,   6.49,
0970200315, 092898, 075707,   75.0,   5.77,
0970200314, 092898, 075557,   85.8,   6.43,
0970200313, 092898, 075452,   94.8,   5.84,
0970200312, 092898, 075342,  105.5,   5.58,
0970200311, 092898, 075237,  115.5,   8.33,
0970200310, 092898, 075132,  125.7,   8.68,
0970200309, 092898, 075022,  135.3,   5.35,
0970200308, 092898, 074912,  149.9,   4.77,
0970200306, 092898, 074637,  175.5,   4.31,
0970200304, 092898, 074417,  200.7,   5.62,
0980200522, 101998, 045852,  210.4,   4.65,
0980200521, 101998, 045710,  224.4,   4.78,
0980200520, 101998, 045610,  235.0,   5.05,
0980200519, 101998, 045459,  250.2,   4.27,
0980200518, 101998, 045350,  274.9,   4.21,
0980200517, 101998, 045241,  301.1,   4.45,
0980200516, 101998, 045130,  324.8,   4.19,
0980200514, 101998, 045000,  350.4,   3.77,
0980200512, 101998, 044815,  398.8,   3.93,
0980200509, 101998, 044443,  500.7,   3.36,
0980200506, 101998, 044101,  600.8,   3.09,
0980200504, 101998, 043820,  700.7,   1.20,
0980200503, 101998, 043550,  801.1,   2.51,
0980200502, 101998, 043315,  901.5,   2.50,
0980200501, 101998, 043021, 1020.3,   2.14,
0980200622, 101998, 080414,    4.8,   6.09,
0980200621, 101998, 080310,   14.9,   6.33,
0980200619, 101998, 080152,   25.4,   5.68,
0980200618, 101998, 080055,   35.0,   6.09,
0980200617, 101998, 075950,   45.1,   5.62,
0980200616, 101998, 075850,   60.1,   6.68,
0980200615, 101998, 075741,   74.8,   5.73,
0980200614, 101998, 075640,   85.8,   5.80,
0980200613, 101998, 075545,   95.4,   5.50,
0980200612, 101998, 075440,  105.2,   6.13,
0980200611, 101998, 075330,  115.0,   5.13,
0980200610, 101998, 075220,  125.7,   5.19,
0980200609, 101998, 075120,  134.9,   4.72,
0980200608, 101998, 075020,  149.9,   4.49,
0980200606, 101998, 074810,  175.2,   4.64,
0980200604, 101998, 074610,  200.2,   4.34,
0990200515, 111198, 034836,  211.1,   5.56,
0990200514, 111198, 034729,  226.1,   4.07,
0990200513, 111198, 034630,  233.7,   4.44,
0990200512, 111198, 034526,  250.5,   3.98,
0990200511, 111198, 034416,  274.8,   4.76,
0990200510, 111198, 034307,  299.7,   5.03,
0990200509, 111198, 034154,  325.8,   6.38,
0990200508, 111198, 034041,  351.1,   4.09,
0990200507, 111198, 033904,  400.1,   3.61,
0990200506, 111198, 033641,  500.6,   3.89,
0990200505, 111198, 033415,  601.0,   3.15,
0990200504, 111198, 033150,  700.9,   2.66,
0990200503, 111198, 032927,  799.4,   2.19,
0990200502, 111198, 032702,  900.2,   2.11,
0990200501, 111198, 032415, 1021.2,   2.23,
0990200622, 111198, 070340,    5.5,   6.93,
0990200621, 111198, 070233,   15.6,   6.48,
0990200619, 111198, 070118,   25.7,   6.82,
0990200618, 111198, 070011,   35.6,   6.96,
0990200617, 111198, 065903,   45.7,   6.41,
0990200616, 111198, 065742,   60.4,   7.56,
0990200615, 111198, 065622,   75.7,   7.22,
0990200614, 111198, 065507,   85.6,   6.32,
0990200613, 111198, 065358,   95.5,   6.16,
0990200612, 111198, 065246,  105.3,   5.67,
0990200611, 111198, 065136,  115.5,   5.49,
0990200610, 111198, 065025,  125.5,   4.78,
0990200609, 111198, 064916,  135.4,   5.05,
0990200608, 111198, 064758,  150.7,   4.49,
0990200606, 111198, 064526,  175.4,   5.99,
0990200604, 111198, 064257,  201.3,   4.27,
1000200515, 120998, 055442,  214.0,   4.67,
1000200514, 120998, 055312,  226.1,   5.57,
1000200513, 120998, 055147,  235.5,   4.61,
1000200512, 120998, 055017,  251.0,   4.83,
1000200511, 120998, 054847,  274.9,   5.21,
1000200510, 120998, 054707,  299.5,   4.42,
