botid, date, time, press, llp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
2480200610, 120412, 081707,  115.0,  113.3,
2480200609, 120412, 081557,  125.1,  120.1,
2480200607, 120412, 081323,  150.7,  126.0,
2480200605, 120412, 081042,  177.1,  159.2,
2490200622, 021313, 071338,    7.3,  120.1,
2490200619, 021313, 070849,   25.5,  118.1,
2490200617, 021313, 070627,   45.7,  108.4,
2490200616, 021313, 070507,   61.0,   93.7,
2490200615, 021313, 070327,   75.9,   93.7,
2490200614, 021313, 070218,   85.3,   94.7,
2490200612, 021313, 070007,  100.3,   92.8,
2490200610, 021313, 065757,  115.0,   90.8,
2490200607, 021313, 065447,  150.2,  109.4,
2490200605, 021313, 065219,  175.4,  142.6,
2500200722, 030713, 071737,    8.7,   93.7,
2500200719, 030713, 071427,   23.8,   92.8,
2500200717, 030713, 071237,   45.2,   90.8,
2500200716, 030713, 071137,   59.9,   75.2,
2500200715, 030713, 071037,   75.2,   64.4,
2500200714, 030713, 070937,   84.6,   57.6,
2500200712, 030713, 070757,   99.9,   46.9,
2500200710, 030713, 070607,  115.3,   43.0,
2500200709, 030713, 070507,  125.8,   42.0,
2500200707, 030713, 070308,  149.7,   72.3,
2500200705, 030713, 070058,  175.3,  166.0,
2510200622, 040613, 071006,    5.3,   89.8,
2510200619, 040613, 070716,   25.3,   84.0,
2510200617, 040613, 070436,   45.5,   79.1,
2510200616, 040613, 070306,   60.5,   78.1,
2510200615, 040613, 070126,   75.5,   76.2,
2510200614, 040613, 070016,   86.0,   71.3,
2510200612, 040613, 065735,  100.1,   89.8,
2510200610, 040613, 065516,  114.8,   46.9,
2510200609, 040613, 065406,  126.3,   49.8,
2510200607, 040613, 065137,  150.7,   31.2,
2510200605, 040613, 064907,  175.3,   55.7,
2520200722, 051813, 071938,    8.8,  186.6,
2520200719, 051813, 071629,   25.7,  190.5,
2520200717, 051813, 071428,   44.4,  153.3,
2520200716, 051813, 071328,   59.2,  180.7,
2520200715, 051813, 071219,   74.6,  131.8,
2520200714, 051813, 071128,   85.6,  101.5,
2520200712, 051813, 070948,  100.1,  100.6,
2520200710, 051813, 070758,  115.0,   67.4,
2520200709, 051813, 070658,  125.9,   60.5,
2520200707, 051813, 070458,  150.1,   52.7,
2520200705, 051813, 070258,  175.8,   56.6,
2530200722, 062613, 071750,    7.2,  132.8,
2530200719, 062613, 071449,   24.9,  131.8,
2530200717, 062613, 071239,   45.2,  126.9,
2530200716, 062613, 071119,   60.6,  126.9,
2530200715, 062613, 070959,   75.5,  122.1,
2530200714, 062613, 070859,   85.3,  125.0,
2530200712, 062613, 070709,  100.0,  120.1,
2530200710, 062613, 070510,  115.0,  126.9,
2530200709, 062613, 070359,  125.3,  139.6,
2530200707, 062613, 070149,  150.8,  187.5,
2530200705, 062613, 065929,  174.5,  210.0,
2540200622, 091213, 070930,    7.4,   57.6,
2540200619, 091213, 070540,   26.9,   59.6,
2540200617, 091213, 070344,   46.3,   43.0,
2540200616, 091213, 070240,   60.0,   14.6,
2540200615, 091213, 070125,   75.1,   16.6,
2540200614, 091213, 070024,   85.6,   28.3,
2540200612, 091213, 065825,  100.6,   54.7,
2540200610, 091213, 065620,  115.5,   63.5,
2540200609, 091213, 065509,  125.9,   79.1,
2540200607, 091213, 065310,  150.3,  117.2,
2540200605, 091213, 065059,  175.1,  140.6,
2550200622, 100213, 070152,    7.5,   97.6,
2550200619, 100213, 065853,   26.2,   96.7,
2550200617, 100213, 065712,   45.4,   42.0,
2550200616, 100213, 065612,   59.8,   30.3,
2550200615, 100213, 065502,   76.7,   40.0,
2550200614, 100213, 065412,   84.7,   54.7,
2550200612, 100213, 065223,  101.5,   72.3,
2550200610, 100213, 065052,  115.9,   62.5,
2550200609, 100213, 065002,  125.9,   61.5,
2550200607, 100213, 064753,  150.5,  143.5,
2550200605, 100213, 064543,  175.4,  221.7,
2560200622, 102813, 070946,    6.5,  126.0,
2560200619, 102813, 070656,   25.4,  125.0,
2560200617, 102813, 070445,   45.0,  126.0,
2560200616, 102813, 070336,   60.9,  115.2,
2560200615, 102813, 070236,   75.0,  103.5,
2560200614, 102813, 070135,   85.6,  134.8,
2560200612, 102813, 065945,  100.2,  146.5,
2560200610, 102813, 065755,  114.8,  145.5,
2560200609, 102813, 065646,  126.0,  141.6,
2560200607, 102813, 065446,  150.2,  142.6,
2560200605, 102813, 065236,  175.8,  138.6,
2570200623, 112713, 072318,    6.0,   50.8,
2570200619, 112713, 071928,   24.2,   49.8,
2570200617, 112713, 071648,   45.0,   47.8,
2570200616, 112713, 071508,   60.2,   50.8,
2570200615, 112713, 071338,   74.8,   46.9,
2570200612, 112713, 070908,  100.1,   69.3,
2570200610, 112713, 070638,  115.2,   95.7,
2570200609, 112713, 070518,  125.4,  107.4,
2570200607, 112713, 070238,  149.9,  115.2,
2570200605, 112713, 065938,  174.2,  140.6,
2580200623, 122113, 071840,    6.7,   49.8,
2580200619, 122113, 071441,   25.2,   47.8,
2580200617, 122113, 071245,   45.6,   46.9,
2580200616, 122113, 071129,   61.6,   42.0,
2580200615, 122113, 071017,   75.2,   35.1,
2580200614, 122113, 070922,   83.6,   40.0,
2580200612, 122113, 070725,  100.6,   74.2,
2580200610, 122113, 070516,  116.9,  107.4,
2580200609, 122113, 070420,  124.9,  111.3,
2580200607, 122113, 070205,  149.3,  138.7,
2580200605, 122113, 065955,  175.7,  185.5,
2590200623, 011614, 073433,    6.5,   57.6,
2590200619, 011614, 073133,   25.2,   53.7,
2590200617, 011614, 072854,   45.8,   55.6,
2590200616, 011614, 072713,   60.8,   61.5,
2590200615, 011614, 072543,   75.3,   63.5,
2590200614, 011614, 072433,   85.5,   64.4,
2590200612, 011614, 072213,  100.9,   76.2,
2590200610, 011614, 071953,  115.5,  101.5,
2590200609, 011614, 071844,  125.2,  113.3,
2590200607, 011614, 071613,  150.2,  135.7,
2590200605, 011614, 071323,  174.7,  172.8,
2600200623, 021514, 091648,    6.2,   44.9,
2600200619, 021514, 091248,   25.0,   42.0,
2600200617, 021514, 090948,   45.1,   39.1,
2600200616, 021514, 090817,   60.6,   35.1,
2600200615, 021514, 090638,   75.8,   36.1,
2600200614, 021514, 090522,   85.7,   34.2,
2600200612, 021514, 090306,  100.4,   48.8,
2600200610, 021514, 090023,  116.0,   80.1,
2600200609, 021514, 085908,  125.6,  113.3,
2600200607, 021514, 085619,  150.7,  157.2,
2600200605, 021514, 085309,  175.2,  224.6,
2610200623, 030614, 071457,    7.5,  119.1,
2610200619, 030614, 071202,   26.1,   80.1,
2610200617, 030614, 070957,   45.6,   58.6,
2610200616, 030614, 070853,   60.5,   48.8,
2610200615, 030614, 070743,   75.5,   46.9,
2610200614, 030614, 070642,   84.8,   46.9,
2610200612, 030614, 070453,  100.6,   59.6,
2610200610, 030614, 070253,  115.6,   84.9,
2610200609, 030614, 070152,  125.5,  107.4,
2610200607, 030614, 065952,  150.6,  128.9,
2610200605, 030614, 065747,  175.1,  168.0,
2620200623, 041114, 070940,    4.9,   82.0,
2620200619, 041114, 070649,   25.3,   81.0,
2620200617, 041114, 070459,   44.7,   73.2,
2620200616, 041114, 070349,   60.0,   61.5,
2620200615, 041114, 070234,   75.1,   54.7,
2620200614, 041114, 070124,   85.1,   46.9,
2620200612, 041114, 065929,   99.8,   42.0,
2620200610, 041114, 065739,  114.9,   43.0,
2620200609, 041114, 065630,  124.9,   45.9,
2620200607, 041114, 065414,  150.1,   47.8,
2620200605, 041114, 065154,  175.0,   55.6,
2620201421, 041214, 065056,   25.2,   78.1,
2620201419, 041214, 064940,   45.1,   69.3,
2620201416, 041214, 064730,   74.1,   47.8,
2620201413, 041214, 064530,   99.9,   42.0,
2620201410, 041214, 064320,  124.8,   50.8,
2630200523, 060114, 070217,    4.8,   78.1,
2630200519, 060114, 065951,   25.6,   66.4,
2630200517, 060114, 065756,   44.6,   36.1,
2630200516, 060114, 065646,   59.6,   36.1,
2630200515, 060114, 065536,   75.0,   36.1,
2630200514, 060114, 065436,   84.3,   39.1,
2630200512, 060114, 065246,   99.3,   43.0,
2630200510, 060114, 065011,  114.7,   59.6,
2630200509, 060114, 064856,  124.9,   63.5,
2630200507, 060114, 064656,  149.9,  121.1,
2630200505, 060114, 064447,  175.4,  139.6,
2640200623, 070114, 071958,    5.3,   75.2,
2640200619, 070114, 071708,   24.8,   75.2,
2640200617, 070114, 071443,   45.3,   42.0,
2640200616, 070114, 071327,   59.6,   25.4,
2640200615, 070114, 071208,   75.5,   22.5,
2640200614, 070114, 071107,   84.2,   35.1,
2640200612, 070114, 070903,   99.6,   28.3,
2640200610, 070114, 070657,  115.3,   51.7,
2640200609, 070114, 070553,  124.8,   44.9,
2640200607, 070114, 070332,  148.9,   88.9,
2640200605, 070114, 070107,  174.9,  159.2,
2650200623, 091514, 071751,    5.3,  134.8,
2650200619, 091514, 071512,   24.7,  147.5,
2650200617, 091514, 071307,   44.5,  117.2,
2650200616, 091514, 071205,   60.8,   92.8,
2650200615, 091514, 071045,   75.5,   83.0,
2650200614, 091514, 070948,   85.2,   85.0,
2650200612, 091514, 070746,  100.4,   87.9,
2650200610, 091514, 070551,  115.2,   86.9,
2650200609, 091514, 070449,  124.8,  108.4,
2650200607, 091514, 070232,  150.0,  178.7,
2650200605, 091514, 070022,  175.6,  250.0,
2660200623, 101414, 071924,    5.6,  124.0,
2660200619, 101414, 071714,   24.4,  122.1,
2660200617, 101414, 071514,   44.6,  121.1,
2660200616, 101414, 071359,   59.9,  119.1,
2660200615, 101414, 071254,   75.2,  114.3,
2660200614, 101414, 071155,   83.8,   85.9,
2660200612, 101414, 071004,  100.1,   83.0,
2660200610, 101414, 070809,  115.2,   83.0,
2660200609, 101414, 070704,  124.7,  100.6,
2660200607, 101414, 070449,  151.6,  136.7,
2660200605, 101414, 070224,  175.3,  140.6,
2670200623, 112214, 071138,    5.0,   43.9,
2670200619, 112214, 070908,   25.4,   47.8,
2670200617, 112214, 070658,   43.8,   45.9,
2670200616, 112214, 070543,   60.3,   46.9,
2670200615, 112214, 070418,   75.2,   57.6,
2670200614, 112214, 070318,   86.3,   70.3,
2670200612, 112214, 070118,  100.0,   76.2,
2670200610, 112214, 065908,  115.5,   64.4,
2670200609, 112214, 065801,  125.6,   76.2,
2670200607, 112214, 065551,  150.6,  178.7,
2670200605, 112214, 065345,  175.0,  253.9,
2680200623, 121714, 103137,    7.8,   76.2,
2680200619, 121714, 102739,   26.3,   72.3,
2680200617, 121714, 102448,   45.3,   73.2,
2680200616, 121714, 102313,   59.1,   78.1,
2680200615, 121714, 102143,   75.5,   74.2,
2680200614, 121714, 102015,   85.4,   74.2,
2680200612, 121714, 101743,  100.3,   75.2,
2680200610, 121714, 101513,  115.5,  124.0,
2680200609, 121714, 101351,  127.1,  123.0,
2680200607, 121714, 101033,  150.7,  141.6,
2680200605, 121714, 100718,  175.6,  177.7,
2690200623, 022515, 073446,    4.8,  107.4,
2690200619, 022515, 073201,   25.0,   93.7,
2690200617, 022515, 072916,   45.0,   81.0,
2690200616, 022515, 072801,   61.1,   72.2,
2690200615, 022515, 072641,   74.8,   69.3,
2690200614, 022515, 072531,   86.0,   70.3,
2690200612, 022515, 072306,  100.6,   61.5,
2690200610, 022515, 072046,  114.5,   59.6,
2690200609, 022515, 071941,  125.2,   54.7,
2690200607, 022515, 071641,  150.2,   54.7,
2690200605, 022515, 071351,  176.6,   67.4,
2700200623, 033015, 125737,    4.5,  100.6,
2700200619, 033015, 125441,   24.6,  104.5,
2700200617, 033015, 125221,   45.0,  102.5,
2700200616, 033015, 125056,   60.0,  102.5,
2700200615, 033015, 124936,   74.8,  108.4,
2700200614, 033015, 124826,   84.5,  109.4,
2700200612, 033015, 124601,   98.9,   99.6,
2700200610, 033015, 124351,  116.1,   95.7,
2700200609, 033015, 124236,  123.6,   99.6,
2700200607, 033015, 123956,  152.1,  110.3,
2700200605, 033015, 123716,  173.8,  107.4,
2710200622, 042215, 082405,    6.0,  110.4,
2710200619, 042215, 082214,   24.0,  106.4,
2710200617, 042215, 082035,   44.7,   93.7,
2710200616, 042215, 081940,   59.8,   86.9,
2710200615, 042215, 081840,   75.2,   81.0,
2710200614, 042215, 081755,   83.5,   83.0,
2710200612, 042215, 081634,   98.9,   75.2,
2710200610, 042215, 081500,  115.7,   62.5,
2710200609, 042215, 081409,  125.1,   76.2,
2710200607, 042215, 081235,  149.0,  135.7,
2710200605, 042215, 081050,  174.3,  187.5,
2720200722, 052415, 070942,    4.4,   94.7,
2720200719, 052415, 070751,   24.7,   97.6,
2720200717, 052415, 070616,   43.6,   94.7,
2720200716, 052415, 070521,   59.1,   95.7,
2720200715, 052415, 070426,   75.1,   96.7,
2720200714, 052415, 070341,   84.6,   93.7,
2720200712, 052415, 070211,   99.9,   85.9,
2720200710, 052415, 070031,  114.7,   73.2,
2720200709, 052415, 065938,  125.2,   74.2,
2720200707, 052415, 065751,  149.8,   96.7,
2720200705, 052415, 065606,  175.2,  100.6,
2730200722, 062015, 072322,    6.4,   88.9,
2730200719, 062015, 072028,   24.1,   90.8,
2730200717, 062015, 071823,   44.0,   88.9,
2730200716, 062015, 071718,   60.2,   78.1,
2730200715, 062015, 071607,   74.7,   79.1,
2730200714, 062015, 071458,   84.9,   79.1,
2730200712, 062015, 071249,  100.9,   70.3,
2730200710, 062015, 071030,  115.6,   79.1,
2730200709, 062015, 070918,  125.6,   82.0,
2730200707, 062015, 070648,  149.9,   96.7,
2730200705, 062015, 070423,  174.5,  116.2,
2740200722, 072015, 070452,    6.1,   75.2,
2740200719, 072015, 070212,   25.7,   73.2,
2740200717, 072015, 070022,   44.6,   65.4,
2740200716, 072015, 065922,   59.7,   62.5,
2740200715, 072015, 065822,   75.7,   71.3,
2740200714, 072015, 065728,   84.9,   80.1,
2740200712, 072015, 065536,   99.3,   83.0,
2740200710, 072015, 065402,  115.6,   77.1,
2740200709, 072015, 065312,  125.9,   78.1,
2740200707, 072015, 065127,  150.3,  162.1,
2740200705, 072015, 064932,  173.6,  176.8,
2750200622, 081315, 070720,    4.6,   48.8,
2750200619, 081315, 070441,   25.5,   51.7,
2750200617, 081315, 070226,   46.2,   21.5,
2750200616, 081315, 070111,   60.6,   22.5,
2750200615, 081315, 070006,   75.3,   41.0,
2750200614, 081315, 065903,   85.8,   39.1,
2750200612, 081315, 065656,  100.2,   63.5,
2750200610, 081315, 065451,  116.0,  132.8,
2750200609, 081315, 065340,  125.0,  174.8,
2750200607, 081315, 065121,  149.4,  317.5,
2750200605, 081315, 064905,  176.3,  373.2,
2770200622, 101415, 065216,    5.7,   39.1,
2770200619, 101415, 064954,   25.1,   33.2,
2770200617, 101415, 064801,   45.0,   32.2,
2770200616, 101415, 064702,   59.7,   32.2,
2770200615, 101415, 064556,   75.1,   44.9,
2770200614, 101415, 064456,   85.2,   45.9,
2770200612, 101415, 064311,  100.0,   54.7,
2770200610, 101415, 064116,  116.6,   71.3,
2770200609, 101415, 064016,  125.1,   97.6,
2770200607, 101415, 063811,  149.6,  180.7,
2770200605, 101415, 063603,  175.3,  232.5,
2780200522, 111415, 072027,    4.8,   43.0,
2780200519, 111415, 071710,   24.8,   42.0,
2780200517, 111415, 071436,   44.2,   41.0,
2780200516, 111415, 071313,   60.1,   41.0,
2780200515, 111415, 071153,   74.9,   43.9,
2780200514, 111415, 071045,   84.6,   52.7,
2780200512, 111415, 070810,  100.7,   63.5,
2780200510, 111415, 070545,  114.1,   94.7,
2780200509, 111415, 070437,  124.4,  106.4,
2780200507, 111415, 070207,  150.0,  185.6,
2780200505, 111415, 065954,  174.7,  286.2,
2790200622, 120915, 070430,    4.9,   58.6,
2790200619, 120915, 070141,   24.9,   62.5,
2790200617, 120915, 065936,   44.8,   59.6,
2790200616, 120915, 065818,   61.3,   54.7,
2790200615, 120915, 065708,   74.6,   29.3,
2790200614, 120915, 065602,   85.4,   36.1,
2790200612, 120915, 065408,  100.5,   66.4,
2790200610, 120915, 065214,  116.1,   70.3,
2790200609, 120915, 065104,  125.7,   84.0,
2790200607, 120915, 064841,  149.8,  136.7,
2790200605, 120915, 064626,  175.9,  204.1,
