botid, date, time, press, llp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
1300200609, 100201, 070446,  115.7,   39.1,
1300200608, 100201, 070335,  124.5,   54.7,
1300200607, 100201, 070146,  150.0,   99.6,
1300200605, 100201, 065906,  174.9,  168.9,
1310200618, 102301, 065730,    5.1,    8.8,
1310200615, 102301, 065446,   25.0,    8.8,
1310200613, 102301, 065215,   45.9,    8.8,
1310200611, 102301, 064935,   75.7,    8.8,
1310200609, 102301, 064658,   99.4,   35.2,
1310200608, 102301, 064550,  114.5,   48.8,
1310200607, 102301, 064435,  126.4,   71.3,
1310200606, 102301, 064300,  148.9,  105.5,
1310200604, 102301, 064015,  174.5,  123.0,
1320200618, 111701, 070339,    4.6,   31.2,
1320200615, 111701, 070114,   24.3,   27.3,
1320200613, 111701, 065904,   44.2,   37.1,
1320200611, 111701, 065629,   74.5,   19.5,
1320200609, 111701, 065344,  100.6,   30.3,
1320200608, 111701, 065219,  115.1,   35.2,
1320200607, 111701, 065100,  124.1,   42.0,
1320200606, 111701, 064859,  150.1,   84.0,
1320200604, 111701, 064544,  175.5,  127.0,
1330200118, 121501, 065117,    3.9,   46.9,
1330200115, 121501, 064841,   24.0,   51.8,
1330200113, 121501, 064547,   44.8,   49.8,
1330200111, 121501, 064257,   73.3,   74.2,
1330200109, 121501, 063957,   99.1,  106.4,
1330200108, 121501, 063842,  113.0,  121.1,
1330200107, 121501, 063727,  124.1,  144.5,
1330200106, 121501, 063557,  147.8,  160.1,
1330200104, 121501, 063312,  175.9,  227.6,
1340200618, 011602, 065559,    4.1,   43.9,
1340200615, 011602, 065319,   24.6,   39.1,
1340200613, 011602, 065046,   44.2,   40.0,
1340200611, 011602, 064754,   75.3,   38.1,
1340200609, 011602, 064519,   97.9,   42.0,
1340200608, 011602, 064402,  113.5,   42.0,
1340200607, 011602, 064246,  124.2,   56.6,
1340200606, 011602, 064109,  149.0,   86.9,
1340200604, 011602, 063844,  174.7,  102.5,
1350200618, 022102, 065650,    4.3,   40.0,
1350200615, 022102, 065450,   25.5,   42.0,
1350200613, 022102, 065300,   44.1,   34.2,
1350200611, 022102, 065035,   73.5,   35.2,
1350200609, 022102, 064820,   98.7,  102.5,
1350200608, 022102, 064700,  114.8,  112.3,
1350200607, 022102, 064550,  123.7,  163.1,
1350200606, 022102, 064425,  152.3,  200.2,
1350200604, 022102, 064150,  172.6,  230.5,
1360200718, 031302, 065414,    4.2,   39.1,
1360200715, 031302, 065144,   24.8,   39.1,
1360200713, 031302, 064935,   44.1,   35.1,
1360200711, 031302, 064733,   74.5,   34.2,
1360200709, 031302, 064518,   99.9,   37.1,
1360200708, 031302, 064409,  114.0,   41.0,
1360200707, 031302, 064305,  125.0,   84.0,
1360200706, 031302, 064147,  148.5,  126.0,
1360200704, 031302, 063948,  175.2,  116.2,
1370200618, 052102, 065251,    4.6,   70.3,
1370200615, 052102, 065050,   24.3,   63.5,
1370200613, 052102, 064900,   44.6,   32.2,
1370200611, 052102, 064716,   74.4,   17.6,
1370200609, 052102, 064535,   99.6,   43.0,
1370200608, 052102, 064440,  114.2,   33.2,
1370200607, 052102, 064345,  123.6,   60.5,
1370200606, 052102, 064236,  150.4,  130.9,
1370200604, 052102, 064040,  174.9,  253.0,
1380200518, 063002, 015712,    4.0,   84.1,
1380200515, 063002, 015502,   24.2,   82.4,
1380200513, 063002, 015302,   44.3,   59.5,
1380200511, 063002, 015042,   74.6,   40.5,
1380200509, 063002, 014827,  100.3,   47.9,
1380200508, 063002, 014722,  113.7,   73.7,
1380200507, 063002, 014617,  124.2,  103.4,
1380200506, 063002, 014501,  148.7,  184.3,
1380200504, 063002, 014244,  174.7,  343.5,
1390200618, 082802, 072140,    5.3,   61.4,
1390200615, 082802, 071920,   25.4,   58.4,
1390200613, 082802, 071715,   44.6,   51.0,
1390200611, 082802, 071430,   75.4,   44.3,
1390200609, 082802, 071200,   99.4,   48.4,
1390200608, 082802, 071020,  115.3,   58.1,
1390200607, 082802, 070909,  124.8,   53.2,
1390200606, 082802, 070720,  150.3,  111.6,
1390200604, 082802, 070316,  174.1,  172.5,
1400200619, 100702, 065410,    4.9,   41.4,
1400200615, 100702, 065150,   24.3,   41.3,
1400200613, 100702, 064950,   44.3,   39.9,
1400200611, 100702, 064750,   77.3,    9.2,
1400200609, 100702, 064535,   98.7,   54.0,
1400200608, 100702, 064405,  112.5,   49.7,
1400200607, 100702, 064305,  124.5,   65.8,
1400200606, 100702, 064150,  149.1,   67.6,
1400200604, 100702, 063940,  174.5,   91.8,
1410200718, 110402, 095717,    4.6,   27.7,
1410200715, 110402, 095457,   25.1,   28.3,
1410200714, 110402, 095357,   35.4,   31.2,
1410200711, 110402, 095108,   75.1,   54.1,
1410200709, 110402, 094858,  100.8,   95.4,
1410200708, 110402, 094738,  114.8,  108.0,
1410200707, 110402, 094628,  124.9,  127.4,
1410200706, 110402, 094508,  149.2,  203.2,
1410200704, 110402, 094248,  174.3,  232.8,
1420200718, 112502, 101005,    3.7,   29.7,
1420200715, 112502, 100725,   25.1,   29.6,
1420200713, 112502, 100455,   43.7,   21.9,
1420200711, 112502, 100135,   76.1,   23.4,
1420200709, 112502, 095845,   97.7,   60.0,
1420200708, 112502, 095705,  112.1,   72.3,
1420200707, 112502, 095530,  124.7,   55.5,
1420200706, 112502, 095345,  146.3,  141.7,
1420200704, 112502, 095050,  172.7,  166.1,
1430200718, 121902, 095929,    5.0,   23.4,
1430200715, 121902, 095729,   25.0,   25.3,
1430200714, 121902, 095634,   34.5,   23.5,
1430200711, 121902, 095334,   75.3,   22.6,
1430200709, 121902, 095129,  100.5,   78.8,
1430200708, 121902, 095024,  115.1,   75.2,
1430200707, 121902, 094929,  124.5,  102.3,
1430200706, 121902, 094814,  149.8,  120.2,
1430200704, 121902, 094609,  174.9,  146.3,
1440200618, 011703, 095502,    4.2,   24.3,
1440200615, 011703, 095312,   24.9,   24.6,
1440200613, 011703, 095138,   45.1,   24.7,
1440200611, 011703, 094903,   74.6,   25.2,
1440200609, 011703, 094708,   99.3,   28.0,
1440200608, 011703, 094608,  115.1,   48.1,
1440200607, 011703, 094523,  124.9,   83.6,
1440200606, 011703, 094418,  148.8,  123.1,
1440200604, 011703, 094218,  174.3,  158.2,
1450200718, 022603, 095707,    4.5,   34.4,
1450200715, 022603, 095458,   24.0,   32.0,
1450200713, 022603, 095247,   44.7,   30.8,
1450200711, 022603, 095028,   73.1,   36.2,
1450200709, 022603, 094757,   99.2,   30.8,
1450200708, 022603, 094638,  114.0,   32.8,
1450200707, 022603, 094527,  126.0,   36.8,
1450200706, 022603, 094358,  149.5,   61.0,
1450200704, 022603, 094127,  174.5,  157.0,
1460200718, 032903, 101044,    9.8,   24.9,
1460200715, 032903, 100759,   25.7,   25.0,
1460200713, 032903, 100539,   44.8,   22.2,
1460200711, 032903, 100254,   74.0,   28.0,
1460200709, 032903, 100009,   99.6,   31.2,
1460200708, 032903, 095819,  112.7,   58.7,
1460200707, 032903, 095654,  123.9,   72.4,
1460200706, 032903, 095509,  149.3,  104.1,
1460200704, 032903, 095214,  175.1,  194.1,
1470200718, 042403, 095959,    4.9,   61.6,
1470200715, 042403, 095749,   24.3,   62.7,
1470200713, 042403, 095539,   44.4,   61.4,
1470200711, 042403, 095329,   73.9,   12.0,
1470200709, 042403, 095119,   98.7,   28.4,
1470200708, 042403, 095014,  114.2,   60.2,
1470200707, 042403, 094914,  123.7,   65.2,
1470200706, 042403, 094745,  149.4,  172.1,
1470200704, 042403, 094429,  174.3,  227.1,
1480200718, 052103, 095612,    4.6,   56.4,
1480200715, 052103, 095346,   24.2,   83.0,
1480200713, 052103, 095142,   45.2,   59.3,
1480200711, 052103, 094928,   74.2,   47.2,
1480200709, 052103, 094717,   99.4,   50.1,
1480200708, 052103, 094611,  113.4,   68.4,
1480200707, 052103, 094457,  124.7,   75.3,
1480200706, 052103, 094337,  148.9,  103.5,
1480200704, 052103, 094117,  174.2,  135.0,
1490200719, 062003, 100245,    5.1,   45.9,
1490200715, 062003, 100010,   24.9,   45.9,
1490200713, 062003, 095754,   45.1,   42.2,
1490200711, 062003, 095509,   74.8,   23.6,
1490200709, 062003, 095239,   99.5,   53.8,
1490200708, 062003, 095119,  115.0,   43.8,
1490200707, 062003, 095015,  124.6,   44.7,
1490200706, 062003, 094839,  149.6,   85.3,
1490200704, 062003, 094609,  175.5,  100.1,
1500200719, 072003, 101350,    4.8,   22.4,
1500200716, 072003, 101047,   24.9,   22.2,
1500200714, 072003, 100841,   45.0,   14.7,
1500200712, 072003, 100607,   74.5,   12.9,
1500200710, 072003, 100231,   98.7,   24.2,
1500200709, 072003, 100118,  114.1,   30.1,
1500200708, 072003, 100005,  124.8,   35.6,
1500200707, 072003, 095842,  148.9,   93.0,
1500200705, 072003, 095637,  174.0,  233.4,
1510200719, 082103, 095708,    4.5,   61.5,
1510200716, 082103, 095453,   25.3,   64.2,
1510200714, 082103, 095245,   44.7,   70.3,
1510200712, 082103, 095030,   74.1,  113.2,
1510200710, 082103, 094837,  100.1,   97.1,
1510200709, 082103, 094745,  113.9,   96.2,
1510200708, 082103, 094700,  123.7,  122.3,
1510200707, 082103, 094553,  149.2,  171.9,
1510200705, 082103, 094406,  174.9,  175.8,
1520200719, 101503, 100934,    4.6,   37.5,
1520200716, 101503, 100649,   25.2,   38.9,
1520200714, 101503, 100419,   45.4,   39.0,
1520200712, 101503, 100203,   74.2,   55.2,
1520200710, 101503, 095921,  100.5,   69.3,
1520200709, 101503, 095733,  115.4,   79.8,
1520200708, 101503, 095613,  125.5,   86.6,
1520200707, 101503, 095444,  150.1,  112.2,
1520200705, 101503, 095149,  174.9,  138.8,
1530200718, 111003, 102917,    4.8,   14.2,
1530200715, 111003, 102306,   24.2,   15.8,
1530200713, 111003, 102042,   43.5,   15.0,
1530200711, 111003, 101734,   77.3,   16.1,
1530200709, 111003, 101459,   99.4,   43.9,
1530200708, 111003, 101347,  116.4,   77.9,
1530200707, 111003, 101234,  124.5,  110.3,
1530200706, 111003, 101050,  151.8,  232.9,
1530200704, 111003, 100814,  175.2,  340.7,
1540200618, 122003, 101115,    6.5,   21.4,
1540200615, 122003, 100749,   24.1,   14.7,
1540200613, 122003, 100528,   44.9,   14.8,
1540200611, 122003, 100243,   75.4,   17.7,
1540200609, 122003, 100008,  100.5,   67.9,
1540200608, 122003, 095849,  115.1,  102.8,
1540200607, 122003, 095753,  124.8,  115.6,
1540200606, 122003, 095632,  149.6,  168.6,
1540200604, 122003, 095357,  181.0,  218.7,
1550200718, 012204, 095251,    3.6,   28.2,
1550200715, 012204, 095052,   24.7,   27.4,
1550200713, 012204, 094900,   43.2,   27.7,
1550200711, 012204, 094711,   73.5,   29.3,
1550200709, 012204, 094520,   99.1,   29.5,
1550200708, 012204, 094425,  113.8,   30.8,
1550200707, 012204, 094336,  123.2,   30.3,
1550200706, 012204, 094225,  148.7,  122.1,
1550200704, 012204, 094015,  175.4,  174.8,
1560200719, 022504, 095859,    4.9,   54.7,
1560200715, 022504, 095640,   23.9,   32.7,
1560200713, 022504, 095351,   45.1,   17.8,
1560200711, 022504, 095142,   72.9,   16.6,
1560200709, 022504, 094950,   99.4,   24.6,
1560200708, 022504, 094836,  115.7,   46.3,
1560200707, 022504, 094735,  124.7,   63.1,
1560200706, 022504, 094630,  148.7,  141.5,
1560200704, 022504, 094431,  177.5,  211.0,
1570200719, 032004, 102505,    8.0,   28.6,
1570200716, 032004, 102259,   24.7,   21.8,
1570200714, 032004, 102044,   46.3,   22.7,
1570200712, 032004, 101745,   73.6,   23.1,
1570200710, 032004, 101521,   99.6,   18.7,
1570200709, 032004, 101410,  114.9,   30.7,
1570200708, 032004, 101300,  124.5,   88.2,
1570200707, 032004, 101130,  149.5,  196.1,
1570200705, 032004, 100850,  174.3,  282.8,
1580200719, 042104, 103330,    4.7,   39.4,
1580200716, 042104, 103010,   24.9,   44.7,
1580200714, 042104, 102651,   44.4,   26.5,
1580200712, 042104, 102346,   75.1,   25.3,
1580200710, 042104, 102030,   99.9,   29.6,
1580200709, 042104, 101851,  113.4,   46.2,
1580200708, 042104, 101720,  125.2,   72.5,
1580200707, 042104, 101501,  149.4,  170.1,
1580200705, 042104, 101150,  173.8,  273.2,
1580200820, 042104, 125120,    3.9,   42.3,
1580200817, 042104, 124929,   23.1,   38.2,
1580200814, 042104, 124709,   44.0,   28.6,
1580200811, 042104, 124509,   73.4,   31.2,
1580200808, 042104, 124320,   98.4,   26.6,
1580200803, 042104, 123759,  174.1,  186.1,
1590200716, 051904, 095406,   24.2,   63.9,
1590200714, 051904, 095147,   43.9,   49.7,
1590200712, 051904, 094923,   73.9,   36.8,
1590200710, 051904, 094541,   98.3,   89.0,
1590200709, 051904, 094416,  113.6,  178.6,
1590200708, 051904, 094301,  123.8,  205.8,
1590200707, 051904, 094122,  149.2,  253.6,
1590200705, 051904, 093852,  174.4,  254.8,
1600200819, 061604, 095305,    3.8,   57.9,
1600200816, 061604, 095100,   24.0,   56.7,
1600200814, 061604, 094850,   44.6,   56.7,
1600200812, 061604, 094605,   74.0,   34.9,
1600200810, 061604, 094410,   99.0,   26.6,
1600200809, 061604, 094314,  114.2,   35.8,
1600200808, 061604, 094225,  123.0,   53.1,
1600200807, 061604, 094114,  149.2,   81.3,
1600200805, 061604, 093929,  173.7,   93.9,
1610200322, 071404, 002513,    4.9,   71.4,
1610200319, 071404, 002333,   25.1,   72.3,
1610200317, 071404, 002158,   43.4,   73.1,
1610200314, 071404, 001933,   74.4,   34.9,
1610200311, 071404, 001703,   99.7,   27.3,
1610200309, 071404, 001548,  114.4,   32.3,
1610200308, 071404, 001452,  125.1,   40.0,
1610200305, 071404, 001242,  149.8,   72.2,
1610200303, 071404, 001113,  174.8,  116.1,
1630200819, 092904, 095158,    4.9,   20.7,
1630200816, 092904, 094939,   24.4,   19.6,
1630200814, 092904, 094753,   44.7,   15.6,
1630200812, 092904, 094558,   73.1,   20.2,
1630200810, 092904, 094418,   99.3,   20.2,
1630200809, 092904, 094214,  114.5,   39.2,
1630200808, 092904, 094108,  124.4,   69.7,
1630200807, 092904, 093943,  149.5,  109.2,
1630200805, 092904, 093748,  174.9,  204.3,
1640200719, 103104, 095221,    5.0,    6.0,
1640200716, 103104, 095015,   24.5,    6.0,
1640200714, 103104, 094825,   44.7,   11.7,
1640200712, 103104, 094625,   75.2,    7.5,
1640200710, 103104, 094432,   99.4,   20.5,
1640200709, 103104, 094326,  113.4,   50.9,
1640200708, 103104, 094205,  124.2,   59.7,
1640200707, 103104, 094053,  149.7,  109.2,
1640200705, 103104, 093900,  175.8,  143.0,
1650200822, 112804, 095807,    5.0,    9.9,
1650200818, 112804, 095442,   24.4,   10.4,
1650200816, 112804, 095219,   44.9,   34.0,
1650200814, 112804, 094925,   74.9,   15.0,
1650200810, 112804, 094626,   98.7,   30.8,
1650200809, 112804, 094506,  114.7,   43.5,
1650200808, 112804, 094352,  126.8,   74.3,
1650200807, 112804, 094223,  148.1,  109.1,
1650200805, 112804, 093953,  174.3,  222.2,
1660200919, 122104, 101124,    5.1,   39.2,
1660200916, 122104, 100803,   25.1,   40.3,
1660200914, 122104, 100451,   44.5,   40.0,
1660200912, 122104, 100131,   74.9,   40.2,
1660200910, 122104, 095803,  100.5,   46.1,
1660200909, 122104, 095607,  113.9,   99.7,
1660200908, 122104, 095433,  125.6,  115.4,
1660200907, 122104, 095203,  149.4,  201.3,
1660200905, 122104, 094839,  174.1,  274.6,
1670200819, 020205, 101014,    4.7,   20.9,
1670200816, 020205, 100713,   25.6,   22.5,
1670200814, 020205, 100414,   45.3,   22.5,
1670200812, 020205, 100114,   75.3,   24.7,
1670200810, 020205, 095826,  100.1,   60.8,
1670200809, 020205, 095647,  115.4,   64.3,
1670200808, 020205, 095535,  126.1,  106.6,
1670200807, 020205, 095341,  151.4,  175.4,
1670200805, 020205, 095052,  174.3,  176.1,
1680200819, 030505, 102006,    4.8,   39.6,
1680200816, 030505, 101709,   25.5,   41.8,
1680200814, 030505, 101455,   45.0,   16.8,
1680200812, 030505, 101200,   75.5,   15.3,
1680200810, 030505, 100935,   99.7,   99.5,
1680200809, 030505, 100819,  115.2,   57.2,
1680200808, 030505, 100706,  125.3,   54.0,
1680200807, 030505, 100542,  150.8,  134.1,
1680200805, 030505, 100250,  174.9,   54.9,
1690200519, 051805, 102306,   10.2,   57.0,
1690200516, 051805, 101938,   24.7,   60.1,
1690200514, 051805, 101655,   44.5,   47.1,
1690200512, 051805, 101327,   74.4,   25.4,
1690200510, 051805, 100938,  100.2,   31.2,
1690200509, 051805, 100754,  114.4,   35.0,
1690200508, 051805, 100604,  125.2,   35.9,
1690200507, 051805, 100406,  150.0,   54.7,
1690200505, 051805, 100037,  174.5,   99.4,
1700200819, 061505, 102452,    4.5,   20.6,
1700200816, 061505, 102051,   25.0,   21.1,
1700200814, 061505, 101732,   45.9,   12.3,
1700200812, 061505, 101305,   75.3,   11.8,
1700200810, 061505, 100923,   99.7,   22.7,
1700200809, 061505, 100707,  115.9,   95.8,
1700200808, 061505, 100508,  123.9,   91.0,
1700200807, 061505, 100314,  150.8,  232.4,
1700200805, 061505, 095937,  174.8,  181.1,
1710200921, 071705, 104350,    5.1,   47.7,
1710200918, 071705, 104100,   24.7,   47.2,
1710200915, 071705, 103805,   44.8,   41.3,
1710200913, 071705, 103505,   75.0,   13.7,
1710200911, 071705, 103205,   99.6,   20.8,
1710200910, 071705, 103035,  115.2,   28.6,
1710200909, 071705, 102905,  124.7,   36.3,
1710200908, 071705, 102715,  150.1,   86.7,
1710200905, 071705, 102430,  174.6,  157.5,
1720200819, 081405, 100313,    4.9,   25.4,
1720200814, 081405, 095808,   45.1,   23.4,
1720200812, 081405, 095538,   75.8,    7.8,
1720200810, 081405, 095314,  101.1,   10.7,
1720200809, 081405, 095154,  115.6,   16.6,
1720200808, 081405, 095029,  124.7,   24.4,
1720200807, 081405, 094852,  151.0,   73.2,
1720200805, 081405, 094614,  175.7,  129.9,
1730200823, 091005, 104239,    5.9,   43.0,
1730200820, 091005, 103950,   24.0,   49.8,
1730200818, 091005, 103714,   44.7,   42.0,
1730200816, 091005, 103436,   74.9,   20.5,
1730200814, 091005, 103218,   99.9,   35.2,
1730200813, 091005, 103021,  114.0,   43.0,
1730200812, 091005, 102913,  124.4,   57.6,
1730200811, 091005, 102741,  151.0,   52.7,
1730200809, 091005, 102527,  174.0,  185.5,
1740201822, 101005, 013345,    6.5,   18.6,
1740201821, 101005, 013129,   14.9,   18.6,
1740201819, 101005, 013008,   26.1,   17.6,
1740201818, 101005, 012846,   34.9,   16.6,
1740201817, 101005, 012734,   45.2,   16.6,
1740201816, 101005, 012622,   61.5,   17.6,
1740201815, 101005, 012458,   75.1,   12.7,
1740201814, 101005, 012324,   84.0,   17.6,
1740201812, 101005, 012058,   99.9,   42.0,
1740201810, 101005, 011825,  115.7,   39.1,
1740201809, 101005, 011713,  124.9,   92.8,
1740201807, 101005, 011435,  151.0,  195.3,
1740201805, 101005, 011207,  175.5,  249.1,
1750200923, 111205, 104510,    4.8,   44.9,
1750200922, 111205, 104332,   12.9,   40.0,
1750200919, 111205, 104054,   23.8,   41.0,
1750200918, 111205, 103930,   33.2,   41.0,
1750200917, 111205, 103821,   43.0,   40.0,
1750200916, 111205, 103701,   58.1,   16.6,
1750200915, 111205, 103540,   73.1,   40.0,
1750200914, 111205, 103426,   84.6,   43.0,
1750200912, 111205, 103215,   98.8,   62.5,
1750200910, 111205, 102956,  112.8,   75.2,
1750200909, 111205, 102846,  123.8,   95.7,
1750200907, 111205, 102615,  149.2,  111.3,
1750200905, 111205, 102347,  173.8,  139.6,
1760200822, 121305, 100522,    5.8,   37.1,
1760200819, 121305, 100232,   25.1,   34.2,
1760200817, 121305, 095928,   45.7,   23.4,
1760200816, 121305, 095754,   59.8,   19.5,
1760200815, 121305, 095631,   74.8,   17.6,
1760200814, 121305, 095504,   85.1,   14.6,
1760200812, 121305, 095210,   98.8,   14.6,
1760200810, 121305, 094936,  115.2,   67.4,
1760200809, 121305, 094823,  124.9,   76.2,
1760200807, 121305, 094532,  152.6,  150.4,
1760200805, 121305, 094250,  175.2,  194.3,
1770200722, 012606, 005924,    6.6,   27.3,
1770200719, 012606, 005623,   24.8,   27.3,
1770200717, 012606, 005414,   46.3,   26.4,
1770200716, 012606, 005259,   59.8,   27.3,
1770200715, 012606, 005134,   75.6,   26.4,
1770200714, 012606, 005023,   85.3,   26.4,
1770200712, 012606, 004813,   98.1,   25.4,
1770200710, 012606, 004603,  115.8,   27.3,
1770200709, 012606, 004454,  125.0,   21.5,
1770200707, 012606, 004214,  150.0,   54.7,
1770200705, 012606, 003928,  172.8,  112.3,
1780200822, 021506, 101857,    7.2,   51.8,
1780200819, 021506, 101241,   25.1,   51.8,
1780200817, 021506, 100942,   45.4,   53.7,
1780200816, 021506, 100813,   58.4,   54.7,
1780200815, 021506, 100612,   76.0,   54.7,
1780200814, 021506, 100445,   83.9,   52.7,
1780200812, 021506, 100200,   99.3,   60.5,
1780200810, 021506, 095936,  115.9,  138.7,
1780200809, 021506, 095821,  124.5,  165.0,
1780200807, 021506, 095503,  150.9,  394.6,
1780200805, 021506, 095140,  175.5,  590.1,
1790201122, 031006, 103004,    7.5,   51.8,
1790201119, 031006, 102631,   24.3,   51.8,
1790201117, 031006, 102401,   46.4,   50.8,
1790201116, 031006, 102219,   60.2,   53.7,
1790201115, 031006, 102045,   75.2,   58.6,
1790201114, 031006, 101914,   85.7,   42.0,
1790201112, 031006, 101608,  101.5,   43.0,
1790201110, 031006, 101305,  115.4,   41.0,
1790201109, 031006, 101129,  124.2,   42.0,
1790201107, 031006, 100834,  148.6,   43.0,
1790201105, 031006, 100544,  174.9,  159.2,
1800200822, 040206, 103604,    9.1,   49.8,
1800200819, 040206, 103129,   24.2,   48.8,
1800200817, 040206, 102753,   46.0,   45.9,
1800200816, 040206, 102625,   59.1,   46.9,
1800200815, 040206, 102449,   74.8,   36.1,
1800200814, 040206, 102157,   85.0,   36.1,
1800200812, 040206, 101851,   99.7,   46.9,
1800200810, 040206, 101439,  115.6,   45.9,
1800200809, 040206, 101256,  124.5,   51.8,
1800200807, 040206, 100950,  149.6,   58.6,
1800200805, 040206, 100650,  175.2,  103.5,
1810200922, 052706, 101749,    9.3,   10.7,
1810200919, 052706, 101354,   25.2,   15.6,
1810200917, 052706, 101055,   44.9,   62.5,
1810200915, 052706, 100811,   75.0,   89.8,
1810200914, 052706, 100658,   85.0,   43.0,
1810200912, 052706, 100435,  101.2,   42.0,
1810200910, 052706, 100221,  115.4,   68.3,
1810200909, 052706, 100106,  125.2,   87.9,
1810200907, 052706, 095835,  150.4,  177.7,
1810200905, 052706, 095548,  175.8,  334.1,
1820201022, 061406, 220850,    7.8,   61.5,
1820201019, 061406, 220455,   25.5,   59.6,
1820201017, 061406, 220245,   45.3,   12.7,
1820201016, 061406, 220140,   60.7,    8.8,
1820201015, 061406, 220030,   75.5,    8.8,
1820201014, 061406, 215920,   85.7,    8.8,
1820201012, 061406, 215715,  100.2,   27.3,
1820201010, 061406, 215530,  114.9,   69.3,
1820201009, 061406, 215435,  125.4,  135.7,
1820201007, 061406, 215230,  150.5,  249.1,
1820201005, 061406, 215036,  174.9,  282.3,
1830200922, 071306, 103555,    9.1,   72.3,
1830200919, 071306, 103029,   26.0,   70.3,
1830200917, 071306, 102639,   45.9,   70.3,
1830200916, 071306, 102437,   60.5,   47.9,
1830200915, 071306, 102157,   76.3,   38.1,
1830200914, 071306, 101955,   85.4,   40.0,
1830200912, 071306, 101556,  100.6,   55.7,
1830200910, 071306, 101144,  115.4,   63.5,
1830200909, 071306, 100958,  125.8,   77.1,
1830200907, 071306, 100531,  151.2,  109.4,
1830200905, 071306, 100006,  175.9,  114.2,
1840200922, 080906, 103440,    7.5,   74.2,
1840200919, 080906, 103026,   25.8,   68.4,
1840200917, 080906, 102715,   44.8,   11.7,
1840200916, 080906, 102548,   60.0,   16.6,
1840200915, 080906, 102414,   74.6,   29.3,
1840200914, 080906, 102245,   86.5,   43.0,
1840200912, 080906, 102020,  100.9,   53.7,
1840200910, 080906, 101740,  115.0,  100.6,
1840200909, 080906, 101615,  125.9,  127.9,
1840200907, 080906, 101245,  150.5,  186.5,
1840200905, 080906, 100950,  174.8,  255.9,
1850200822, 091606, 100801,    5.6,   22.5,
1850200819, 091606, 100514,   25.6,   10.7,
1850200817, 091606, 100148,   45.7,    9.8,
1850200816, 091606, 100032,   60.6,   10.7,
1850200815, 091606, 095857,   76.2,   12.7,
1850200814, 091606, 095725,   85.4,   21.5,
1850200812, 091606, 095438,  100.6,   31.2,
1850200810, 091606, 095153,  115.4,   47.8,
1850200809, 091606, 095022,  125.5,   64.4,
1850200807, 091606, 094717,  151.0,  109.4,
1850200805, 091606, 094424,  177.5,  164.1,
1860201722, 102106, 101931,    8.1,   18.6,
1860201719, 102106, 101611,   25.3,   18.6,
1860201717, 102106, 101235,   45.8,   16.6,
1860201716, 102106, 101112,   61.6,   18.6,
1860201715, 102106, 100947,   74.7,   16.6,
1860201714, 102106, 100829,   84.9,   19.5,
1860201712, 102106, 100556,   97.3,   22.5,
1860201710, 102106, 100302,  116.2,   39.1,
1860201709, 102106, 100042,  125.3,   48.8,
1860201707, 102106, 095731,  151.8,   85.9,
1860201705, 102106, 095321,  172.6,   93.7,
1870200822, 110906, 102550,    8.8,   23.4,
1870200819, 110906, 102135,   25.8,   26.4,
1870200817, 110906, 101800,   45.0,   25.4,
1870200816, 110906, 101530,   61.0,   16.6,
1870200815, 110906, 101341,   75.2,   14.6,
1870200814, 110906, 101205,   86.0,   15.6,
1870200812, 110906, 100855,  100.5,   31.2,
1870200810, 110906, 100506,  115.6,   44.9,
1870200809, 110906, 100256,  125.2,   57.6,
1870200807, 110906, 095846,  151.5,   98.6,
1870200805, 110906, 095357,  176.3,  133.8,
1880200822, 121006, 101358,    7.7,    7.8,
1880200819, 121006, 100942,   24.7,    6.8,
1880200817, 121006, 100741,   46.7,    6.8,
1880200816, 121006, 100641,   61.3,    9.8,
1880200815, 121006, 100536,   75.7,    8.8,
1880200814, 121006, 100435,   86.3,   35.2,
1880200812, 121006, 100234,  101.2,   64.4,
1880200810, 121006, 100021,  115.9,   62.5,
1880200809, 121006, 095919,  126.6,   84.0,
1880200807, 121006, 095700,  152.0,  152.3,
1880200805, 121006, 095427,  176.9,  279.4,
1890200922, 020707, 102251,    4.7,   19.5,
1890200919, 020707, 101946,   24.9,   18.6,
1890200917, 020707, 101628,   44.7,   20.5,
1890200916, 020707, 101443,   58.8,   19.5,
1890200915, 020707, 101309,   75.2,   19.5,
1890200914, 020707, 101140,   84.4,   19.5,
1890200912, 020707, 100843,  100.0,   24.4,
1890200910, 020707, 100551,  115.0,   79.1,
1890200909, 020707, 100403,  125.2,   89.8,
1890200907, 020707, 100046,  150.1,  146.5,
1890200905, 020707, 095709,  174.2,  234.4,
1900200922, 032107, 102150,    4.4,   40.0,
1900200919, 032107, 101812,   25.1,   31.2,
1900200917, 032107, 101457,   45.1,   24.4,
1900200916, 032107, 101318,   60.2,   28.3,
1900200915, 032107, 101134,   74.6,   19.5,
1900200914, 032107, 100959,   84.8,   23.4,
1900200912, 032107, 100520,  100.3,   39.1,
1900200910, 032107, 100217,  115.3,   68.4,
1900200909, 032107, 095856,  124.8,  130.9,
1900200907, 032107, 095451,  149.0,  183.6,
1900200905, 032107, 095132,  174.2,  220.7,
1910200922, 050507, 101408,    7.3,   92.8,
1910200919, 050507, 100951,   24.5,   93.8,
1910200917, 050507, 100715,   44.9,   92.8,
1910200916, 050507, 100511,   60.3,   70.3,
1910200915, 050507, 100301,   74.5,   48.8,
