botid, date, time, press, sigma, tdp, 
#, mmddyy, hhmmss, dbar, kg/m3, umol/kg, 
2020200613, 062608, 035437,  125.2, 24.459,  -9.00,
2020200612, 062608, 035426,  125.1, 24.459,  -9.00,
2020200611, 062608, 035416,  125.1, 24.460,  -9.00,
2020200610, 062608, 035407,  125.0, 24.460,  -9.00,
2020200609, 062608, 035152,  149.7, 24.669,  -9.00,
2020200608, 062608, 035142,  149.6, 24.668,  -9.00,
2020200607, 062608, 034943,  175.4, 24.935,  -9.00,
2020200606, 062608, 034755,  200.4, 25.117,  -9.00,
2020200605, 062608, 034502,  249.9, 25.554,  -9.00,
2020200723, 062608, 071617,    7.6, 23.240,  -9.00,
2020200722, 062608, 071610,    7.8, 23.240,  -9.00,
2020200721, 062608, 071330,   15.4, 23.239,  -9.00,
2020200720, 062608, 071215,   25.1, 23.238,  -9.00,
2020200719, 062608, 071206,   25.1, 23.238,  -9.00,
2020200718, 062608, 071050,   35.2, 23.238,  -9.00,
2020200717, 062608, 070940,   45.3, 23.239,  -9.00,
2020200716, 062608, 070820,   60.1, 23.252,  -9.00,
2020200715, 062608, 070710,   73.6, 23.380,  -9.00,
2020200714, 062608, 070556,   84.6, 23.663,  -9.00,
2020200713, 062608, 070452,   89.4, 23.767,  -9.00,
2020200712, 062608, 070316,   99.5, 23.902,  -9.00,
2020200711, 062608, 070202,  110.4, 24.061,  -9.00,
2020200710, 062608, 070036,  114.9, 24.092,  -9.00,
2020200709, 062608, 065907,  124.3, 24.204,  -9.00,
2020200708, 062608, 065746,  129.8, 24.320,  -9.00,
2020200707, 062608, 065612,  150.6, 24.565,  -9.00,
2020200706, 062608, 065422,  164.9, 24.738,  -9.00,
2020200705, 062608, 065251,  175.1, 24.843,  -9.00,
2020200704, 062608, 065041,  200.2, 25.065,  -9.00,
2020200824, 062608, 100722,    6.7, 23.244,  -9.00,
2020200823, 062608, 100438,   24.7, 23.243,  -9.00,
2020200822, 062608, 100144,   45.0, 23.244,  -9.00,
2020200821, 062608, 095836,   74.4, 23.651,  -9.00,
2020200820, 062608, 095643,   99.6, 23.992,  -9.00,
2020200819, 062608, 095430,  124.7, 24.375,  -9.00,
2020200818, 062608, 095201,  150.4, 24.592,  -9.00,
2020200817, 062608, 094957,  174.1, 24.807,  -9.00,
2020200924, 062608, 130310,    7.2, 23.250,  -9.00,
2020200923, 062608, 130300,    7.2, 23.250,  -9.00,
2020200922, 062608, 130250,    7.1, 23.250,  -9.00,
2020200921, 062608, 130242,    7.1, 23.250,  -9.00,
2020200920, 062608, 125919,   21.4, 23.248,  -9.00,
2020200919, 062608, 125909,   21.3, 23.248,  -9.00,
2020200918, 062608, 125859,   21.3, 23.248,  -9.00,
2020200917, 062608, 125850,   21.3, 23.248,  -9.00,
2020200916, 062608, 125645,   44.4, 23.247,  -9.00,
2020200915, 062608, 125635,   44.4, 23.248,  -9.00,
2020200914, 062608, 125625,   44.4, 23.248,  -9.00,
2020200913, 062608, 125615,   44.4, 23.248,  -9.00,
2020200912, 062608, 125409,   74.9, 23.716,  -9.00,
2020200911, 062608, 125400,   74.9, 23.716,  -9.00,
2020200910, 062608, 125350,   75.0, 23.715,  -9.00,
2020200909, 062608, 125340,   75.0, 23.715,  -9.00,
2020200908, 062608, 125049,   99.9, 24.008,  -9.00,
2020200907, 062608, 125039,   99.7, 24.008,  -9.00,
2020200906, 062608, 125027,   99.6, 24.008,  -9.00,
2020200905, 062608, 124809,  124.9, 24.356,  -9.00,
2020200904, 062608, 124759,  125.0, 24.356,  -9.00,
2020200903, 062608, 124749,  125.0, 24.356,  -9.00,
2020200902, 062608, 124540,  149.1, 24.572,  -9.00,
2020200901, 062608, 124304,  174.7, 24.814,  -9.00,
2020201024, 062608, 160404,    6.3, 23.245,  -9.00,
2020201023, 062608, 160024,   24.8, 23.245,  -9.00,
2020201022, 062608, 155834,   45.3, 23.247,  -9.00,
2020201021, 062608, 155634,   74.4, 23.825,  -9.00,
2020201020, 062608, 155504,   97.7, 24.113,  -9.00,
2020201019, 062608, 155349,  124.1, 24.346,  -9.00,
2020201018, 062608, 155339,  124.0, 24.343,  -9.00,
2020201017, 062608, 155329,  124.0, 24.341,  -9.00,
2020201016, 062608, 155319,  124.0, 24.343,  -9.00,
2020201015, 062608, 155309,  124.1, 24.342,  -9.00,
2020201014, 062608, 155129,  148.9, 24.588,  -9.00,
2020201013, 062608, 154939,  199.4, 25.103,  -9.00,
2020201012, 062608, 154929,  199.5, 25.103,  -9.00,
2020201011, 062608, 154919,  199.5, 25.103,  -9.00,
2020201010, 062608, 154909,  199.4, 25.103,  -9.00,
2020201009, 062608, 154859,  199.4, 25.103,  -9.00,
2020201008, 062608, 154734,  224.6, 25.267,  -9.00,
2020201007, 062608, 154518,  299.5, 25.986,  -9.00,
2020201124, 062608, 185933,    7.1, 23.242,  -9.00,
2020201123, 062608, 185923,    6.9, 23.241,  -9.00,
2020201122, 062608, 185913,    6.8, 23.241,  -9.00,
2020201121, 062608, 185608,   24.8, 23.244,  -9.00,
2020201120, 062608, 185557,   24.9, 23.244,  -9.00,
2020201119, 062608, 185547,   24.8, 23.244,  -9.00,
2020201118, 062608, 185403,   45.4, 23.246,  -9.00,
2020201117, 062608, 185353,   45.4, 23.246,  -9.00,
2020201116, 062608, 185342,   45.6, 23.246,  -9.00,
2020201115, 062608, 185153,   74.7, 23.621,  -9.00,
2020201114, 062608, 185143,   74.8, 23.620,  -9.00,
2020201113, 062608, 185133,   74.7, 23.620,  -9.00,
2020201112, 062608, 184947,  100.2, 23.965,  -9.00,
2020201111, 062608, 184937,  100.2, 23.965,  -9.00,
2020201110, 062608, 184927,  100.2, 23.965,  -9.00,
2020201109, 062608, 184727,  124.4, 24.266,  -9.00,
2020201108, 062608, 184718,  124.4, 24.265,  -9.00,
2020201107, 062608, 184708,  124.5, 24.266,  -9.00,
2020201106, 062608, 184522,  149.1, 24.567,  -9.00,
2020201105, 062608, 184513,  149.1, 24.568,  -9.00,
2020201104, 062608, 184328,  174.0, 24.800,  -9.00,
2020201103, 062608, 184317,  174.1, 24.802,  -9.00,
2020201217, 062608, 215626,    5.0, 23.197,  -9.00,
2020201216, 062608, 215252,   25.3, 23.232,  -9.00,
2020201215, 062608, 215122,   45.2, 23.236,  -9.00,
2020201214, 062608, 215112,   45.2, 23.236,  -9.00,
2020201213, 062608, 214952,   60.8, 23.239,  -9.00,
2020201212, 062608, 214817,   74.7, 23.516,  -9.00,
2020201211, 062608, 214647,   84.9, 23.637,  -9.00,
2020201210, 062608, 214517,  100.2, 23.889,  -9.00,
2020201209, 062608, 214507,  100.0, 23.889,  -9.00,
2020201208, 062608, 214327,  124.9, 24.274,  -9.00,
2020201207, 062608, 214317,  124.9, 24.274,  -9.00,
2020201206, 062608, 214142,  150.3, 24.617,  -9.00,
2020201205, 062608, 214132,  150.2, 24.616,  -9.00,
2020201204, 062608, 213937,  175.1, 24.843,  -9.00,
2020201203, 062608, 213927,  175.1, 24.844,  -9.00,
2020201324, 062708, 011302,    6.3, 23.169,  -9.00,
2020201323, 062708, 011035,   23.8, 23.228,  -9.00,
2020201322, 062708, 010749,   45.0, 23.236,  -9.00,
2020201321, 062708, 010602,   74.3, 23.718,  -9.00,
2020201320, 062708, 010426,   99.1, 24.000,  -9.00,
2020201319, 062708, 010221,  124.1, 24.297,  -9.00,
2020201318, 062708, 010046,  149.7, 24.633,  -9.00,
2020201317, 062708, 005841,  199.1, 25.037,  -9.00,
2020201316, 062708, 005831,  199.0, 25.035,  -9.00,
2020201315, 062708, 005821,  199.0, 25.034,  -9.00,
2020201314, 062708, 005607,  249.5, 25.524,  -9.00,
2020201313, 062708, 005347,  298.3, 25.936,  -9.00,
2020201424, 062708, 040616,    6.5, 23.183,  -9.00,
2020201423, 062708, 040606,    6.6, 23.183,  -9.00,
2020201422, 062708, 040250,   15.3, 23.186,  -9.00,
2020201421, 062708, 040116,   25.4, 23.229,  -9.00,
2020201420, 062708, 040106,   25.3, 23.229,  -9.00,
2020201419, 062708, 035931,   35.2, 23.232,  -9.00,
2020201418, 062708, 035921,   35.2, 23.232,  -9.00,
2020201417, 062708, 035750,   44.9, 23.236,  -9.00,
2020201416, 062708, 035741,   45.0, 23.236,  -9.00,
2020201415, 062708, 035731,   45.0, 23.236,  -9.00,
2020201414, 062708, 035506,   59.8, 23.541,  -9.00,
2020201413, 062708, 035316,   74.9, 23.729,  -9.00,
2020201412, 062708, 035306,   74.9, 23.729,  -9.00,
2020201411, 062708, 035257,   74.9, 23.729,  -9.00,
2020201410, 062708, 034941,   99.8, 24.099,  -9.00,
2020201409, 062708, 034931,   99.7, 24.100,  -9.00,
2020201408, 062708, 034743,  125.2, 24.329,  -9.00,
2020201407, 062708, 034731,  125.0, 24.318,  -9.00,
2020201406, 062708, 034536,  150.4, 24.624,  -9.00,
2020201405, 062708, 034526,  150.3, 24.625,  -9.00,
2020201404, 062708, 034341,  175.0, 24.894,  -9.00,
2020201403, 062708, 034331,  174.9, 24.894,  -9.00,
2020201524, 062708, 070405,    6.4, 23.200,  -9.00,
2020201523, 062708, 070354,    6.3, 23.200,  -9.00,
2020201522, 062708, 070345,    6.2, 23.199,  -9.00,
2020201521, 062708, 070024,   25.0, 23.199,  -9.00,
2020201520, 062708, 070014,   24.9, 23.199,  -9.00,
2020201519, 062708, 065852,   44.4, 23.235,  -9.00,
2020201518, 062708, 065839,   44.4, 23.235,  -9.00,
2020201517, 062708, 065729,   60.1, 23.334,  -9.00,
2020201516, 062708, 065604,   74.9, 23.580,  -9.00,
2020201515, 062708, 065554,   75.0, 23.580,  -9.00,
2020201514, 062708, 065444,   84.8, 23.727,  -9.00,
2020201513, 062708, 065329,  100.0, 23.977,  -9.00,
2020201512, 062708, 065319,  100.0, 23.977,  -9.00,
2020201511, 062708, 065150,  114.8, 24.115,  -9.00,
2020201510, 062708, 065039,  124.0, 24.218,  -9.00,
2020201509, 062708, 065029,  124.0, 24.218,  -9.00,
2020201508, 062708, 065020,  124.0, 24.218,  -9.00,
2020201507, 062708, 064859,  135.3, 24.317,  -9.00,
2020201506, 062708, 064737,  150.6, 24.559,  -9.00,
2020201505, 062708, 064730,  150.6, 24.556,  -9.00,
2020201504, 062708, 064554,  175.4, 24.729,  -9.00,
2020201503, 062708, 064544,  175.3, 24.729,  -9.00,
2020201624, 062708, 131438,    6.0, 23.223,  -9.00,
2020201623, 062708, 130823,   80.5, 23.693,  -9.00,
2020201622, 062708, 130319,  260.0, 25.594,  -9.00,
2030200124, 072608, 120440,    7.1, 23.026,  -9.00,
2030200123, 072608, 120430,    7.1, 23.026,  -9.00,
2030200122, 072608, 120420,    7.0, 23.026,  -9.00,
2030200121, 072608, 120411,    6.9, 23.026,  -9.00,
2030200120, 072608, 120400,    6.9, 23.026,  -9.00,
2030200119, 072608, 120350,    6.8, 23.027,  -9.00,
2030200118, 072608, 120341,    6.7, 23.026,  -9.00,
2030200117, 072608, 120330,    6.8, 23.026,  -9.00,
2030200116, 072608, 120320,    6.9, 23.025,  -9.00,
2030200115, 072608, 115940,   25.0, 23.025,  -9.00,
2030200114, 072608, 115930,   24.8, 23.025,  -9.00,
2030200113, 072608, 115920,   24.8, 23.026,  -9.00,
2030200112, 072608, 115910,   24.9, 23.025,  -9.00,
2030200111, 072608, 115902,   24.9, 23.026,  -9.00,
2030200110, 072608, 115536,   75.0, 23.746,  -9.00,
2030200109, 072608, 115526,   74.9, 23.747,  -9.00,
2030200108, 072608, 115515,   74.9, 23.747,  -9.00,
2030200107, 072608, 115505,   74.9, 23.747,  -9.00,
2030200106, 072608, 115456,   75.1, 23.747,  -9.00,
2030200105, 072608, 115130,   44.6, 23.483,  -9.00,
2030200104, 072608, 115120,   44.5, 23.483,  -9.00,
2030200103, 072608, 115022,   44.5, 23.482,  -9.00,
2030200102, 072608, 115014,   44.5, 23.482,  -9.00,
2030200101, 072608, 115001,   44.6, 23.482,  -9.00,
2030200224, 072608, 134959,    8.3, 23.030,  -9.00,
2030200223, 072608, 134953,    8.3, 23.029,  -9.00,
2030200222, 072608, 134946,    8.4, 23.029,  -9.00,
2030200221, 072608, 134708,   25.2, 23.028,  -9.00,
2030200220, 072608, 134701,   25.2, 23.028,  -9.00,
2030200219, 072608, 134655,   25.2, 23.028,  -9.00,
2030200218, 072608, 134648,   25.3, 23.028,  -9.00,
2030200217, 072608, 134459,   44.8, 23.415,  -9.00,
2030200216, 072608, 134451,   44.8, 23.418,  -9.00,
2030200215, 072608, 134444,   44.7, 23.422,  -9.00,
2030200214, 072608, 134243,   75.1, 23.770,  -9.00,
2030200213, 072608, 134237,   75.2, 23.773,  -9.00,
2030200212, 072608, 134229,   75.0, 23.773,  -9.00,
2030200211, 072608, 134028,  101.0, 24.066,  -9.00,
2030200210, 072608, 134020,  100.8, 24.065,  -9.00,
2030200209, 072608, 134010,  100.9, 24.066,  -9.00,
2030200208, 072608, 133802,  125.5, 24.253,  -9.00,
2030200207, 072608, 133755,  124.9, 24.252,  -9.00,
2030200206, 072608, 133748,  125.2, 24.254,  -9.00,
2030200205, 072608, 133740,  125.3, 24.254,  -9.00,
2030200204, 072608, 133523,  150.0, 24.528,  -9.00,
2030200203, 072608, 133327,  176.1, 24.816,  -9.00,
2030200322, 072608, 151717,   15.6, 23.033,  -9.00,
2030200321, 072608, 151711,   15.5, 23.033,  -9.00,
2030200320, 072608, 151704,   15.4, 23.034,  -9.00,
2030200319, 072608, 151658,   15.5, 23.033,  -9.00,
2030200318, 072608, 151651,   15.5, 23.033,  -9.00,
2030200317, 072608, 151644,   15.5, 23.031,  -9.00,
2030200316, 072608, 151637,   15.7, 23.031,  -9.00,
2030200315, 072608, 151631,   15.3, 23.031,  -9.00,
2030200314, 072608, 151624,   15.4, 23.031,  -9.00,
2030200313, 072608, 151615,   15.3, 23.031,  -9.00,
2030200312, 072608, 151609,   15.5, 23.032,  -9.00,
2030200311, 072608, 151602,   15.5, 23.032,  -9.00,
2030200310, 072608, 151555,   15.5, 23.032,  -9.00,
2030200309, 072608, 151549,   15.5, 23.032,  -9.00,
2030200308, 072608, 151542,   15.5, 23.032,  -9.00,
2030200307, 072608, 151535,   15.5, 23.032,  -9.00,
2030200306, 072608, 151529,   15.5, 23.032,  -9.00,
2030200305, 072608, 151522,   15.5, 23.033,  -9.00,
2030200304, 072608, 151516,   15.7, 23.033,  -9.00,
2030200303, 072608, 151509,   15.7, 23.033,  -9.00,
2030200302, 072608, 150904,  250.4, 25.381,  -9.00,
2030200301, 072608, 150857,  250.5, 25.381,  -9.00,
2030200424, 072608, 194423,   14.2, 23.036,  -9.00,
2030200524, 072608, 231931,   10.7, 23.009,  -9.00,
2030200523, 072608, 231711,   51.8, 23.509,  -9.00,
2030200522, 072608, 231522,   82.0, 23.894,  -9.00,
2030200521, 072608, 231226,  120.6, 24.175,  -9.00,
2030200520, 072608, 230954,  160.8, 24.447,  -9.00,
2030200519, 072608, 230717,  198.3, 24.803,  -9.00,
2030200518, 072608, 230513,  235.0, 25.095,  -9.00,
2030200517, 072608, 230311,  280.0, 25.447,  -9.00,
2030200624, 072708, 014121,    5.8, 22.986,  -9.00,
2030200623, 072708, 014111,    5.7, 22.986,  -9.00,
2030200622, 072708, 013801,   25.1, 23.034,  -9.00,
2030200621, 072708, 013750,   25.1, 23.034,  -9.00,
2030200620, 072708, 013741,   25.0, 23.033,  -9.00,
2030200619, 072708, 013556,   45.2, 23.450,  -9.00,
2030200618, 072708, 013545,   45.0, 23.448,  -9.00,
2030200617, 072708, 013356,   75.1, 23.928,  -9.00,
2030200616, 072708, 013345,   75.2, 23.929,  -9.00,
2030200615, 072708, 013141,  100.0, 24.130,  -9.00,
2030200614, 072708, 013131,  100.0, 24.129,  -9.00,
2030200613, 072708, 012926,  125.4, 24.291,  -9.00,
2030200612, 072708, 012911,  125.2, 24.292,  -9.00,
2030200611, 072708, 012901,  125.2, 24.292,  -9.00,
2030200610, 072708, 012710,  150.6, 24.472,  -9.00,
2030200609, 072708, 012700,  150.4, 24.472,  -9.00,
2030200608, 072708, 012516,  174.9, 24.640,  -9.00,
2030200607, 072708, 012507,  174.9, 24.640,  -9.00,
2030200606, 072708, 012331,  200.1, 24.904,  -9.00,
2030200605, 072708, 012111,  250.0, 25.303,  -9.00,
2030200724, 072708, 041400,    5.9, 23.007,  -9.00,
2030200723, 072708, 041100,   25.1, 23.031,  -9.00,
2030200722, 072708, 040911,   45.1, 23.520,  -9.00,
2030200721, 072708, 040901,   45.0, 23.519,  -9.00,
2030200720, 072708, 040850,   45.0, 23.519,  -9.00,
2030200719, 072708, 040640,   74.9, 23.762,  -9.00,
2030200718, 072708, 040631,   74.9, 23.762,  -9.00,
2030200717, 072708, 040620,   75.0, 23.762,  -9.00,
2030200716, 072708, 040421,   99.6, 23.971,  -9.00,
2030200715, 072708, 040410,   99.8, 23.974,  -9.00,
2030200714, 072708, 040400,   99.8, 23.975,  -9.00,
2030200713, 072708, 040205,  124.9, 24.212,  -9.00,
2030200712, 072708, 040155,  125.0, 24.213,  -9.00,
2030200711, 072708, 040145,  125.1, 24.215,  -9.00,
2030200710, 072708, 035940,  149.5, 24.447,  -9.00,
2030200709, 072708, 035930,  149.4, 24.449,  -9.00,
2030200708, 072708, 035920,  149.5, 24.452,  -9.00,
2030200707, 072708, 035720,  174.6, 24.745,  -9.00,
2030200706, 072708, 035530,  199.5, 24.943,  -9.00,
2030200705, 072708, 035311,  249.5, 25.363,  -9.00,
2030200824, 072708, 071954,    6.2, 23.019,  -9.00,
2030200823, 072708, 071939,    6.1, 23.018,  -9.00,
2030200822, 072708, 071735,   14.9, 23.017,  -9.00,
2030200821, 072708, 071510,   24.4, 23.024,  -9.00,
2030200820, 072708, 071444,   24.4, 23.023,  -9.00,
2030200819, 072708, 071434,   24.4, 23.023,  -9.00,
2030200818, 072708, 071209,   34.5, 23.125,  -9.00,
2030200817, 072708, 071039,   45.0, 23.382,  -9.00,
2030200816, 072708, 070859,   59.6, 23.565,  -9.00,
2030200815, 072708, 070654,   74.4, 23.685,  -9.00,
2030200814, 072708, 070514,   85.6, 23.805,  -9.00,
2030200813, 072708, 070359,   89.5, 23.873,  -9.00,
2030200812, 072708, 070219,   99.7, 23.965,  -9.00,
2030200811, 072708, 070055,  109.8, 24.062,  -9.00,
2030200810, 072708, 065925,  114.7, 24.096,  -9.00,
2030200809, 072708, 065730,  125.5, 24.206,  -9.00,
2030200808, 072708, 065609,  129.9, 24.237,  -9.00,
2030200807, 072708, 065429,  149.6, 24.391,  -9.00,
2030200806, 072708, 065250,  165.1, 24.532,  -9.00,
2030200805, 072708, 065129,  173.9, 24.617,  -9.00,
2030200804, 072708, 064939,  200.4, 24.862,  -9.00,
2030200924, 072708, 101549,    6.0, 23.028,  -9.00,
2030200923, 072708, 101104,   24.6, 23.036,  -9.00,
2030200922, 072708, 100859,   45.2, 23.430,  -9.00,
2030200921, 072708, 100639,   75.2, 23.732,  -9.00,
2030200920, 072708, 100434,  100.6, 24.005,  -9.00,
2030200919, 072708, 100214,  125.1, 24.174,  -9.00,
2030200918, 072708, 100018,  149.5, 24.356,  -9.00,
2030200917, 072708, 095804,  175.9, 24.554,  -9.00,
2030201024, 072708, 130222,    9.1, 23.050,  -9.00,
2030201023, 072708, 130216,    9.2, 23.050,  -9.00,
2030201022, 072708, 130209,    9.3, 23.049,  -9.00,
2030201021, 072708, 130203,    9.2, 23.049,  -9.00,
2030201020, 072708, 125910,   24.5, 23.048,  -9.00,
2030201019, 072708, 125903,   24.7, 23.047,  -9.00,
2030201018, 072708, 125856,   24.9, 23.047,  -9.00,
2030201017, 072708, 125848,   25.0, 23.048,  -9.00,
2030201016, 072708, 125638,   45.1, 23.470,  -9.00,
2030201015, 072708, 125628,   45.3, 23.470,  -9.00,
2030201014, 072708, 125618,   45.3, 23.470,  -9.00,
2030201013, 072708, 125607,   45.2, 23.471,  -9.00,
2030201012, 072708, 125348,   74.4, 23.877,  -9.00,
2030201011, 072708, 125338,   74.6, 23.877,  -9.00,
2030201010, 072708, 125328,   74.5, 23.877,  -9.00,
2030201009, 072708, 125318,   74.4, 23.877,  -9.00,
2030201008, 072708, 125108,  101.0, 24.127,  -9.00,
2030201007, 072708, 125057,  101.0, 24.126,  -9.00,
2030201006, 072708, 125048,  100.9, 24.126,  -9.00,
2030201005, 072708, 124847,  124.5, 24.248,  -9.00,
2030201004, 072708, 124838,  124.5, 24.248,  -9.00,
2030201003, 072708, 124828,  124.5, 24.248,  -9.00,
2030201002, 072708, 124618,  150.0, 24.436,  -9.00,
2030201001, 072708, 124407,  174.5, 24.623,  -9.00,
2030201124, 072708, 155901,   10.1, 23.057,  -9.00,
2030201123, 072708, 155624,   45.3, 23.563,  -9.00,
2030201122, 072708, 155427,   74.9, 23.844,  -9.00,
2030201121, 072708, 155247,  100.3, 24.086,  -9.00,
2030201120, 072708, 155105,  124.9, 24.341,  -9.00,
2030201119, 072708, 155059,  125.1, 24.344,  -9.00,
2030201118, 072708, 155051,  125.1, 24.343,  -9.00,
2030201117, 072708, 155045,  125.1, 24.342,  -9.00,
2030201116, 072708, 155039,  125.2, 24.341,  -9.00,
2030201115, 072708, 155031,  125.2, 24.342,  -9.00,
2030201114, 072708, 154842,  149.9, 24.497,  -9.00,
2030201113, 072708, 154708,  175.0, 24.708,  -9.00,
2030201112, 072708, 154521,  199.8, 24.974,  -9.00,
2030201111, 072708, 154515,  199.7, 24.975,  -9.00,
2030201110, 072708, 154508,  199.7, 24.975,  -9.00,
2030201109, 072708, 154501,  199.7, 24.975,  -9.00,
2030201108, 072708, 154454,  199.7, 24.975,  -9.00,
2030201107, 072708, 154447,  199.6, 24.975,  -9.00,
2030201224, 072708, 185819,    8.1, 23.043,  -9.00,
2030201223, 072708, 185813,    8.1, 23.043,  -9.00,
2030201222, 072708, 185806,    8.1, 23.043,  -9.00,
2030201221, 072708, 185521,   25.1, 23.048,  -9.00,
2030201220, 072708, 185514,   25.3, 23.048,  -9.00,
2030201219, 072708, 185507,   25.2, 23.048,  -9.00,
2030201218, 072708, 185341,   44.9, 23.517,  -9.00,
2030201217, 072708, 185334,   44.9, 23.517,  -9.00,
2030201216, 072708, 185327,   44.9, 23.517,  -9.00,
2030201215, 072708, 185140,   74.4, 23.881,  -9.00,
2030201214, 072708, 185133,   74.3, 23.882,  -9.00,
2030201213, 072708, 185127,   74.2, 23.882,  -9.00,
2030201212, 072708, 184902,   99.9, 24.090,  -9.00,
2030201211, 072708, 184855,   99.8, 24.093,  -9.00,
2030201210, 072708, 184848,   99.8, 24.100,  -9.00,
2030201209, 072708, 184709,  124.6, 24.303,  -9.00,
2030201208, 072708, 184703,  124.6, 24.303,  -9.00,
2030201207, 072708, 184657,  124.6, 24.303,  -9.00,
2030201206, 072708, 184543,  149.4, 24.421,  -9.00,
2030201205, 072708, 184537,  149.5, 24.421,  -9.00,
2030201204, 072708, 184403,  173.6, 24.584,  -9.00,
2030201203, 072708, 184357,  173.6, 24.584,  -9.00,
2030201324, 072708, 220554,    8.5, 23.006,  -9.00,
2030201323, 072708, 220548,    8.5, 23.007,  -9.00,
2030201322, 072708, 220541,    8.5, 23.007,  -9.00,
2030201321, 072708, 220328,   25.3, 23.027,  -9.00,
2030201320, 072708, 220322,   25.3, 23.027,  -9.00,
2030201319, 072708, 220315,   25.2, 23.027,  -9.00,
2030201318, 072708, 220045,   44.9, 23.410,  -9.00,
2030201317, 072708, 215925,   59.5, 23.640,  -9.00,
2030201316, 072708, 215800,   74.7, 23.779,  -9.00,
2030201315, 072708, 215646,   84.9, 23.878,  -9.00,
2030201314, 072708, 215525,  100.0, 24.050,  -9.00,
2030201313, 072708, 215357,  115.2, 24.136,  -9.00,
2030201312, 072708, 215246,  124.7, 24.186,  -9.00,
2030201311, 072708, 215045,  149.8, 24.341,  -9.00,
2030201310, 072708, 214859,  175.3, 24.464,  -9.00,
2030201309, 072708, 214715,  199.3, 24.660,  -9.00,
2030201308, 072708, 214529,  224.4, 24.887,  -9.00,
2030201307, 072708, 214329,  250.5, 25.090,  -9.00,
2030201424, 072808, 011626,    6.0, 23.012,  -9.00,
2030201423, 072808, 011305,   25.1, 23.040,  -9.00,
2030201422, 072808, 011110,   44.9, 23.259,  -9.00,
2030201421, 072808, 010855,   74.6, 23.866,  -9.00,
2030201420, 072808, 010615,   99.8, 24.137,  -9.00,
2030201419, 072808, 010345,  124.4, 24.272,  -9.00,
2030201418, 072808, 010105,  149.8, 24.482,  -9.00,
2030201417, 072808, 005814,  199.7, 24.865,  -9.00,
2030201416, 072808, 005804,  199.6, 24.866,  -9.00,
2030201415, 072808, 005555,  250.0, 25.304,  -9.00,
2030201523, 072808, 041139,    5.7, 23.063,  -9.00,
2030201522, 072808, 041129,    5.8, 23.062,  -9.00,
2030201521, 072808, 040859,   15.3, 23.064,  -9.00,
2030201520, 072808, 040654,   24.7, 23.090,  -9.00,
2030201519, 072808, 040629,   24.6, 23.096,  -9.00,
2030201518, 072808, 040454,   34.7, 23.382,  -9.00,
2030201517, 072808, 040444,   34.7, 23.381,  -9.00,
2030201516, 072808, 040304,   45.3, 23.557,  -9.00,
2030201515, 072808, 040254,   44.9, 23.557,  -9.00,
2030201514, 072808, 040059,   59.9, 23.701,  -9.00,
2030201513, 072808, 035924,   74.8, 23.925,  -9.00,
2030201512, 072808, 035914,   74.9, 23.925,  -9.00,
2030201511, 072808, 035704,   99.6, 24.161,  -9.00,
2030201510, 072808, 035655,   99.8, 24.161,  -9.00,
2030201509, 072808, 035424,  126.0, 24.344,  -9.00,
2030201508, 072808, 035416,  126.0, 24.351,  -9.00,
2030201507, 072808, 035223,  149.9, 24.535,  -9.00,
2030201506, 072808, 035209,  149.9, 24.536,  -9.00,
2030201505, 072808, 034952,  175.5, 24.692,  -9.00,
2030201504, 072808, 034939,  175.6, 24.695,  -9.00,
2030201623, 072808, 071239,    6.5, 23.035,  -9.00,
2030201622, 072808, 071230,    6.4, 23.035,  -9.00,
2030201621, 072808, 070923,   24.5, 23.038,  -9.00,
2030201620, 072808, 070912,   24.6, 23.038,  -9.00,
2030201619, 072808, 070649,   45.0, 23.326,  -9.00,
2030201618, 072808, 070641,   45.0, 23.327,  -9.00,
2030201617, 072808, 070458,   59.7, 23.526,  -9.00,
2030201616, 072808, 070231,   76.0, 23.801,  -9.00,
2030201615, 072808, 070223,   75.9, 23.801,  -9.00,
2030201614, 072808, 070053,   84.9, 23.927,  -9.00,
2030201613, 072808, 065915,  100.5, 24.091,  -9.00,
2030201612, 072808, 065907,  100.5, 24.091,  -9.00,
2030201611, 072808, 065734,  110.2, 24.173,  -9.00,
2030201610, 072808, 065612,  114.9, 24.206,  -9.00,
2030201609, 072808, 065423,  124.5, 24.275,  -9.00,
2030201608, 072808, 065414,  124.5, 24.277,  -9.00,
2030201607, 072808, 065243,  135.1, 24.399,  -9.00,
2030201606, 072808, 065103,  149.7, 24.532,  -9.00,
2030201605, 072808, 065053,  149.7, 24.532,  -9.00,
2030201604, 072808, 064853,  174.3, 24.744,  -9.00,
2030201603, 072808, 064843,  174.4, 24.745,  -9.00,
2030201724, 072808, 131251,    8.8, 23.068,  -9.00,
2030201723, 072808, 131031,    9.7, 23.067,  -9.00,
2030201722, 072808, 130636,   75.2, 23.740,  -9.00,
2030201721, 072808, 130431,   90.8, 23.901,  -9.00,
2030201720, 072808, 130306,  100.4, 23.986,  -9.00,
2030201719, 072808, 130103,  125.0, 24.235,  -9.00,
2030201718, 072808, 125831,  175.2, 24.669,  -9.00,
2030201824, 072908, 023817,    6.7, 23.067,  -9.00,
2030201823, 072908, 023807,    6.7, 23.067,  -9.00,
2030201822, 072908, 023757,    6.7, 23.067,  -9.00,
