botid, date, time, press, sigma, tdp, 
#, mmddyy, hhmmss, dbar, kg/m3, umol/kg, 
2030201821, 072908, 023748,    7.0, 23.067,  -9.00,
2030201820, 072908, 023618,   11.0, 23.066,  -9.00,
2030201819, 072908, 023218,   25.4, 23.066,  -9.00,
2030201818, 072908, 023034,   44.9, 23.264,  -9.00,
2030201817, 072908, 022823,   74.4, 23.820,  -9.00,
2030201816, 072908, 022628,  100.0, 24.101,  -9.00,
2030201815, 072908, 022428,  125.1, 24.253,  -9.00,
2030201814, 072908, 022233,  150.4, 24.406,  -9.00,
2040200122, 081608, 102807,    7.0, 23.033,  -9.00,
2040200121, 081608, 102549,   24.4, 23.042,  -9.00,
2040200120, 081608, 102542,   24.2, 23.043,  -9.00,
2040200119, 081608, 102535,   24.4, 23.044,  -9.00,
2040200118, 081608, 102529,   24.5, 23.044,  -9.00,
2040200117, 081608, 102522,   24.5, 23.045,  -9.00,
2040200116, 081608, 102515,   24.4, 23.045,  -9.00,
2040200115, 081608, 102334,   45.9, 23.552,  -9.00,
2040200114, 081608, 102327,   45.9, 23.554,  -9.00,
2040200113, 081608, 102319,   45.9, 23.550,  -9.00,
2040200112, 081608, 102312,   46.1, 23.555,  -9.00,
2040200111, 081608, 102305,   45.9, 23.548,  -9.00,
2040200110, 081608, 102258,   45.9, 23.556,  -9.00,
2040200109, 081608, 102107,   75.7, 23.896,  -9.00,
2040200108, 081608, 102101,   75.6, 23.895,  -9.00,
2040200107, 081608, 102054,   75.5, 23.893,  -9.00,
2040200106, 081608, 102048,   75.3, 23.891,  -9.00,
2040200105, 081608, 102042,   75.5, 23.893,  -9.00,
2040200104, 081608, 102037,   75.3, 23.888,  -9.00,
2040200103, 081608, 101837,  101.0, 24.042,  -9.00,
2040200102, 081608, 101637,  125.1, 24.181,  -9.00,
2040200101, 081608, 101437,  150.1, 24.313,  -9.00,
2040200224, 081608, 122937,    6.1, 23.047,  -9.00,
2040200223, 081608, 122926,    6.3, 23.048,  -9.00,
2040200222, 081608, 122916,    6.2, 23.047,  -9.00,
2040200221, 081608, 122612,   24.9, 23.047,  -9.00,
2040200220, 081608, 122602,   24.8, 23.050,  -9.00,
2040200219, 081608, 122552,   24.8, 23.050,  -9.00,
2040200218, 081608, 122541,   24.9, 23.049,  -9.00,
2040200217, 081608, 122349,   43.5, 23.465,  -9.00,
2040200216, 081608, 122338,   43.5, 23.462,  -9.00,
2040200215, 081608, 122330,   43.7, 23.469,  -9.00,
2040200214, 081608, 122047,   74.3, 23.918,  -9.00,
2040200213, 081608, 122037,   74.3, 23.914,  -9.00,
2040200212, 081608, 122027,   74.3, 23.910,  -9.00,
2040200211, 081608, 121817,  100.3, 24.066,  -9.00,
2040200210, 081608, 121806,  100.2, 24.066,  -9.00,
2040200209, 081608, 121757,  100.1, 24.065,  -9.00,
2040200208, 081608, 121542,  125.1, 24.176,  -9.00,
2040200207, 081608, 121531,  125.4, 24.177,  -9.00,
2040200206, 081608, 121521,  125.5, 24.177,  -9.00,
2040200205, 081608, 121512,  125.6, 24.177,  -9.00,
2040200204, 081608, 121247,  150.2, 24.335,  -9.00,
2040200203, 081608, 121012,  174.3, 24.516,  -9.00,
2040200324, 081608, 184145,    7.0, 23.080,  -9.00,
2040200424, 081608, 223109,    6.2, 23.052,  -9.00,
2040200423, 081608, 222543,   50.9, 23.360,  -9.00,
2040200422, 081608, 222403,   75.9, 23.874,  -9.00,
2040200421, 081608, 222139,  111.4, 24.120,  -9.00,
2040200420, 081608, 221929,  149.1, 24.325,  -9.00,
2040200419, 081608, 221653,  207.4, 24.853,  -9.00,
2040200418, 081608, 221434,  258.0, 25.320,  -9.00,
2040200522, 081708, 010029,    6.9, 23.042,  -9.00,
2040200521, 081708, 010023,    7.1, 23.042,  -9.00,
2040200520, 081708, 005759,   24.8, 23.069,  -9.00,
2040200519, 081708, 005753,   24.8, 23.069,  -9.00,
2040200518, 081708, 005625,   45.4, 23.094,  -9.00,
2040200517, 081708, 005618,   45.4, 23.094,  -9.00,
2040200516, 081708, 005428,   75.3, 23.749,  -9.00,
2040200515, 081708, 005418,   75.2, 23.749,  -9.00,
2040200514, 081708, 005233,  100.7, 23.973,  -9.00,
2040200513, 081708, 005223,  100.6, 23.973,  -9.00,
2040200512, 081708, 005043,  125.1, 24.104,  -9.00,
2040200511, 081708, 005033,  125.0, 24.104,  -9.00,
2040200510, 081708, 004858,  151.1, 24.226,  -9.00,
2040200509, 081708, 004848,  151.0, 24.227,  -9.00,
2040200508, 081708, 004703,  174.7, 24.358,  -9.00,
2040200507, 081708, 004653,  174.7, 24.358,  -9.00,
2040200506, 081708, 004503,  199.6, 24.519,  -9.00,
2040200505, 081708, 004238,  250.1, 25.002,  -9.00,
2040200624, 081708, 040506,    7.8, 23.047,  -9.00,
2040200623, 081708, 040252,   24.6, 23.049,  -9.00,
2040200622, 081708, 040125,   44.8, 23.121,  -9.00,
2040200621, 081708, 040118,   45.0, 23.120,  -9.00,
2040200620, 081708, 040112,   45.0, 23.120,  -9.00,
2040200619, 081708, 035935,   75.6, 23.720,  -9.00,
2040200618, 081708, 035929,   75.3, 23.720,  -9.00,
2040200617, 081708, 035922,   75.1, 23.720,  -9.00,
2040200616, 081708, 035802,  100.8, 23.942,  -9.00,
2040200615, 081708, 035756,  100.6, 23.941,  -9.00,
2040200614, 081708, 035749,  100.8, 23.941,  -9.00,
2040200613, 081708, 035635,  123.6, 24.089,  -9.00,
2040200612, 081708, 035629,  123.6, 24.089,  -9.00,
2040200611, 081708, 035622,  123.4, 24.088,  -9.00,
2040200610, 081708, 035448,  149.1, 24.247,  -9.00,
2040200609, 081708, 035441,  149.2, 24.248,  -9.00,
2040200608, 081708, 035433,  149.2, 24.247,  -9.00,
2040200607, 081708, 035254,  174.9, 24.400,  -9.00,
2040200606, 081708, 035052,  199.7, 24.597,  -9.00,
2040200605, 081708, 034854,  249.7, 24.965,  -9.00,
2040200723, 081708, 070719,    7.8, 23.064,  -9.00,
2040200722, 081708, 070712,    7.7, 23.064,  -9.00,
2040200721, 081708, 070551,   18.1, 23.063,  -9.00,
2040200720, 081708, 070332,   24.6, 23.063,  -9.00,
2040200719, 081708, 070326,   24.6, 23.063,  -9.00,
2040200718, 081708, 070207,   35.8, 23.078,  -9.00,
2040200717, 081708, 070051,   45.9, 23.348,  -9.00,
2040200716, 081708, 065932,   59.7, 23.637,  -9.00,
2040200715, 081708, 065812,   76.2, 23.820,  -9.00,
2040200714, 081708, 065707,   84.5, 23.875,  -9.00,
2040200713, 081708, 065601,   90.1, 23.899,  -9.00,
2040200712, 081708, 065453,  100.8, 24.025,  -9.00,
2040200711, 081708, 065341,  110.3, 24.074,  -9.00,
2040200710, 081708, 065231,  115.1, 24.108,  -9.00,
2040200709, 081708, 065122,  124.8, 24.205,  -9.00,
2040200708, 081708, 065022,  129.2, 24.236,  -9.00,
2040200707, 081708, 064853,  149.7, 24.337,  -9.00,
2040200706, 081708, 064742,  165.5, 24.409,  -9.00,
2040200705, 081708, 064626,  174.1, 24.464,  -9.00,
2040200704, 081708, 064501,  200.5, 24.725,  -9.00,
2040200824, 081708, 101135,    7.2, 23.079,  -9.00,
2040200823, 081708, 100831,   25.0, 23.077,  -9.00,
2040200822, 081708, 100620,   45.5, 23.129,  -9.00,
2040200821, 081708, 100352,   75.0, 23.871,  -9.00,
2040200820, 081708, 100153,  100.7, 24.070,  -9.00,
2040200819, 081708, 095955,  125.2, 24.201,  -9.00,
2040200818, 081708, 095800,  150.9, 24.356,  -9.00,
2040200817, 081708, 095610,  174.9, 24.598,  -9.00,
2040200924, 081708, 125519,    7.4, 23.083,  -9.00,
2040200923, 081708, 125513,    7.1, 23.083,  -9.00,
2040200922, 081708, 125506,    6.8, 23.083,  -9.00,
2040200921, 081708, 125459,    7.2, 23.083,  -9.00,
2040200920, 081708, 125205,   25.6, 23.083,  -9.00,
2040200919, 081708, 125158,   25.6, 23.083,  -9.00,
2040200918, 081708, 125151,   25.6, 23.082,  -9.00,
2040200917, 081708, 125144,   25.6, 23.082,  -9.00,
2040200916, 081708, 124940,   44.7, 23.084,  -9.00,
2040200915, 081708, 124934,   45.0, 23.086,  -9.00,
2040200914, 081708, 124927,   44.7, 23.087,  -9.00,
2040200913, 081708, 124920,   44.9, 23.090,  -9.00,
2040200912, 081708, 124710,   74.7, 23.817,  -9.00,
2040200911, 081708, 124703,   74.7, 23.817,  -9.00,
2040200910, 081708, 124656,   74.7, 23.817,  -9.00,
2040200909, 081708, 124650,   74.8, 23.820,  -9.00,
2040200908, 081708, 124457,  101.1, 24.038,  -9.00,
2040200907, 081708, 124451,  101.4, 24.039,  -9.00,
2040200906, 081708, 124444,  101.4, 24.040,  -9.00,
2040200905, 081708, 124203,  125.2, 24.131,  -9.00,
2040200904, 081708, 124156,  125.1, 24.131,  -9.00,
2040200903, 081708, 124149,  125.0, 24.131,  -9.00,
2040200902, 081708, 123949,  149.5, 24.226,  -9.00,
2040200901, 081708, 123729,  174.9, 24.464,  -9.00,
2040201013, 081708, 170458,    5.7, 23.093,  -9.00,
2040201012, 081708, 165739,  125.2, 24.063,  -9.00,
2040201011, 081708, 165728,  125.3, 24.064,  -9.00,
2040201010, 081708, 165719,  125.3, 24.063,  -9.00,
2040201009, 081708, 165708,  125.3, 24.063,  -9.00,
2040201008, 081708, 165659,  125.2, 24.064,  -9.00,
2040201007, 081708, 165359,  200.8, 24.635,  -9.00,
2040201006, 081708, 165348,  200.9, 24.636,  -9.00,
2040201005, 081708, 165338,  200.9, 24.636,  -9.00,
2040201004, 081708, 165328,  201.1, 24.636,  -9.00,
2040201003, 081708, 165309,  200.9, 24.636,  -9.00,
2040201124, 081708, 190133,    6.3, 23.073,  -9.00,
2040201123, 081708, 190122,    6.4, 23.074,  -9.00,
2040201122, 081708, 190113,    6.4, 23.074,  -9.00,
2040201121, 081708, 185758,   24.9, 23.073,  -9.00,
2040201120, 081708, 185753,   24.9, 23.073,  -9.00,
2040201119, 081708, 185748,   25.1, 23.073,  -9.00,
2040201118, 081708, 185602,   44.8, 23.073,  -9.00,
2040201117, 081708, 185558,   44.8, 23.073,  -9.00,
2040201116, 081708, 185555,   44.6, 23.073,  -9.00,
2040201115, 081708, 185406,   75.5, 23.655,  -9.00,
2040201114, 081708, 185402,   75.4, 23.655,  -9.00,
2040201113, 081708, 185359,   75.3, 23.655,  -9.00,
2040201112, 081708, 185221,   99.6, 23.991,  -9.00,
2040201111, 081708, 185218,   99.3, 23.989,  -9.00,
2040201110, 081708, 185214,   99.5, 23.991,  -9.00,
2040201109, 081708, 185028,  125.9, 24.147,  -9.00,
2040201108, 081708, 185021,  125.8, 24.144,  -9.00,
2040201107, 081708, 185016,  125.8, 24.144,  -9.00,
2040201106, 081708, 184832,  149.4, 24.345,  -9.00,
2040201105, 081708, 184828,  149.2, 24.345,  -9.00,
2040201104, 081708, 184640,  175.2, 24.580,  -9.00,
2040201103, 081708, 184636,  175.2, 24.580,  -9.00,
2040201218, 081708, 220312,    5.9, 23.068,  -9.00,
2040201217, 081708, 220302,    6.1, 23.068,  -9.00,
2040201216, 081708, 220252,    6.1, 23.068,  -9.00,
2040201215, 081708, 215851,   25.5, 23.077,  -9.00,
2040201214, 081708, 215711,   44.6, 23.189,  -9.00,
2040201213, 081708, 215701,   44.8, 23.191,  -9.00,
2040201212, 081708, 215536,   59.1, 23.595,  -9.00,
2040201211, 081708, 215407,   75.0, 23.845,  -9.00,
2040201210, 081708, 215246,   84.3, 23.969,  -9.00,
2040201209, 081708, 215112,  100.2, 24.078,  -9.00,
2040201208, 081708, 215101,  100.5, 24.078,  -9.00,
2040201207, 081708, 214901,  124.7, 24.204,  -9.00,
2040201206, 081708, 214852,  124.7, 24.204,  -9.00,
2040201205, 081708, 214652,  150.0, 24.382,  -9.00,
2040201204, 081708, 214642,  149.8, 24.382,  -9.00,
2040201203, 081708, 214456,  175.2, 24.564,  -9.00,
2040201324, 081808, 011551,    6.9, 23.054,  -9.00,
2040201323, 081808, 011301,   25.9, 23.070,  -9.00,
2040201322, 081808, 011106,   45.7, 23.080,  -9.00,
2040201321, 081808, 010911,   74.8, 23.556,  -9.00,
2040201320, 081808, 010726,  100.4, 23.845,  -9.00,
2040201319, 081808, 010541,  126.4, 24.019,  -9.00,
2040201318, 081808, 010356,  150.4, 24.167,  -9.00,
2040201317, 081808, 010136,  199.9, 24.552,  -9.00,
2040201316, 081808, 010125,  199.8, 24.552,  -9.00,
2040201315, 081808, 005906,  250.3, 25.015,  -9.00,
2040201423, 081808, 040533,    7.5, 23.062,  -9.00,
2040201422, 081808, 040525,    7.5, 23.062,  -9.00,
2040201421, 081808, 040400,   17.1, 23.063,  -9.00,
2040201420, 081808, 040222,   24.3, 23.062,  -9.00,
2040201419, 081808, 040123,   24.3, 23.063,  -9.00,
2040201418, 081808, 040116,   24.2, 23.062,  -9.00,
2040201417, 081808, 040005,   35.0, 23.067,  -9.00,
2040201416, 081808, 035902,   45.1, 23.078,  -9.00,
2040201415, 081808, 035856,   44.9, 23.079,  -9.00,
2040201414, 081808, 035740,   59.0, 23.090,  -9.00,
2040201413, 081808, 035631,   75.5, 23.604,  -9.00,
2040201412, 081808, 035625,   75.3, 23.604,  -9.00,
2040201411, 081808, 035428,   99.5, 23.817,  -9.00,
2040201410, 081808, 035422,   99.5, 23.815,  -9.00,
2040201409, 081808, 035251,  124.4, 23.993,  -9.00,
2040201408, 081808, 035245,  124.3, 23.993,  -9.00,
2040201407, 081808, 035127,  150.3, 24.117,  -9.00,
2040201406, 081808, 035120,  150.4, 24.117,  -9.00,
2040201405, 081808, 034957,  174.1, 24.236,  -9.00,
2040201404, 081808, 034950,  174.0, 24.235,  -9.00,
2040201403, 081808, 034605,  299.7, 25.501,  -9.00,
2040201522, 081808, 070421,    7.2, 23.079,  -9.00,
2040201521, 081808, 070415,    7.1, 23.079,  -9.00,
2040201520, 081808, 070133,   24.0, 23.080,  -9.00,
2040201519, 081808, 070126,   24.2, 23.079,  -9.00,
2040201518, 081808, 065951,   45.1, 23.080,  -9.00,
2040201517, 081808, 065945,   44.9, 23.081,  -9.00,
2040201516, 081808, 065830,   59.5, 23.523,  -9.00,
2040201515, 081808, 065717,   75.3, 23.793,  -9.00,
2040201514, 081808, 065710,   74.9, 23.792,  -9.00,
2040201513, 081808, 065555,   84.6, 23.825,  -9.00,
2040201512, 081808, 065437,  100.3, 23.944,  -9.00,
2040201511, 081808, 065430,  100.3, 23.944,  -9.00,
2040201510, 081808, 065325,  114.3, 24.048,  -9.00,
2040201509, 081808, 065216,  124.6, 24.086,  -9.00,
2040201508, 081808, 065210,  124.4, 24.086,  -9.00,
2040201507, 081808, 065110,  133.9, 24.112,  -9.00,
2040201506, 081808, 065001,  149.7, 24.168,  -9.00,
2040201505, 081808, 064955,  149.8, 24.168,  -9.00,
2040201504, 081808, 064821,  174.4, 24.272,  -9.00,
2040201503, 081808, 064815,  174.4, 24.271,  -9.00,
2040201612, 081808, 123254,    6.8, 23.094,  -9.00,
2040201611, 081808, 122648,   75.5, 23.922,  -9.00,
2050200117, 101008, 103447,   24.5, 23.178,  -9.00,
2050200116, 101008, 103437,   24.5, 23.177,  -9.00,
2050200115, 101008, 103427,   24.5, 23.175,  -9.00,
2050200114, 101008, 103417,   24.5, 23.174,  -9.00,
2050200113, 101008, 103406,   24.6, 23.172,  -9.00,
2050200112, 101008, 103357,   24.5, 23.171,  -9.00,
2050200111, 101008, 103346,   24.4, 23.175,  -9.00,
2050200110, 101008, 103206,   45.5, 23.188,  -9.00,
2050200109, 101008, 103156,   45.5, 23.189,  -9.00,
2050200108, 101008, 103146,   45.4, 23.189,  -9.00,
2050200107, 101008, 103137,   45.4, 23.188,  -9.00,
2050200106, 101008, 103127,   45.4, 23.189,  -9.00,
2050200105, 101008, 102726,   75.7, 23.792,  -9.00,
2050200104, 101008, 102717,   75.6, 23.792,  -9.00,
2050200103, 101008, 102707,   75.3, 23.791,  -9.00,
2050200102, 101008, 102656,   75.3, 23.791,  -9.00,
2050200101, 101008, 102646,   75.3, 23.792,  -9.00,
2050200224, 101008, 122106,    6.1, 23.169,  -9.00,
2050200223, 101008, 122056,    6.0, 23.169,  -9.00,
2050200222, 101008, 122046,    6.0, 23.169,  -9.00,
2050200221, 101008, 121816,   24.2, 23.169,  -9.00,
2050200220, 101008, 121805,   24.6, 23.169,  -9.00,
2050200219, 101008, 121755,   24.6, 23.169,  -9.00,
2050200218, 101008, 121746,   24.5, 23.169,  -9.00,
2050200217, 101008, 121736,   24.5, 23.169,  -9.00,
2050200216, 101008, 121606,   44.1, 23.193,  -9.00,
2050200215, 101008, 121555,   44.4, 23.193,  -9.00,
2050200214, 101008, 121546,   44.2, 23.193,  -9.00,
2050200213, 101008, 121405,   74.5, 23.848,  -9.00,
2050200212, 101008, 121356,   74.4, 23.848,  -9.00,
2050200211, 101008, 121345,   74.3, 23.846,  -9.00,
2050200210, 101008, 121221,   99.3, 24.101,  -9.00,
2050200209, 101008, 121211,   99.3, 24.102,  -9.00,
2050200208, 101008, 121200,   99.2, 24.102,  -9.00,
2050200207, 101008, 121031,  124.0, 24.348,  -9.00,
2050200206, 101008, 121021,  124.0, 24.349,  -9.00,
2050200205, 101008, 121011,  124.1, 24.351,  -9.00,
2050200204, 101008, 120841,  148.9, 24.608,  -9.00,
2050200203, 101008, 120711,  174.0, 24.857,  -9.00,
2050200324, 101008, 182854,    7.4, 23.174,  -9.00,
2050200424, 101008, 221054,   10.2, 23.155,  -9.00,
2050200423, 101008, 220755,   62.3, 23.555,  -9.00,
2050200422, 101008, 220624,   85.6, 23.937,  -9.00,
2050200421, 101008, 220423,  122.4, 24.400,  -9.00,
2050200420, 101008, 220248,  154.1, 24.683,  -9.00,
2050200419, 101008, 220119,  190.6, 24.887,  -9.00,
2050200418, 101008, 215849,  258.0, 25.492,  -9.00,
2050200524, 101108, 010527,    7.1, 23.139,  -9.00,
2050200523, 101108, 010517,    7.1, 23.138,  -9.00,
2050200522, 101108, 010217,   25.5, 23.165,  -9.00,
2050200521, 101108, 010207,   25.5, 23.163,  -9.00,
2050200520, 101108, 010157,   25.3, 23.162,  -9.00,
2050200519, 101108, 010022,   45.3, 23.173,  -9.00,
2050200518, 101108, 010012,   45.4, 23.173,  -9.00,
2050200517, 101108, 010002,   45.3, 23.173,  -9.00,
2050200516, 101108, 005802,   75.2, 23.482,  -9.00,
2050200515, 101108, 005752,   75.0, 23.484,  -9.00,
2050200514, 101108, 005609,   99.7, 24.128,  -9.00,
2050200513, 101108, 005602,   99.7, 24.129,  -9.00,
2050200512, 101108, 005430,  126.0, 24.345,  -9.00,
2050200511, 101108, 005423,  126.1, 24.345,  -9.00,
2050200510, 101108, 005229,  149.6, 24.546,  -9.00,
2050200509, 101108, 005222,  149.4, 24.548,  -9.00,
2050200508, 101108, 005039,  175.3, 24.738,  -9.00,
2050200507, 101108, 005032,  175.3, 24.738,  -9.00,
2050200506, 101108, 004852,  199.3, 24.941,  -9.00,
2050200505, 101108, 004627,  250.4, 25.460,  -9.00,
2050200618, 101108, 034511,    6.7, 23.155,  -9.00,
2050200617, 101108, 034211,   25.7, 23.173,  -9.00,
2050200616, 101108, 034201,   25.8, 23.175,  -9.00,
2050200615, 101108, 034153,   25.7, 23.175,  -9.00,
2050200614, 101108, 034011,   44.3, 23.195,  -9.00,
2050200613, 101108, 033823,   75.2, 23.680,  -9.00,
2050200612, 101108, 033632,  100.8, 24.123,  -9.00,
2050200611, 101108, 033423,  123.9, 24.469,  -9.00,
2050200610, 101108, 033238,  149.5, 24.656,  -9.00,
2050200609, 101108, 033053,  174.4, 24.822,  -9.00,
2050200608, 101108, 032823,  199.8, 25.078,  -9.00,
2050200607, 101108, 032608,  250.9, 25.439,  -9.00,
2050200723, 101108, 071657,    6.3, 23.165,  -9.00,
2050200722, 101108, 071646,    6.0, 23.165,  -9.00,
2050200721, 101108, 071441,   16.0, 23.165,  -9.00,
2050200720, 101108, 071201,   24.9, 23.165,  -9.00,
2050200719, 101108, 071151,   25.1, 23.165,  -9.00,
2050200718, 101108, 071041,   34.9, 23.166,  -9.00,
2050200717, 101108, 070921,   45.8, 23.189,  -9.00,
2050200716, 101108, 070756,   60.5, 23.365,  -9.00,
2050200715, 101108, 070621,   75.4, 23.766,  -9.00,
2050200714, 101108, 070501,   85.4, 23.920,  -9.00,
2050200713, 101108, 070351,   91.0, 23.973,  -9.00,
2050200712, 101108, 070226,  100.1, 24.093,  -9.00,
2050200711, 101108, 070113,  109.9, 24.263,  -9.00,
2050200710, 101108, 070006,  114.2, 24.303,  -9.00,
2050200709, 101108, 065826,  124.8, 24.414,  -9.00,
2050200708, 101108, 065721,  130.1, 24.478,  -9.00,
2050200707, 101108, 065531,  149.5, 24.634,  -9.00,
2050200706, 101108, 065342,  164.5, 24.775,  -9.00,
2050200705, 101108, 065211,  175.0, 24.875,  -9.00,
2050200704, 101108, 064952,  200.3, 25.246,  -9.00,
2050200824, 101108, 101440,    6.8, 23.178,  -9.00,
2050200823, 101108, 101125,   25.3, 23.177,  -9.00,
2050200822, 101108, 100940,   44.3, 23.178,  -9.00,
2050200821, 101108, 100746,   75.0, 23.765,  -9.00,
2050200820, 101108, 100606,  100.2, 24.159,  -9.00,
2050200819, 101108, 100346,  123.7, 24.390,  -9.00,
2050200818, 101108, 100210,  150.0, 24.580,  -9.00,
2050200817, 101108, 100035,  174.8, 24.837,  -9.00,
2050200924, 101108, 125600,    6.9, 23.182,  -9.00,
2050200923, 101108, 125549,    6.9, 23.182,  -9.00,
2050200922, 101108, 125529,    6.9, 23.182,  -9.00,
2050200921, 101108, 125519,    6.9, 23.182,  -9.00,
2050200920, 101108, 125139,   24.7, 23.182,  -9.00,
2050200919, 101108, 125129,   24.7, 23.182,  -9.00,
2050200918, 101108, 125119,   24.6, 23.182,  -9.00,
2050200917, 101108, 125109,   24.6, 23.182,  -9.00,
2050200916, 101108, 124934,   44.6, 23.183,  -9.00,
2050200915, 101108, 124925,   44.6, 23.183,  -9.00,
2050200914, 101108, 124914,   44.5, 23.183,  -9.00,
2050200913, 101108, 124904,   44.6, 23.183,  -9.00,
2050200912, 101108, 124724,   75.1, 23.633,  -9.00,
2050200911, 101108, 124715,   75.2, 23.632,  -9.00,
2050200910, 101108, 124705,   75.2, 23.631,  -9.00,
2050200909, 101108, 124654,   75.0, 23.629,  -9.00,
2050200908, 101108, 124520,   98.6, 24.001,  -9.00,
2050200907, 101108, 124510,   98.6, 24.003,  -9.00,
2050200906, 101108, 124459,   98.6, 24.010,  -9.00,
2050200905, 101108, 124324,  125.5, 24.361,  -9.00,
2050200904, 101108, 124314,  125.3, 24.364,  -9.00,
2050200903, 101108, 124305,  125.3, 24.367,  -9.00,
2050200902, 101108, 124134,  148.9, 24.497,  -9.00,
2050200901, 101108, 123945,  175.3, 24.884,  -9.00,
2050201014, 101108, 154606,   24.2, 23.179,  -9.00,
2050201013, 101108, 154559,   24.4, 23.179,  -9.00,
2050201012, 101108, 154315,  124.9, 24.490,  -9.00,
2050201011, 101108, 154308,  124.9, 24.492,  -9.00,
2050201010, 101108, 154302,  124.8, 24.490,  -9.00,
2050201009, 101108, 154255,  125.0, 24.491,  -9.00,
2050201008, 101108, 154249,  124.9, 24.491,  -9.00,
2050201007, 101108, 154045,  200.1, 25.041,  -9.00,
2050201006, 101108, 154039,  200.1, 25.043,  -9.00,
2050201005, 101108, 154032,  199.8, 25.048,  -9.00,
2050201004, 101108, 154025,  199.8, 25.048,  -9.00,
2050201003, 101108, 154019,  200.1, 25.054,  -9.00,
2050201124, 101108, 190102,    8.6, 23.187,  -9.00,
2050201123, 101108, 190056,    8.6, 23.188,  -9.00,
2050201122, 101108, 190050,    8.6, 23.188,  -9.00,
2050201121, 101108, 185817,   25.5, 23.188,  -9.00,
2050201120, 101108, 185810,   25.5, 23.188,  -9.00,
2050201119, 101108, 185803,   25.1, 23.188,  -9.00,
2050201118, 101108, 185622,   44.5, 23.188,  -9.00,
