botid, date, time, press, theta, 
#, mmddyy, hhmmss, dbar, ITS-90, 
1290201208, 080801, 214245,  174.5, 19.2692,
1290201207, 080801, 214129,  199.7, 18.2407,
1290201314, 080901, 004532,    4.6, 25.8185,
1290201313, 080901, 004412,   25.1, 25.7262,
1290201312, 080901, 004304,   44.3, 25.6879,
1290201311, 080901, 004141,   74.5, 23.7597,
1290201310, 080901, 004026,   99.2, 21.9632,
1290201309, 080901, 003909,  124.0, 20.9087,
1290201308, 080901, 003802,  149.7, 20.2763,
1290201307, 080901, 003700,  174.7, 19.0370,
1290201306, 080901, 003547,  199.6, 17.5211,
1290201422, 080901, 034859,    4.0, 25.8066,
1290201421, 080901, 034849,    4.0, 25.8072,
1290201420, 080901, 034734,   24.0, 25.7756,
1290201419, 080901, 034724,   24.1, 25.7713,
1290201418, 080901, 034606,   44.6, 25.6822,
1290201417, 080901, 034557,   44.6, 25.6830,
1290201416, 080901, 034429,   74.2, 24.0194,
1290201415, 080901, 034419,   74.3, 24.0145,
1290201414, 080901, 034259,   99.4, 22.7761,
1290201413, 080901, 034249,   99.4, 22.7756,
1290201412, 080901, 034239,   99.5, 22.7738,
1290201411, 080901, 034119,  124.4, 21.3728,
1290201410, 080901, 033959,  149.5, 20.4722,
1290201409, 080901, 033949,  149.2, 20.4671,
1290201408, 080901, 033828,  174.4, 20.0848,
1290201524, 080901, 065959,    5.2, 25.8355,
1290201523, 080901, 065841,   29.5, 25.8329,
1290201522, 080901, 065714,   60.8, 25.6769,
1290201521, 080901, 065608,   74.5, 24.0129,
1290201520, 080901, 065508,   82.6, 23.6993,
1290201519, 080901, 065339,  118.0, 21.9278,
1290201518, 080901, 065154,  159.5, 20.5713,
1290201517, 080901, 065019,  198.6, 19.1803,
1290201624, 080901, 122257,    5.0, 25.7806,
1300200124, 100101, 160824,    5.1, 26.2315,
1300200224, 100101, 190757,    5.4, 26.2716,
1300200223, 100101, 190623,   53.7, 26.1855,
1300200222, 100101, 190518,   72.3, 24.6757,
1300200221, 100101, 190402,   98.9, 22.3480,
1300200220, 100101, 190258,  125.3, 21.2146,
1300200219, 100101, 190133,  167.4, 19.6185,
1300200310, 100101, 214921,    4.9, 26.2829,
1300200309, 100101, 214812,   25.1, 26.2730,
1300200308, 100101, 214707,   45.1, 26.2051,
1300200307, 100101, 214551,   76.4, 23.9134,
1300200306, 100101, 214436,   99.5, 22.1762,
1300200305, 100101, 214336,  124.3, 20.8926,
1300200304, 100101, 214231,  149.8, 19.6161,
1300200303, 100101, 214131,  174.0, 18.2499,
1300200414, 100201, 004646,    4.7, 26.3165,
1300200413, 100201, 004536,   25.1, 26.2193,
1300200412, 100201, 004436,   44.9, 26.1529,
1300200411, 100201, 004326,   75.9, 23.6056,
1300200410, 100201, 004221,  100.0, 22.0694,
1300200409, 100201, 004121,  125.1, 21.0732,
1300200408, 100201, 004006,  149.6, 20.3452,
1300200407, 100201, 003906,  174.3, 19.5144,
1300200515, 100201, 035647,    5.1, 26.2624,
1300200514, 100201, 035517,   24.4, 26.2732,
1300200513, 100201, 035502,   24.4, 26.2748,
1300200512, 100201, 035317,   45.0, 26.2682,
1300200511, 100201, 035117,   76.3, 24.3774,
1300200510, 100201, 034948,  101.1, 22.3004,
1300200509, 100201, 034817,  124.8, 21.2198,
1300200508, 100201, 034652,  148.2, 20.2964,
1300200507, 100201, 034523,  171.8, 19.5322,
1300200506, 100201, 034347,  198.7, 18.3625,
1300200620, 100201, 071745,    5.5, 26.1694,
1300200619, 100201, 071731,    5.5, 26.1713,
1300200618, 100201, 071616,   15.1, 26.1713,
1300200617, 100201, 071455,   25.2, 26.1644,
1300200616, 100201, 071441,   25.0, 26.1718,
1300200615, 100201, 071331,   35.4, 26.1730,
1300200614, 100201, 071221,   44.9, 26.1681,
1300200613, 100201, 071100,   60.4, 26.0483,
1300200612, 100201, 070916,   75.4, 23.6116,
1300200611, 100201, 070751,   84.9, 22.7424,
1300200610, 100201, 070616,  100.2, 22.0921,
1300200609, 100201, 070446,  115.7, 21.5405,
1300200608, 100201, 070335,  124.5, 21.2353,
1300200607, 100201, 070146,  150.0, 20.6436,
1300200606, 100201, 070020,  164.6, 19.8902,
1300200605, 100201, 065906,  174.9, 19.3892,
1300200720, 100201, 095430,    5.7, 26.1595,
1300200719, 100201, 095415,    5.7, 26.1572,
1300200718, 100201, 095400,    5.6, 26.1575,
1300200717, 100201, 095214,   25.4, 26.1561,
1300200716, 100201, 095200,   25.2, 26.1550,
1300200715, 100201, 095145,   25.4, 26.1549,
1300200714, 100201, 095010,   44.9, 26.1469,
1300200713, 100201, 094950,   45.1, 26.1481,
1300200712, 100201, 094935,   45.0, 26.1462,
1300200711, 100201, 094730,   74.6, 23.2320,
1300200710, 100201, 094715,   74.5, 23.1992,
1300200709, 100201, 094700,   74.5, 23.1048,
1300200708, 100201, 094515,   99.8, 21.8699,
1300200707, 100201, 094500,   99.8, 21.8699,
1300200706, 100201, 094445,   99.9, 21.8629,
1300200705, 100201, 094230,  150.4, 20.2888,
1300200704, 100201, 094215,  150.5, 20.2943,
1300200703, 100201, 094201,  150.5, 20.2304,
1300200822, 100201, 125533,    4.9, 26.2022,
1300200821, 100201, 125523,    4.8, 26.2015,
1300200820, 100201, 125513,    4.9, 26.2005,
1300200819, 100201, 125408,   25.7, 26.1729,
1300200818, 100201, 125358,   25.8, 26.1795,
1300200817, 100201, 125348,   25.8, 26.1834,
1300200816, 100201, 125238,   45.3, 26.0546,
1300200815, 100201, 125228,   45.2, 26.0600,
1300200814, 100201, 125218,   45.1, 26.0622,
1300200813, 100201, 125107,   74.1, 23.4942,
1300200812, 100201, 125058,   74.1, 23.4921,
1300200811, 100201, 125048,   74.1, 23.4880,
1300200810, 100201, 124933,  100.6, 21.7811,
1300200809, 100201, 124923,  100.9, 21.7778,
1300200808, 100201, 124913,  100.9, 21.7736,
1300200807, 100201, 124758,  124.5, 21.2046,
1300200806, 100201, 124748,  124.6, 21.2046,
1300200805, 100201, 124738,  124.5, 21.2031,
1300200804, 100201, 124608,  149.8, 20.1505,
1300200803, 100201, 124458,  175.3, 19.0469,
1300200912, 100201, 155912,    4.8, 25.9423,
1300200911, 100201, 155756,   20.2, 25.9510,
1300200910, 100201, 155651,   24.8, 25.9489,
1300200909, 100201, 155642,   24.8, 25.9489,
1300200908, 100201, 155527,   30.1, 25.9490,
1300200907, 100201, 155157,   45.5, 25.9431,
1300200906, 100201, 155022,   74.6, 24.8662,
1300200905, 100201, 154847,   99.8, 22.0016,
1300200904, 100201, 154632,  149.2, 20.7628,
1300200903, 100201, 154406,  199.9, 18.2620,
1300201014, 100201, 185500,    4.5, 26.1671,
1300201013, 100201, 185410,   14.9, 26.0910,
1300201012, 100201, 185315,   24.8, 26.0009,
1300201011, 100201, 185225,   34.4, 25.9524,
1300201010, 100201, 185215,   34.7, 25.9591,
1300201009, 100201, 185125,   44.8, 25.9389,
1300201008, 100201, 185025,   60.2, 25.9228,
1300201007, 100201, 184930,   74.7, 23.9201,
1300201006, 100201, 184815,   98.0, 21.9693,
1300201005, 100201, 184700,  125.3, 21.2936,
1300201004, 100201, 184526,  151.3, 20.2901,
1300201003, 100201, 184415,  170.2, 19.3532,
1300201116, 100201, 215609,    4.8, 26.2394,
1300201115, 100201, 215509,   24.1, 26.1392,
1300201114, 100201, 215359,   49.1, 25.9732,
1300201113, 100201, 215254,   75.1, 23.4699,
1300201112, 100201, 215144,  101.5, 21.4982,
1300201111, 100201, 215044,  124.3, 20.8332,
1300201110, 100201, 214944,  149.8, 19.5956,
1300201109, 100201, 214934,  149.6, 19.6013,
1300201108, 100201, 214839,  175.7, 18.5465,
1300201211, 100301, 004620,    5.2, 26.2891,
1300201210, 100301, 004445,   25.3, 26.0405,
1300201209, 100301, 004330,   44.4, 25.9553,
1300201208, 100301, 004110,   76.1, 23.4003,
1300201207, 100301, 004000,  100.4, 21.9511,
1300201206, 100301, 003845,  125.3, 20.8273,
1300201205, 100301, 003730,  149.4, 20.0291,
1300201315, 100301, 035535,    1.9, 26.5976,
1300201314, 100301, 035431,    4.8, 26.3438,
1300201313, 100301, 035317,   23.3, 26.1650,
1300201312, 100301, 035154,   44.4, 25.9638,
1300201311, 100301, 035014,   74.5, 25.0342,
1300201310, 100301, 034828,   99.3, 22.8326,
1300201309, 100301, 034619,  149.8, 20.4207,
1300201422, 100301, 065942,    1.5, 26.1492,
1300201421, 100301, 065940,    1.9, 26.1491,
1300201420, 100301, 065849,    5.0, 26.1223,
1300201419, 100301, 065846,    5.1, 26.1210,
1300201418, 100301, 065733,   24.9, 25.9529,
1300201417, 100301, 065718,   24.8, 25.9547,
1300201416, 100301, 065548,   44.7, 25.9267,
1300201415, 100301, 065532,   44.8, 25.9260,
1300201414, 100301, 065413,   60.1, 25.8366,
1300201413, 100301, 065248,   74.1, 24.4477,
1300201412, 100301, 065133,   85.8, 23.2844,
1300201411, 100301, 065012,  100.4, 22.3249,
1300201410, 100301, 064848,  114.9, 21.6292,
1300201409, 100301, 064728,  124.6, 21.4495,
1300201408, 100301, 064713,  124.6, 21.4481,
1300201407, 100301, 064543,  133.9, 21.1349,
1300201406, 100301, 064428,  149.8, 20.5562,
1300201405, 100301, 064413,  149.8, 20.5382,
1300201404, 100301, 064238,  174.9, 19.3236,
1300201403, 100301, 064218,  175.0, 19.3241,
1300201513, 100301, 121907,    4.7, 25.9688,
1310200124, 102201, 163505,    4.6, 25.4013,
1310200224, 102201, 190634,    4.4, 25.4236,
1310200223, 102201, 190444,   64.9, 25.4010,
1310200222, 102201, 190323,   92.6, 22.2617,
1310200221, 102201, 190124,  154.8, 20.2600,
1310200220, 102201, 185954,  189.9, 18.7757,
1310200318, 102201, 215535,    4.9, 25.4576,
1310200317, 102201, 215523,    4.8, 25.4569,
1310200316, 102201, 215403,   24.5, 25.4250,
1310200315, 102201, 215254,   29.1, 25.4204,
1310200314, 102201, 215139,   44.5, 25.4084,
1310200313, 102201, 215024,   59.5, 25.3987,
1310200312, 102201, 214924,   74.5, 23.6767,
1310200311, 102201, 214825,   79.6, 23.2198,
1310200310, 102201, 214709,   99.5, 22.3356,
1310200309, 102201, 214655,   99.5, 22.3353,
1310200308, 102201, 214526,  118.7, 21.5694,
1310200307, 102201, 214415,  126.3, 21.2957,
1310200306, 102201, 214308,  130.1, 21.2528,
1310200305, 102201, 214203,  149.6, 20.5394,
1310200304, 102201, 214052,  160.3, 20.3435,
1310200303, 102201, 213923,  175.3, 19.2867,
1310200414, 102301, 005410,    5.7, 25.5188,
1310200413, 102301, 005246,   26.4, 25.4341,
1310200412, 102301, 005131,   46.5, 25.4183,
1310200411, 102301, 005017,   75.2, 22.3746,
1310200410, 102301, 004902,   99.8, 21.3022,
1310200409, 102301, 004716,  125.8, 20.0930,
1310200408, 102301, 004531,  150.1, 19.2133,
1310200407, 102301, 004406,  175.4, 18.2427,
1310200514, 102301, 040431,    5.0, 25.4905,
1310200513, 102301, 040246,   26.5, 25.4624,
1310200512, 102301, 040116,   45.4, 25.4231,
1310200511, 102301, 035931,   75.5, 22.2708,
1310200510, 102301, 035801,  100.1, 21.2244,
1310200509, 102301, 035616,  124.7, 20.4836,
1310200508, 102301, 035421,  150.1, 19.5837,
1310200507, 102301, 034901,  174.3, 18.2899,
1310200619, 102301, 065745,    5.1, 25.4405,
1310200618, 102301, 065730,    5.1, 25.4424,
1310200617, 102301, 065615,   15.1, 25.4441,
1310200616, 102301, 065500,   25.0, 25.4449,
1310200615, 102301, 065446,   25.0, 25.4409,
1310200614, 102301, 065330,   34.7, 25.4450,
1310200613, 102301, 065215,   45.9, 25.4351,
1310200612, 102301, 065100,   59.0, 25.4428,
1310200611, 102301, 064935,   75.7, 25.4121,
1310200610, 102301, 064815,   85.9, 23.5046,
1310200609, 102301, 064658,   99.4, 22.2548,
1310200608, 102301, 064550,  114.5, 21.3386,
1310200607, 102301, 064435,  126.4, 20.8685,
1310200606, 102301, 064300,  148.9, 19.9286,
1310200605, 102301, 064120,  164.5, 19.6790,
1310200604, 102301, 064015,  174.5, 19.2710,
1310200720, 102301, 095402,    4.9, 25.4347,
1310200719, 102301, 095347,    4.9, 25.4303,
1310200718, 102301, 095332,    4.9, 25.4359,
1310200717, 102301, 095116,   25.0, 25.4337,
1310200716, 102301, 095101,   24.9, 25.4334,
1310200715, 102301, 095046,   24.8, 25.4330,
1310200714, 102301, 094916,   45.4, 25.4348,
1310200713, 102301, 094901,   45.3, 25.4348,
1310200712, 102301, 094846,   45.0, 25.4357,
1310200711, 102301, 094711,   75.5, 25.4122,
1310200710, 102301, 094656,   75.6, 25.4123,
1310200709, 102301, 094636,   75.8, 25.4134,
1310200708, 102301, 094501,  100.4, 22.3539,
1310200707, 102301, 094446,  100.2, 22.3467,
1310200706, 102301, 094431,  100.2, 22.3490,
1310200705, 102301, 094247,  150.9, 19.8601,
1310200704, 102301, 094231,  150.9, 19.8779,
1310200703, 102301, 094216,  150.7, 19.8968,
1310200822, 102301, 125239,    4.8, 25.4246,
1310200821, 102301, 125230,    4.8, 25.4247,
1310200820, 102301, 125219,    4.8, 25.4242,
1310200819, 102301, 125020,   24.4, 25.4292,
1310200818, 102301, 125011,   24.6, 25.4283,
1310200817, 102301, 125001,   24.7, 25.4277,
1310200816, 102301, 124845,   45.3, 25.4261,
1310200815, 102301, 124830,   45.2, 25.4255,
1310200814, 102301, 124816,   45.3, 25.4242,
1310200813, 102301, 124645,   75.2, 22.3914,
1310200812, 102301, 124630,   75.3, 22.3759,
1310200811, 102301, 124615,   75.1, 22.3724,
1310200810, 102301, 124501,  100.3, 21.2512,
1310200809, 102301, 124445,  100.3, 21.2491,
1310200808, 102301, 124430,  100.4, 21.2440,
1310200807, 102301, 124246,  124.6, 20.3620,
1310200806, 102301, 124220,  124.7, 20.3651,
1310200805, 102301, 124201,  124.7, 20.3738,
1310200804, 102301, 124032,  150.4, 19.4626,
1310200803, 102301, 123906,  174.5, 18.5015,
1310200924, 102301, 155248,    4.8, 25.3979,
1310200923, 102301, 155239,    4.8, 25.3982,
1310200922, 102301, 155229,    4.8, 25.4039,
1310200921, 102301, 155218,    4.8, 25.4075,
1310200920, 102301, 155049,   24.9, 25.4063,
1310200919, 102301, 154949,   30.4, 25.4104,
1310200918, 102301, 154939,   30.4, 25.4104,
1310200917, 102301, 154929,   30.3, 25.4091,
1310200916, 102301, 154919,   30.2, 25.4097,
1310200915, 102301, 154909,   30.2, 25.4110,
1310200914, 102301, 154859,   30.1, 25.4111,
1310200913, 102301, 154849,   30.2, 25.4119,
1310200912, 102301, 154838,   30.3, 25.4122,
1310200911, 102301, 154829,   30.3, 25.4124,
1310200910, 102301, 154819,   30.2, 25.4126,
1310200909, 102301, 154808,   30.2, 25.4128,
1310200908, 102301, 154758,   30.2, 25.4110,
1310200907, 102301, 154638,   45.1, 25.4085,
1310200906, 102301, 154508,   75.1, 23.1960,
1310200905, 102301, 154328,  100.2, 21.3956,
1310200904, 102301, 154128,  149.6, 20.0800,
1310201022, 102301, 185707,    4.8, 25.4126,
1310201021, 102301, 185657,    4.9, 25.4127,
1310201020, 102301, 185557,   14.8, 25.4090,
1310201019, 102301, 185457,   24.7, 25.4068,
1310201018, 102301, 185407,   29.4, 25.4048,
1310201017, 102301, 185308,   34.6, 25.4049,
1310201016, 102301, 185257,   34.7, 25.4048,
1310201015, 102301, 185157,   45.2, 25.4055,
1310201014, 102301, 185048,   60.6, 25.4041,
1310201013, 102301, 185037,   60.5, 25.4031,
1310201012, 102301, 184932,   74.9, 22.6322,
1310201011, 102301, 184842,   79.5, 22.4743,
1310201010, 102301, 184737,   99.2, 21.3729,
1310201009, 102301, 184727,   99.2, 21.3734,
1310201008, 102301, 184602,  120.1, 20.8919,
1310201007, 102301, 184507,  124.4, 20.7301,
1310201006, 102301, 184408,  129.5, 20.5937,
1310201005, 102301, 184247,  150.5, 19.9524,
1310201004, 102301, 184147,  159.6, 19.2285,
1310201003, 102301, 184037,  174.3, 18.5886,
1310201115, 102301, 215330,    4.8, 25.4957,
1310201114, 102301, 215200,   24.8, 25.4179,
1310201113, 102301, 215040,   50.4, 25.4107,
1310201112, 102301, 214930,   75.7, 23.0565,
1310201111, 102301, 214810,  100.3, 22.5005,
1310201110, 102301, 214651,  125.0, 21.5176,
1310201109, 102301, 214540,  149.3, 20.9230,
1310201108, 102301, 214410,  175.1, 19.9349,
1310201212, 102401, 004929,    5.0, 25.5628,
1310201211, 102401, 004809,   25.3, 25.4221,
1310201210, 102401, 004759,   25.3, 25.4221,
1310201209, 102401, 004629,   44.3, 25.4057,
1310201208, 102401, 004459,   75.0, 22.6776,
1310201207, 102401, 004339,   99.4, 21.5324,
1310201206, 102401, 004209,  125.2, 20.7055,
1310201205, 102401, 004039,  154.3, 19.8575,
1310201309, 102401, 035039,    5.8, 25.5365,
1310201308, 102401, 034910,   25.8, 25.4311,
1310201307, 102401, 034730,   46.7, 25.4097,
1310201306, 102401, 034529,   76.5, 22.6299,
1310201305, 102401, 034339,  100.8, 20.7533,
1310201304, 102401, 034145,  149.7, 18.9063,
1310201303, 102401, 033939,  199.7, 16.4986,
1310201420, 102401, 065143,    4.4, 25.5054,
1310201419, 102401, 065128,    4.4, 25.5067,
1310201418, 102401, 064958,   25.1, 25.4751,
1310201417, 102401, 064943,   25.2, 25.4751,
1310201416, 102401, 064813,   44.0, 25.4232,
1310201415, 102401, 064748,   43.9, 25.4233,
1310201414, 102401, 064628,   60.1, 25.4136,
1310201413, 102401, 064513,   74.7, 25.4104,
1310201412, 102401, 064358,   84.5, 25.4039,
1310201411, 102401, 064228,  100.0, 22.8658,
1310201410, 102401, 064058,  115.1, 21.5017,
1310201409, 102401, 063943,  124.3, 20.9676,
1310201408, 102401, 063928,  124.1, 20.9864,
1310201407, 102401, 063813,  134.3, 20.5014,
1310201406, 102401, 063658,  149.4, 20.0844,
1310201405, 102401, 063643,  149.3, 20.0845,
1310201404, 102401, 063503,  176.8, 18.8516,
1310201403, 102401, 063438,  176.3, 18.8575,
1310201524, 102401, 094812,   29.9, 25.4463,
1310201523, 102401, 094757,   29.8, 25.4523,
1310201522, 102401, 094742,   29.9, 25.4560,
1310201521, 102401, 094727,   29.9, 25.4592,
1310201520, 102401, 094713,   29.7, 25.4669,
1310201519, 102401, 094657,   29.8, 25.4668,
1310201518, 102401, 094642,   29.8, 25.4668,
1310201517, 102401, 094627,   29.9, 25.4623,
1310201516, 102401, 094613,   29.8, 25.4701,
1310201515, 102401, 094602,   29.8, 25.4704,
1310201514, 102401, 094543,   29.9, 25.4721,
1310201513, 102401, 094527,   29.8, 25.4721,
1310201512, 102401, 094327,   60.3, 25.4146,
1310201511, 102401, 094057,   60.3, 25.4152,
1310201510, 102401, 094042,   60.3, 25.4151,
1310201509, 102401, 094027,   60.4, 25.4151,
1310201508, 102401, 094012,   60.4, 25.4154,
1310201507, 102401, 093957,   60.4, 25.4154,
1310201506, 102401, 093942,   60.4, 25.4145,
1310201505, 102401, 093927,   60.3, 25.4144,
1310201504, 102401, 093912,   60.4, 25.4146,
1310201503, 102401, 093857,   60.4, 25.4152,
1310201502, 102401, 093842,   60.3, 25.4150,
1310201501, 102401, 093827,   60.3, 25.4138,
1310201624, 102401, 111756,  100.7, 21.4685,
1310201623, 102401, 111741,  100.5, 21.4052,
1310201622, 102401, 111726,  100.3, 21.3805,
1310201621, 102401, 111713,  100.8, 21.3760,
1310201620, 102401, 111657,  100.7, 21.3701,
1310201619, 102401, 111641,  100.8, 21.3680,
1310201618, 102401, 111626,  100.6, 21.3647,
1310201617, 102401, 111611,  100.3, 21.3624,
1310201616, 102401, 111557,  100.6, 21.3607,
1310201615, 102401, 111541,  100.5, 21.3562,
1310201614, 102401, 111526,  100.7, 21.3553,
1310201613, 102401, 111511,  100.2, 21.3428,
1310201612, 102401, 111356,  120.0, 20.7598,
1310201611, 102401, 111341,  120.2, 20.7655,
1310201610, 102401, 111327,  120.4, 20.7637,
1310201609, 102401, 111311,  120.4, 20.7681,
1310201608, 102401, 111256,  120.5, 20.7688,
1310201607, 102401, 111242,  120.5, 20.7721,
1310201606, 102401, 111226,  120.5, 20.7755,
1310201605, 102401, 111212,  120.5, 20.7752,
1310201604, 102401, 111157,  120.5, 20.7761,
1310201603, 102401, 111141,  120.5, 20.7785,
1310201602, 102401, 111127,  120.3, 20.7800,
1310201601, 102401, 111112,  120.5, 20.7805,
1310201718, 102501, 042442,    4.7, 25.7539,
1310201717, 102501, 042422,    4.7, 25.7546,
1310201716, 102501, 042237,   30.0, 25.4863,
1310201715, 102501, 042222,   30.0, 25.4862,
1310201714, 102501, 042018,   59.9, 25.4410,
1310201713, 102501, 042002,   59.8, 25.4371,
1310201712, 102501, 041822,   79.6, 22.6088,
1310201711, 102501, 041807,   79.6, 22.5926,
1310201710, 102501, 041607,  100.7, 21.5947,
1310201709, 102501, 041552,  100.6, 21.6327,
1310201708, 102501, 041407,  121.1, 20.9735,
1310201707, 102501, 041352,  121.0, 20.9728,
1310201706, 102501, 041237,  130.0, 20.5272,
1310201705, 102501, 041222,  130.0, 20.5328,
1310201704, 102501, 041022,  160.4, 19.0126,
1310201703, 102501, 041007,  160.5, 19.0203,
1310201820, 102501, 090626,    5.2, 25.6211,
1310201819, 102501, 090506,   24.4, 25.5049,
1310201818, 102501, 090341,   35.0, 25.4971,
1310201817, 102501, 090231,   44.9, 25.4792,
1310201816, 102501, 090101,   74.6, 25.4404,
1310201815, 102501, 085936,   99.3, 23.2144,
1310201814, 102501, 085806,  125.5, 21.2309,
1310201813, 102501, 085636,  150.4, 19.7956,
1320200124, 111601, 153219,    4.2, 25.0879,
1320200224, 111601, 191215,    3.7, 25.1134,
1320200223, 111601, 191120,    8.9, 25.1073,
1320200222, 111601, 191005,   33.9, 25.0704,
1320200221, 111601, 190855,   59.6, 25.0525,
1320200220, 111601, 190727,   95.9, 24.0749,
1320200219, 111601, 190629,   98.6, 23.9622,
1320200218, 111601, 190524,  108.7, 23.1652,
1320200217, 111601, 190425,  123.3, 22.3820,
1320200216, 111601, 190240,  184.5, 19.4787,
1320200312, 111601, 220206,    3.9, 25.2974,
1320200311, 111601, 220024,   24.0, 25.1092,
1320200310, 111601, 215914,   44.3, 25.0605,
1320200309, 111601, 215759,   73.8, 24.1771,
1320200308, 111601, 215644,   99.3, 23.0649,
1320200307, 111601, 215517,  124.3, 21.7797,
1320200306, 111601, 215347,  148.1, 20.6248,
1320200305, 111601, 215212,  173.9, 19.1741,
1320200414, 111701, 005233,    4.1, 25.3099,
1320200413, 111701, 005104,   25.8, 25.0650,
1320200412, 111701, 004953,   45.2, 25.0359,
1320200411, 111701, 004834,   73.6, 25.0277,
1320200410, 111701, 004722,  100.7, 23.2811,
1320200409, 111701, 004603,  124.0, 22.2733,
1320200408, 111701, 004444,  148.9, 20.4308,
1320200407, 111701, 004328,  174.7, 19.0562,
1320200514, 111701, 035320,    3.9, 25.2723,
1320200513, 111701, 035151,   24.2, 25.1104,
1320200512, 111701, 035031,   43.6, 25.0724,
1320200511, 111701, 034901,   74.1, 25.0622,
1320200510, 111701, 034731,   98.9, 23.5461,
1320200509, 111701, 034601,  125.2, 22.6741,
1320200508, 111701, 034406,  150.9, 21.4230,
1320200507, 111701, 034246,  172.4, 19.7641,
1320200506, 111701, 034116,  199.3, 17.8361,
1320200619, 111701, 070349,    4.7, 25.3296,
1320200618, 111701, 070339,    4.6, 25.3298,
1320200617, 111701, 070229,   14.8, 25.3221,
1320200616, 111701, 070124,   24.2, 25.2461,
1320200615, 111701, 070114,   24.3, 25.2438,
1320200614, 111701, 070009,   34.4, 25.1780,
1320200613, 111701, 065904,   44.2, 25.1678,
1320200612, 111701, 065749,   59.2, 25.0433,
1320200611, 111701, 065629,   74.5, 25.0166,
1320200610, 111701, 065514,   84.3, 25.0127,
1320200609, 111701, 065344,  100.6, 24.1904,
1320200608, 111701, 065219,  115.1, 22.8118,
1320200607, 111701, 065100,  124.1, 22.5211,
1320200606, 111701, 064859,  150.1, 20.9924,
1320200605, 111701, 064709,  165.1, 19.8871,
1320200604, 111701, 064544,  175.5, 19.2231,
1320200603, 111701, 064409,  198.9, 18.2731,
1320200720, 111701, 094719,    4.4, 25.2927,
1320200719, 111701, 094708,    4.3, 25.2929,
1320200718, 111701, 094659,    4.4, 25.2935,
1320200717, 111701, 094533,   24.1, 25.2067,
1320200716, 111701, 094523,   24.2, 25.2068,
1320200715, 111701, 094513,   24.1, 25.2071,
1320200714, 111701, 094358,   44.6, 25.0950,
1320200713, 111701, 094348,   44.8, 25.0947,
1320200712, 111701, 094338,   45.0, 25.0944,
1320200711, 111701, 094208,   74.3, 25.0230,
1320200710, 111701, 094158,   74.4, 25.0232,
1320200709, 111701, 094148,   74.4, 25.0253,
1320200708, 111701, 094028,   98.9, 22.5006,
1320200707, 111701, 094018,   98.8, 22.4956,
1320200706, 111701, 094008,   99.1, 22.4831,
1320200705, 111701, 093818,  149.3, 20.0299,
1320200704, 111701, 093809,  149.4, 20.0301,
1320200703, 111701, 093758,  149.4, 20.0289,
1320200822, 111701, 124847,    4.2, 25.2795,
1320200821, 111701, 124837,    4.2, 25.2763,
1320200820, 111701, 124827,    4.1, 25.2764,
1320200819, 111701, 124707,   24.4, 25.1903,
1320200818, 111701, 124657,   24.4, 25.1910,
1320200817, 111701, 124647,   24.4, 25.1919,
1320200816, 111701, 124537,   44.1, 25.0583,
1320200815, 111701, 124527,   44.2, 25.0587,
1320200814, 111701, 124517,   44.1, 25.0568,
1320200813, 111701, 124357,   74.5, 25.0340,
1320200812, 111701, 124347,   74.5, 25.0381,
1320200811, 111701, 124337,   74.5, 25.0350,
1320200810, 111701, 124217,   99.4, 22.5658,
1320200809, 111701, 124207,   99.4, 22.5530,
1320200808, 111701, 124157,   99.4, 22.5525,
1320200807, 111701, 124047,  124.1, 21.5169,
1320200806, 111701, 124037,  124.5, 21.5103,
1320200805, 111701, 124027,  124.3, 21.5063,
1320200804, 111701, 123917,  148.5, 19.7311,
1320200803, 111701, 123747,  174.0, 19.1170,
1320200909, 111701, 155122,    4.5, 25.2138,
1320200908, 111701, 155002,   25.1, 25.1974,
1320200907, 111701, 154852,   44.1, 25.1428,
1320200906, 111701, 154732,   74.0, 25.0452,
1320200905, 111701, 154617,   98.7, 25.0311,
1320200904, 111701, 154427,  149.7, 22.0387,
1320201014, 111701, 184912,    4.2, 25.2064,
1320201013, 111701, 184811,   14.0, 25.1726,
1320201012, 111701, 184711,   24.4, 25.1506,
1320201011, 111701, 184603,   33.8, 25.0773,
1320201010, 111701, 184553,   33.8, 25.0768,
1320201009, 111701, 184449,   44.4, 25.0622,
1320201008, 111701, 184346,   59.9, 25.0527,
1320201007, 111701, 184246,   74.2, 25.0367,
1320201006, 111701, 184126,   99.4, 23.5071,
1320201005, 111701, 184018,  124.3, 22.0739,
1320201004, 111701, 183906,  150.0, 21.2104,
1320201003, 111701, 183751,  175.1, 20.6185,
1320201120, 111701, 215155,    4.8, 25.2759,
1320201119, 111701, 215144,    4.8, 25.2828,
1320201118, 111701, 215026,   24.9, 25.1656,
1320201117, 111701, 215015,   24.9, 25.1672,
1320201116, 111701, 214855,   44.5, 25.0543,
1320201115, 111701, 214754,   50.2, 25.0578,
1320201114, 111701, 214635,   75.6, 25.0518,
1320201113, 111701, 214625,   75.5, 25.0518,
1320201112, 111701, 214505,   99.7, 23.4634,
1320201111, 111701, 214456,   99.6, 23.4623,
1320201110, 111701, 214340,  123.8, 21.9140,
1320201109, 111701, 214214,  150.3, 20.8111,
1320201108, 111701, 214209,  150.2, 20.8121,
1320201107, 111701, 214055,  174.2, 19.5234,
1320201212, 111801, 004734,    4.8, 25.3454,
1320201211, 111801, 004619,   24.6, 25.1150,
